taxId	organismName	commonName	assemblyAccession	assemblyName	bioProjectAccession	biosampleAccession	lastUpdated	submitter	totalSequenceLength (bp)	totalUngappedLength (bp)	numberOfSequence	L50	N50 (kb)
2585815	Psilopogon haemacephalus	NA	CNA0003320	B10K-DU-001-24	CNP0000505	CNS0103279	################	Guangji Chen	1220000000	1200000000	192078	902	289
48435	Steatornis caripensis	oilbird	CNA0003549	OUT-0004	CNP0000505	CNS0103240	################	Guangji Chen	1240000000	1210000000	197099	1143	304
9240	Spheniscus humboldti	Humboldt's penguin	CNA0003613	scaffold_Spheniscus_humboldti.fa.gz	CNP0000605	CNS0106314	################	Hailin Pan	1240000000	1210000000	43692	66	6229
8947	Geococcyx californianus	roadrunner	CNA0003289	B10K-CU-031-07	CNP0000505	CNS0103020	################	Guangji Chen	1220000000	1210000000	787960	5590	52
37079	Pelecanoides urinatrix	NA	CNA0003450	B10K-DU-012-45	CNP0000505	CNS0103175	################	Guangji Chen	1220000000	1220000000	183417	1364	248
240201	Burhinus bistriatus	NA	CNA0003352	B10K-DU-001-64	CNP0000505	CNS0103079	################	Guangji Chen	1230000000	1220000000	185359	841	398
1735272	Gigantopelta aegis	NA	CNA0007315	scaffold_Gigantopelta_aegis.fa.gz	CNP0000854	CNS0187572	################	lingfeng meng	1290000000	1220000000	1970755	2588	120
91767	Eubucco bourcierii	red-headed barbet	CNA0003306	B10K-DU-001-04	CNP0000505	CNS0103037	################	Guangji Chen	1250000000	1220000000	160263	1399	204
92683	Spheniscus demersus	jackass penguin	CNA0003612	scaffold_Spheniscus_demersus.fa.gz	CNP0000605	CNS0106312	################	Hailin Pan	1280000000	1220000000	16577	25	15386
9234	Aptenodytes patagonicus	king penguin	CNA0003597	scaffold_Aptenodytes_patagonicus.fa.gz	CNP0000605	CNS0106297	################	Hailin Pan	1260000000	1230000000	17886	123	2903
75485	Rissa tridactyla	black-legged kittiwake	CNA0003560	OUT-0021	CNP0000505	CNS0103251	################	Guangji Chen	1250000000	1230000000	569752	22	15326
79643	Pygoscelis antarcticus	chinstrap penguin	CNA0003610	scaffold_Pygoscelis_antarcticus.fa.gz	CNP0000605	CNS0106299	################	Hailin Pan	1270000000	1230000000	18898	58	6180
345251	Eudyptes robustus	Snares penguin	CNA0003603	scaffold_Eudyptes_robustus.fa.gz	CNP0000605	CNS0106307	################	Hailin Pan	1250000000	1230000000	112852	913	363
240204	Phalaropus lobatus	red-necked phalarope	CNA0022758	D2003004767	CNP0001928	CNS0386262	################	Guangji Chen	1340000000	1240000000	161199	60	5402
37081	Spheniscus magellanicus	Magellanic penguin	CNA0003614	scaffold_Spheniscus_magellanicus.fa.gz	CNP0000605	CNS0106313	################	Hailin Pan	1260000000	1240000000	30248	33	12679
2495534	Eudyptes moseleyi	Northern rockhopper penguin	CNA0003601	scaffold_Eudyptes_moseleyi.fa.gz	CNP0000605	CNS0106302	################	Hailin Pan	1310000000	1240000000	58440	159	2248
240729	Tricholaema leucomelas	pied barbet	CNA0003392	B10K-DU-002-37	CNP0000505	CNS0103118	################	Guangji Chen	1270000000	1260000000	335759	948	279
57240	Eudyptes schlegeli	Royal penguin	CNA0003604	scaffold_Eudyptes_schlegeli.fa.gz	CNP0000605	CNS0106301	################	Hailin Pan	1310000000	1260000000	35024	199	1877
2517240	Megadyptes antipodes antipodes	NA	CNA0003609	scaffold_Megadyptes_antipodes.fa.gz	CNP0000605	CNS0106308	################	Hailin Pan	1320000000	1260000000	18196	17	23315
37080	Eudyptes pachyrhynchus	Fiordland penguin	CNA0003602	scaffold_Eudyptes_pachyrhynchus.fa.gz	CNP0000605	CNS0106306	################	Hailin Pan	1310000000	1270000000	129012	40	8795
72645	Molineria capitulata	NA	CNA0002525	TKP_MoCapi_genome	CNP0000405	CNS0064396	################	燕南 范	1280000000	1270000000	619088	42360	7
86750	Magnolia dandyi	NA	CNA0002522	TKP_MaDand_genome	CNP0000405	CNS0064428	################	燕南 范	1290000000	1270000000	1777823	266868	1
232585	Pygoscelis papua papua	NA	CNA0003611	scaffold_Pygoscelis_papua.fa.gz	CNP0000605	CNS0106298	################	Hailin Pan	1310000000	1280000000	19622	122	2780
78168	Passiflora edulis	passion fruit	CNA0017758	PEdu1.0	CNP0001287	CNS0275691	################	马东娜(Dongna Ma)	1280000000	1280000000	10	4	126395
156760	Spheniscus mendiculus	Galapagos penguin	CNA0003615	scaffold_Spheniscus_mendiculus.fa.gz	CNP0000605	CNS0106315	################	Hailin Pan	1300000000	1280000000	27764	963	380
371911	Charadrius hiaticula	Common ringed plover	CNA0022753	D2003004762	CNP0001928	CNS0386257	################	Guangji Chen	1350000000	1280000000	54264	29	12872
154293	Dendrobium huoshanense	NA	CNA0014590	D.huoshanense genome	CNP0000830	CNS0251991	################	一 静	1290000000	1280000000	2252	8	71787
28697	Cepphus grylle	NA	CNA0003559	OUT-0020	CNP0000505	CNS0103250	################	Guangji Chen	1310000000	1280000000	914548	27	14351
82096	Eleutherococcus senticosus	NA	CNA0019321	YNAU_Esen_v1.0	CNP0001682	CNS0348054	################	杨子江(Zijiang Yang)	1300000000	1300000000	6775	12	50793
171273	Pluvialis squatarola	NA	CNA0022755	D2003004764	CNP0001928	CNS0386259	################	Guangji Chen	1380000000	1310000000	68891	31	11442
2052820	Eudyptula novaehollandiae	Australian little penguin	CNA0003608	scaffold_Eudyptula_novaehollandiae.fa.gz	CNP0000605	CNS0106309	################	Hailin Pan	1360000000	1310000000	17334	16	29280
345258	Eudyptula albosignata	White-flippered penguin	CNA0003606	scaffold_Eudyptula_minor_albosignata.fa.gz	CNP0000605	CNS0106311	################	Hailin Pan	1370000000	1320000000	19958	17	21866
79627	Eudyptes chrysolophus	Macaroni penguin	CNA0003600	scaffold_Eudyptes_chrysolophus.fa.gz	CNP0000605	CNS0106300	################	Hailin Pan	1370000000	1330000000	16978	29	13794
37083	Eudyptula minor	Little blue penguin	CNA0003607	scaffold_Eudyptula_minor.fa.gz	CNP0000605	CNS0106310	################	Hailin Pan	1470000000	1390000000	23721	19	21127
8765	Trimeresurus albolabris	white-lipped pit viper	CNA0052663	Trimeresurus albolabris	CNP0004151	CNS0697586	################	牛晓童(Niu Xiaotong)	1510000000	1430000000	71131	998	379
103944	Protobothrops mucrosquamatus	Chinese habu	CNA0052218	P. mucrosquamatus	CNP0004048	CNS0684983	################	牛晓童(Niu Xiaotong)	1530000000	1480000000	203555	848	380
36307	Deinagkistrodon acutus	Chinese moccasin	CNA0052093	D. acutus	CNP0004047	CNS0684763	################	王心雨	1570000000	1490000000	94066	52	6507
7957	Carassius auratus	goldfish	CNA0047402	Carassius auratus	CNP0002973	CNS0544818	################	汪洋(Yang Wang)	1520000000	1520000000	231	22	29195
7957	Carassius auratus	goldfish	CNA0017736	Goldfish genome	CNP0001252	CNS0266930	################	Qing Zhang	1740000000	1660000000	1769	23	31841
7913	Polyodon spathula	North American paddlefish	CNA0013718	Polyodon_spathula_chromosome_assembly	CNP0000961	CNS0203358	################	Jieming Chen	1540000000	1540000000	4271	10	48906
7913	Polyodon spathula	North American paddlefish	CNA0007306	BGI_Pspa_1.1	CNP0000841	CNS0186505	################	xupeng bi	1670000000	1560000000	641411	2050	229
307951	Sinocyclocheilus maitianheensis	NA	CNA0013721	scaffold_Sinocyclocheilus_maitianheensis	CNP0000961	CNS0203366	################	Jieming Chen	1690000000	1540000000	106737	367	1356
2817586	Pleurospermum yunnanense	NA	CNA0002529	TKP_PlYunn_genome	CNP0000405	CNS0064422	################	燕南 范	1780000000	1550000000	459845	5402	27
2935027	Naja fuxi	NA	CNA0052662	Naja fuxi	CNP0004139	CNS0697207	################	吴雨欣	1680000000	1550000000	142895	1735	238
8616	Bungarus multicinctus	many-banded krait	CNA0052011	B.multicinctus	CNP0004003	CNS0678980	################	施敏辉(minhui shi)	1620000000	1560000000	82383	60	6868
75366	Sinocyclocheilus grahami	NA	CNA0019203	Sinocyclocheilus_grahami_chr.genome	CNP0001478	CNS0353845	################	Xinhui Zhang	1750000000	1570000000	29119	25	29531
74364	Elaphe carinata	King ratsnake	CNA0052092	E.carinata	CNP0004039	CNS0684188	################	樊佳乐	1670000000	1570000000	199844	43	6847
101364	Carassius gibelio	silver crucian carp	CNA0047401	Carassius gibelio	CNP0002973	CNS0544817	################	汪洋(Yang Wang)	1590000000	1590000000	312	22	28762
7906	Acipenser ruthenus	sterlet	CNA0002356	Acipenser ruthenus genome assembly	CNP0000241	CNS0024199	################	Yu Huang	1830000000	1620000000	985524	1801	191
51953	Elaeis guineensis	African oil palm	CNA0047477	Egu.v3	CNP0003017	CNS0545746	################	Wang Le	1700000000	1700000000	932	7	111579
187454	Panax vietnamensis var. fuscidiscus	NA	CNA0047367	pvie	CNP0002878	CNS0537340	################	杨子江(Zijiang Yang)	1730000000	1720000000	6305	6	144079
75948	Lactuca saligna	NA	CNA0014161	TKI-342_L.saligna	CNP0000335	CNS0047873	################	杨婷(TING YANG)	1760000000	1740000000	1727437	56007	8
171649	Phrynocephalus przewalskii	NA	CNA0002350	Phprz_v1.0	CNP0000203	CNS0018466	################	子军 熊	1760000000	1740000000	543179	72	6884
3414	Liriodendron chinense	NA	CNA0007303	Liri.chinensev1_chromosome	CNP0000815	CNS0044063	################	xin yang	1740000000	1740000000	3083	10	73293
3414	Liriodendron chinense	NA	CNA0002404	Liri.chinensev1	CNP0000295	CNS0044063	################	xin yang	1740000000	1740000000	3711	138	3525
171652	Phrynocephalus vlangalii	Pylzow's toadhead agama	CNA0002351	Phvla_v1.0	CNP0000203	CNS0018465	################	子军 熊	1820000000	1770000000	411697	216	2396
66662	Ochroma pyramidale	corkwood	CNA0038270	Ochroma_pyramidale_hifi	CNP0001860	CNS0382078	################	刘敏(liu min)	1840000000	1840000000	652	14	42724
66662	Ochroma pyramidale	corkwood	CNA0038271	Ochroma_pyramidale_hic	CNP0001860	CNS0382078	################	刘敏(liu min)	1840000000	1840000000	624	11	55069
66662	Ochroma pyramidale	corkwood	CNA0022720	Ochroma_pyramidale_10x	CNP0001860	CNS0382078	################	刘敏(liu min)	2180000000	1940000000	328883	1116	356
9258	Ornithorhynchus anatinus	duck-billed platypus	CNA0007249	mOrnAna1	CNP0000130	CNS0011508	################	zhenzhen song	1880000000	1860000000	694	7	83338
9258	Ornithorhynchus anatinus	duck-billed platypus	CNA0000810	ornithorhynchus_anatinus.fa.gz	CNP0000130	CNS0011508	################	zhenzhen song	1990000000	1990000000	4568	31	18718
4235	unclassified Lactuca species	NA	CNA0014197	TKI-481_L.sagittata	CNP0000335	CNS0252040	################	杨婷(TING YANG)	1920000000	1890000000	1452266	73110	6
4235	unclassified Lactuca species	NA	CNA0014201	TKI-476_L.homblei	CNP0000335	CNS0252039	################	杨婷(TING YANG)	3700000000	3660000000	3568638	167572	5
746888	Calamus simplicifolius	NA	CNA0000006	Calamus_simplicifolius	CNP0000015	CNS0000635	################	songbo wang	1960000000	1890000000	5116	756	803
307955	Sinocyclocheilus anophthalmus	eyeless golden-line fish	CNA0013724	scaffold_Sinocyclocheilus_anophthalmus	CNP0000961	CNS0203367	################	Jieming Chen	1910000000	1910000000	12242	1819	309
238948	Saussurea obvallata	NA	CNA0051904	Sobv_assembly	CNP0003451	CNS0602266	################	张旭(Zhang)	1950000000	1950000000	16	6	121890
273917	Vicugna vicugna	NA	CNA0013695	Vicugna_vicugna.v1.0	CNP0000941	CNS0198843	################	亚飞 胡	2030000000	2010000000	12433	93	6158
75348	Gymnocypris przewalskii	scale-less carp	CNA0029375	GPP.genome.v1.0	CNP0002001	CNS0389896	################	田菲	2030000000	2030000000	46	18	44980
75943	Lactuca serriola	compass-plant	CNA0014157	TKI-340_L.serriola	CNP0000335	CNS0047707	################	杨婷(TING YANG)	2070000000	2030000000	2105762	81035	6
273914	Lama glama	NA	CNA0013696	Lama_glama.v1.0	CNP0000941	CNS0198844	################	亚飞 胡	2060000000	2040000000	244171	186	3218
273908	Lama guanicoe	NA	CNA0013694	Lama_guanicoe.v1.0	CNP0000941	CNS0198842	################	亚飞 胡	2090000000	2070000000	324322	44	14639
480380	Phymorhynchus buccinoides	NA	CNA0020806	Assembly using Illumina and PacBio reads	CNP0001505	CNS0305934	################	yuting huang	2110000000	2110000000	18181	1465	336
9261	Tachyglossus aculeatus	short-beaked echidna	CNA0006824	tachyglossus aculeatus	CNP0000697	CNS0130326	################	Yang Zhou	2310000000	2120000000	1340799	20	32506
139933	Engelhardia spicata	yun nan huang qi	CNA0002516	TKP_EnSpic_genome	CNP0000405	CNS0064400	################	燕南 范	2210000000	2150000000	3203036	664848	1
381124	Zea mays subsp. mays	corn	CNA0002536	SK genome	CNP0000417	CNS0086080	################	Ning Yang	2160000000	2150000000	671	5	223671
6853	Tachypleus tridentatus	Japanese horseshoe crab	CNA0000821	Tachypleus tridentatus	CNP0000111	CNS0018468	################	HE ZHANG	2170000000	2160000000	204	6	169002
75946	Lactuca aculeata	NA	CNA0014173	TKI-464_L.aculeata	CNP0000335	CNS0047584	################	杨婷(TING YANG)	2190000000	2170000000	2053317	61475	9
75945	Lactuca altaica	NA	CNA0014177	TKI-466_L.altaica	CNP0000335	CNS0047850	################	杨婷(TING YANG)	2230000000	2200000000	1930762	50768	11
86725	Magnolia biondii	NA	CNA0013685	Magnolia_biondii.contig.fa	CNP0000884	CNS0191796	################	liu min	2220000000	2220000000	15615	2242	269
75944	Lactuca dregeana	NA	CNA0014181	TKI-468_L.dregeana	CNP0000335	CNS0047948	################	杨婷(TING YANG)	2250000000	2220000000	2200979	70109	8
44586	Panax notoginseng	tienchi	CNA0013972	Panax notoginseng genome assembly	CNP0001042	CNS0223752	################	Chuan Xiao Liu	2260000000	2250000000	13292	6	173391
38654	Alligator sinensis	Chinese alligator	CNA0042352	AllSin_2.0	CNP0002575	CNS0499677	################	王情(wang qing)	2300000000	2300000000	580	5	219050
9675	Paguma larvata	masked palm civet	CNA0037125	Plar	CNP0002052	CNS0398250	################	海盟 李(haimeng li)	2420000000	2300000000	49296	9	105601
3635	Gossypium hirsutum	American cotton	CNA0022762	Zhong12	CNP0001942	CNS0386376	################	张兴瑞	2310000000	2310000000	542	10	108016
103586	Lagenorhynchus australis	Peale's dolphin	CNA0007258	Lagenorhynchus australis Genome sequencing and assembly	CNP0000758	CNS0152181	################	haoyang Gao	2390000000	2310000000	151990	1776	384
27615	Kogia breviceps	pygmy sperm whale	CNA0007256	Kogia breviceps Genome sequencing and assembly	CNP0000758	CNS0152179	################	haoyang Gao	2560000000	2330000000	94140	31	21620
9720	Phoca vitulina	harbor seal	CNA0007264	Phoca vitulina Genome sequencing and assembly	CNP0000758	CNS0152187	################	haoyang Gao	2390000000	2330000000	54206	20	38778
103600	Sousa chinensis	Indo-pacific humpbacked dolphin	CNA0002502	chromosome level genome of Indo-pacific humpbacked dolphin	CNP0000397	CNS0063268	################	yong zhao	2440000000	2340000000	23	8	111358
39090	Phoca largha	spotted seal	CNA0007263	Phoca largha Genome sequencing and assembly	CNP0000758	CNS0152186	################	haoyang Gao	2390000000	2340000000	17174	7	153927
255365	Balaenoptera brydei	Bryde's whale	CNA0007253	Balaenoptera brydei Genome sequencing and assembly	CNP0000758	CNS0152176	################	haoyang Gao	2370000000	2340000000	74190	9	103914
9678	Crocuta crocuta	spotted hyena	CNA0003520	Spotted_Hyena	CNP0000511	CNS0103290	################	BGI Chentao	2370000000	2350000000	177296	106	7236
79784	Tursiops aduncus	Indo-pacific bottlenose dolphin	CNA0007267	Tursiops aduncus Genome sequencing and assembly	CNP0000758	CNS0152190	################	haoyang Gao	2410000000	2350000000	118124	9	105244
9646	Ailuropoda melanoleuca	giant panda	CNA0007299	Ame_Qingling.fa	CNP0000785	CNS0152937	################	tianming lan	2350000000	2350000000	657	8	132636
9646	Ailuropoda melanoleuca	giant panda	CNA0007300	Ame_Sichuan.fa	CNP0000785	CNS0152938	################	tianming lan	2430000000	2430000000	1440	8	136689
90247	Lagenorhynchus obliquidens	Pacific white-sided dolphin	CNA0007259	Lagenorhynchus obliquidens Genome sequencing and assembly	CNP0000758	CNS0152182	################	haoyang Gao	2380000000	2360000000	13174	21	30045
9719	Pusa sibirica	Baikal seal	CNA0007266	Pusa sibirica Genome sequencing and assembly	CNP0000758	CNS0152189	################	haoyang Gao	2430000000	2360000000	78586	7	157524
459596	Cremastra appendiculata	NA	CNA0050867	CAPP.fa.gz	CNP0001656	CNS0344065	################	陈海霞(Haixia Chen)	2360000000	2360000000	4640	522	1149
459596	Cremastra appendiculata	NA	CNA0050868	CAPP_chr.fa.gz	CNP0001656	CNS0344065	################	陈海霞(Haixia Chen)	2370000000	2360000000	8767	13	80155
82174	Pseudorca crassidens	false killer whale	CNA0007265	Pseudorca crassidens Genome sequencing and assembly	CNP0000758	CNS0152188	################	haoyang Gao	2420000000	2370000000	32690	21	32497
9771	Balaenoptera musculus	Blue whale	CNA0007254	Balaenoptera musculus Genome sequencing and assembly	CNP0000758	CNS0152177	################	haoyang Gao	2430000000	2370000000	28500	78	8279
34892	Neophocaena phocaenoides	Indo-Pacific finless porpoise	CNA0007261	Neophocaena phocaenoides Genome sequencing and assembly	CNP0000758	CNS0152184	################	haoyang Gao	2620000000	2380000000	1806060	1637	433
34880	Nyctereutes procyonoides	raccoon dog	CNA0046198	Raccoon_dog.p1	CNP0002053	CNS0491433	################	海盟 李(haimeng li)	2380000000	2380000000	219	10	83697
161932	Otaria byronia	South American sea lion	CNA0007262	Otaria flavescens Genome sequencing and assembly	CNP0000758	CNS0152185	################	haoyang Gao	2450000000	2390000000	20092	7	144693
4460	Colocasia esculenta	dasheen	CNA0014218	Taro_Chr_v1.0	CNP0001082	CNS0231432	################	璐 蒋	2410000000	2410000000	7735	7	156137
9755	Physeter catodon	sperm whale	CNA0000011	PhyCat2.0	CNP0000020	CNS0000640	################	kai han	2510000000	2410000000	14676	9	122182
9755	Physeter catodon	sperm whale	CNA0002349	PhyCat2.1	CNP0000020	CNS0000640	################	kai han	2580000000	2490000000	529118	9	121905
31869	Daubentonia madagascariensis	aye-aye	CNA0038250	D.madagascariensis genome	CNP0002500	CNS0489758	################	詹小瑜(Xiaoyu Zhan)	2410000000	2410000000	2708	26	27954
9704	Zalophus californianus	California sea lion	CNA0007268	Zalophus californianus Genome sequencing and assembly	CNP0000758	CNS0152191	################	haoyang Gao	2480000000	2420000000	36082	8	139610
48708	Mesoplodon densirostris	Blainville's beaked whale	CNA0007260	Mesoplodon densirostris Genome sequencing and assembly	CNP0000758	CNS0152183	################	haoyang Gao	2470000000	2420000000	944262	862	801
161928	Arctocephalus australis	South American fur seal	CNA0007252	Arctocephalus australi Genome sequencing and assembly	CNP0000758	CNS0152175	################	haoyang Gao	2500000000	2420000000	187346	7	140098
9752	Kogia sima	dwarf sperm whale	CNA0007257	Kogia sima Genome sequencing and assembly	CNP0000758	CNS0152180	################	haoyang Gao	2590000000	2430000000	428024	31	26525
9823	Sus scrofa	pig	CNA0020809	Ossabaw.genome.fa	CNP0001681	CNS0359860	################	Yaolei Zhang	2460000000	2450000000	330	7	140684
9823	Sus scrofa	pig	CNA0017742	Luchuan_genome	CNP0001159	CNS0254251	################	Yuwen Liu	2580000000	2540000000	1250	8	140090
253258	Panthera tigris amoyensis	Amoy tiger	CNA0019679	P. t. amoyensis.CU-Tech	CNP0001654	CNS0348048	################	朱翌馨(Zhu Yixin)	2460000000	2460000000	2107	7	145575
74533	Panthera tigris altaica	Amur tiger	CNA0019680	P. t. altaica.CU-Tech	CNP0001654	CNS0348049	################	朱翌馨(Zhu Yixin)	2470000000	2470000000	1949	7	144624
3818	Arachis hypogaea	ground-nut	CNA0019187	Nanopore genome sequencing of Arachis hypogaea var.Haihua1	CNP0001410	CNS0285677	################	Libin Shao	2490000000	2490000000	223	9	131078
184783	Areca catechu	pinang	CNA0003279	Areca_catechu_assembly.v1.0	CNP0000517	CNS0101530	################	涛 傅	2510000000	2500000000	4323	7	171974
10047	Meriones unguiculatus	Mongolian gerbil	CNA0002409	Mon_ger_genome	CNP0000340	CNS0048590	################	渊 符	2540000000	2510000000	309094	871	500
83653	Grampus griseus	Risso's dolphin	CNA0007255	Grampus griseus Genome sequencing and assembly	CNP0000758	CNS0152178	################	haoyang Gao	2660000000	2590000000	103119	10	103278
9606	Homo sapiens	human	CNA0007320	human_mercedes_slrsuperscaffolder	CNP0000796	CNS0191724	################	Mengyang Xu	3200000000	2640000000	72359	79	11800
9606	Homo sapiens	human	CNA0007322	human_mercedes_slrsuperscaffolder_TGS-GapCloser_pacbio	CNP0000796	CNS0191724	################	Mengyang Xu	3070000000	2770000000	72359	80	11173
9606	Homo sapiens	human	CNA0017719	HG002.stLFR.paternal	CNP0001199	CNS0260310	################	Mengyang Xu	2920000000	2770000000	61456	161	5064
9606	Homo sapiens	human	CNA0017725	HJ.stLFR.Supernova.pseudohap2	CNP0001199	CNS0260311	################	Mengyang Xu	3180000000	2780000000	97388	56	16170
9606	Homo sapiens	human	CNA0017724	HJ.stLFR.Supernova.pseudohap1	CNP0001199	CNS0260311	################	Mengyang Xu	3180000000	2780000000	97388	56	16172
9606	Homo sapiens	human	CNA0017723	HJ.stLFR.HAST.paternal	CNP0001199	CNS0260311	################	Mengyang Xu	3020000000	2790000000	72892	78	11419
9606	Homo sapiens	human	CNA0017722	HJ.stLFR.HAST.maternal	CNP0001199	CNS0260311	################	Mengyang Xu	3010000000	2800000000	50293	47	18265
9606	Homo sapiens	human	CNA0017718	HG002.stLFR.maternal	CNP0001199	CNS0260310	################	Mengyang Xu	2940000000	2810000000	38782	137	6270
9606	Homo sapiens	human	CNA0002539	gc_fix1	CNP0000066	CNS0007594	################	Qing Mao	2820000000	2810000000	20981	28	29409
9606	Homo sapiens	human	CNA0017715	HG001.10XG.paternal	CNP0001199	CNS0191724	################	Mengyang Xu	2920000000	2810000000	56231	116	6795
9606	Homo sapiens	human	CNA0017716	HG001.stLFR.maternal	CNP0001199	CNS0191724	################	Mengyang Xu	2910000000	2810000000	38883	174	4973
9606	Homo sapiens	human	CNA0007323	human_supernova	CNP0000796	CNS0191724	################	Mengyang Xu	2870000000	2810000000	40738	27	30223
9606	Homo sapiens	human	CNA0017714	HG001.10XG.maternal	CNP0001199	CNS0191724	################	Mengyang Xu	2880000000	2810000000	50357	61	13540
9606	Homo sapiens	human	CNA0017717	HG001.stLFR.paternal	CNP0001199	CNS0191724	################	Mengyang Xu	2930000000	2820000000	40276	235	3635
9606	Homo sapiens	human	CNA0007325	human_supernova_TGS-GapCloser_pacbio	CNP0000796	CNS0191724	################	Mengyang Xu	2860000000	2830000000	40738	27	30134
9606	Homo sapiens	human	CNA0017729	HJ.stLFR_HiC.paternal	CNP0001199	CNS0260311	################	Mengyang Xu	3000000000	2830000000	69217	8	145047
9606	Homo sapiens	human	CNA0017728	HJ.stLFR_HiC.maternal	CNP0001199	CNS0260311	################	Mengyang Xu	2980000000	2840000000	47602	8	153183
9606	Homo sapiens	human	CNA0017727	HJ.stLFR_CCS.paternal	CNP0001199	CNS0260311	################	Mengyang Xu	2980000000	2850000000	72892	79	11127
9606	Homo sapiens	human	CNA0017726	HJ.stLFR_CCS.maternal	CNP0001199	CNS0260311	################	Mengyang Xu	2960000000	2860000000	50293	47	18013
9606	Homo sapiens	human	CNA0007324	human_supernova_TGS-GapCloser_ont	CNP0000796	CNS0191724	################	Mengyang Xu	2870000000	2860000000	40738	27	30469
9606	Homo sapiens	human	CNA0007317	human_masurca_slrsuperscaffolder	CNP0000796	CNS0191724	################	Mengyang Xu	3360000000	2920000000	142241	52	16456
9606	Homo sapiens	human	CNA0007321	human_mercedes_slrsuperscaffolder_TGS-GapCloser_ont	CNP0000796	CNS0191724	################	Mengyang Xu	3040000000	2970000000	72359	80	11020
9606	Homo sapiens	human	CNA0017721	HJ.CCS.TrioCanu.paternal	CNP0001199	CNS0260311	################	Mengyang Xu	2980000000	2980000000	10003	287	3056
9606	Homo sapiens	human	CNA0017720	HJ.CCS.TrioCanu.maternal	CNP0001199	CNS0260311	################	Mengyang Xu	3030000000	3030000000	6490	209	4556
9606	Homo sapiens	human	CNA0007319	human_masurca_slrsuperscaffolder_TGS-GapCloser_pacbio	CNP0000796	CNS0191724	################	Mengyang Xu	3220000000	3060000000	142241	53	15450
9606	Homo sapiens	human	CNA0007318	human_masurca_slrsuperscaffolder_TGS-GapCloser_ont	CNP0000796	CNS0191724	################	Mengyang Xu	3260000000	3200000000	142241	55	14698
493789	Rhacophorus kio	NA	CNA0045870	chromosomal_Rkio	CNP0002375	CNS0519707	################	吴威(Wei Wu)	2660000000	2660000000	2912	4	300073
37347	Tupaia belangeri	common tree shrew	CNA0038267	T.belangeri genome	CNP0002500	CNS0489775	################	詹小瑜(Xiaoyu Zhan)	2670000000	2670000000	1731	10	104643
9483	Callithrix jacchus	white ear-tufted marmoset	CNA0018880	mCalJac1.pat	CNP0001310	CNS0279747	################	Chentao Yang	2680000000	2670000000	336	8	136971
9483	Callithrix jacchus	white ear-tufted marmoset	CNA0018881	mCalJac1.mat	CNP0001311	CNS0279747	################	Chentao Yang	2810000000	2800000000	216	8	146897
9509	Ateles geoffroyi	Central American spider monkey	CNA0038246	A.geoffroyi genome	CNP0002500	CNS0489754	################	詹小瑜(Xiaoyu Zhan)	2690000000	2690000000	2904	28	29212
252867	Lanxangia tsaoko	cao guo	CNA0047372	Ak	CNP0002802	CNS0538451	################	吴威(Wei Wu)	2700000000	2700000000	2994	275	2447
9551	Macaca assamensis	Assam macaque	CNA0038254	M.assamensis genome	CNP0002500	CNS0489762	################	詹小瑜(Xiaoyu Zhan)	2760000000	2760000000	1165	31	27348
9515	Sapajus apella	black-capped capuchin	CNA0038265	S.apella genome	CNP0002500	CNS0489773	################	詹小瑜(Xiaoyu Zhan)	2760000000	2760000000	4200	61	12583
9590	Symphalangus syndactylus	siamang	CNA0038266	S.syndactylus genome	CNP0002500	CNS0489774	################	詹小瑜(Xiaoyu Zhan)	2770000000	2770000000	1420	55	13408
54601	Macaca silenus	liontail macaque	CNA0038256	M.silenus genome	CNP0002500	CNS0489764	################	詹小瑜(Xiaoyu Zhan)	2780000000	2780000000	1820	35	25691
9586	Nomascus siki	southern white-cheeked gibbon	CNA0038258	N.siki genome	CNP0002500	CNS0489766	################	詹小瑜(Xiaoyu Zhan)	2780000000	2780000000	2651	49	19995
593543	Hoolock leuconedys	eastern hoolock gibbon	CNA0038252	H.leuconedys genome	CNP0002500	CNS0489760	################	詹小瑜(Xiaoyu Zhan)	2790000000	2790000000	2990	34	22338
9561	Mandrillus sphinx	mandrill	CNA0002500	Mandrill_sphinx	CNP0000251	CNS0036001	################	TING YANG	2880000000	2800000000	215140	241	3564
54602	Macaca thibetana	Pere David's macaque	CNA0047168	Macaca_thibetana	CNP0002784	CNS0527361	################	张汝松	2820000000	2820000000	624	8	150623
9534	Chlorocebus aethiops	savanah monkey	CNA0038248	C.aethiops genome	CNP0002500	CNS0489756	################	詹小瑜(Xiaoyu Zhan)	2830000000	2830000000	2648	81	9639
101278	Nycticebus pygmaeus	pygmy slow loris	CNA0038259	N.pygmaeus genome	CNP0002500	CNS0489767	################	詹小瑜(Xiaoyu Zhan)	2830000000	2830000000	4676	10	128212
9589	Hylobates pileatus	pileated gibbon	CNA0038253	H.pileatus genome	CNP0002500	CNS0489761	################	詹小瑜(Xiaoyu Zhan)	2850000000	2850000000	45	9	131825
9555	Papio anubis	Kenya baboon	CNA0038260	P.anubis genome	CNP0002500	CNS0489768	################	詹小瑜(Xiaoyu Zhan)	2870000000	2870000000	11144	9	140274
75947	Lactuca virosa	NA	CNA0014165	TKI-404_L.virosa	CNP0000335	CNS0047910	################	杨婷(TING YANG)	2910000000	2880000000	3694810	137357	4
