projectGoldId	projectName	legacyGoldId	studyGoldId	biosampleGoldId	organismGoldId	itsProposalId	itsSpid	itsSampleId	pmoProjectId	gptsProposalId	ncbiBioProjectAccession	ncbiBioSampleAccession	projectStatus	sequencingStatus	jgiFundingProgram	jgiFundingYear	hmpId	modDate	addDate	sequencingStrategy	sequencingCenters	seqMethod	genomePublications	otherPublications	sraExperimentIds	ncbiTaxId
Gp0234562	Thamnocephalis sphaerospora RSA 1356 - Nex5hM18		Gs0000001		Go0118503	662	1090758	107208		300789	PRJNA421760	SAMN08153361	incomplete	Complete	CSP	2012		2022-08-14	2017-08-26	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina MiSeq', 'Illumina HiSeq 2500-1TB']	[]	[]	[]	78915
Gp0234566	Thamnocephalis sphaerospora RSA 1356 - Tham5hB06		Gs0000001		Go0118503	662	1090758	101912		300789	PRJNA421763	SAMN08153353	incomplete	Complete	CSP	2012		2022-08-14	2017-08-26	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina MiSeq', 'Illumina HiSeq 2500-1TB']	[{'pubmedId': 30297742, 'journalName': 'Nat Microbiol', 'volume': '3', 'issue': '12', 'page': '1417-1428', 'title': 'Leveraging single-cell genomics to expand the fungal tree of life.', 'publicationDate': '2018-02-01', 'doi': '10.1038/s41564-018-0261-0'}]	[]	[]	78915
Gp0457377	Ravenelia xanthophloeae BRIP 64502 Standard Draft		Gs0000001		Go0529076	662	1125161			300789			targeted	Awaiting Sample	CSP	2012		2023-02-14	2019-10-30	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio Sequel II']	[]	[]	[]	2086370
Gp0533398	Pucciniomycotina sp. gs25 Standard Draft		Gs0000001		Go0564550	662	1258266			300789			incomplete	In progress	CSP	2012		2020-12-15	2020-12-05	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio Sequel II']	[]	[]	[]	2011928
Gp0568760	Aklioshbomyces papillarum WT:2 Standard Draft		Gs0000001		Go0580371	662	1305579			300789			incomplete	In progress	CSP	2012		2022-09-03	2021-05-28	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio Sequel II']	[]	[]	[]	2710861
Gp0110334	Ampelomyces quisqualis HMLAC05119 Standard Draft		Gs0000001		Go0109867	662	1051023			300789	PRJNA333829	SAMN05446983	Permanent Draft	Complete	CSP	2012		2023-02-13	2015-02-25	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500-1TB']	[]	[]	['SRX2124802', 'SRX2124803']	50730
Gp0110613	Hyalopycnis blepharistoma ATCC 48560 Standard Draft		Gs0000001		Go0110142	662	1045309			300789	PRJNA334189	SAMN05442890	Permanent Draft	Complete	CSP	2012		2022-12-27	2015-02-25	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX2118771', 'SRX2118772']	138530
Gp0033217	Sporormia fimetaria CBS 119925	Gi38959	Gs0000001		Go0033217	662	1011321			300789	PRJNA205956	SAMN02745851	Permanent Draft	Complete	CSP	2012		2022-12-27	2012-11-01	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX871955', 'SRX871956']	1340428
Gp0033050	Dissoconium aciculare CBS 342.82	Gi38943	Gs0000001		Go0033050	662	1011337			300789	PRJNA196071	SAMN02745884	Permanent Draft	Complete	CSP	2012		2022-12-27	2012-11-01	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX1670905', 'SRX711589', 'SRX711590', 'SRX1670906']	1314786
Gp0033114	Lichtheimia hyalospora FSU 10163	Gi22567	Gs0000001		Go0033114	662	1015499			300789	PRJNA196074	SAMN02745970	Permanent Draft	Complete	CSP	2012		2022-12-27	2012-11-01	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX875105']	420593
Gp0019269	Aulographum hederae CBS 113979	Gi21416	Gs0000001		Go0019269	662	1006065		407833	300789	PRJNA195869	SAMN02193963	Permanent Draft	Complete	CSP	2012		2023-02-17	2012-03-06	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX298081', 'SRX298082', 'SRX301488']	1176130
Gp0019414	Monascus ruber NRRL 1597	Gi21412	Gs0000001		Go0019414	662	1006101		407865	300789	PRJNA196033	SAMN02745733	Permanent Draft	Complete	CSP	2012		2022-12-27	2012-03-06	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX874543']	1155947
Gp0036420	Karstenula rhodostoma CBS 690.94	Gi0042360	Gs0000001		Go0036420	662	1019721			300789	PRJNA217209	SAMN02744864	Permanent Draft	Complete	CSP	2012		2022-12-27	2013-03-11	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX712293', 'SRX712294']	1392251
Gp0036441	Delphinella strobiligena CBS 735.71	Gi0042364	Gs0000001		Go0036443	662	1019673			300789	PRJNA333968	SAMN05446822	Permanent Draft	Complete	CSP	2012		2022-12-27	2013-03-11	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio RS II']	[]	[]	['SRX2470997', 'SRX2470996', 'SRX2470995', 'SRX2470994', 'SRX2470999', 'SRX2470998', 'SRX2470993']	147560
Gp0036259	Bimuria novae-zelandiae CBS 107.79	Gi0042284	Gs0000001		Go0036259	662	1019717			300789	PRJNA234400	SAMN05660326	Permanent Draft	Complete	CSP	2012		2022-12-27	2013-03-11	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500', 'Illumina HiSeq 2500-Rapid']	[]	[]	['SRX2164496', 'SRX2164498', 'SRX2164497', 'SRX6433205']	147497
Gp0036265	Ophiobolus disseminans CBS 113818	Gi0042290	Gs0000001		Go0036265	662	1019733			300789	PRJNA239491	SAMN02744844	Permanent Draft	Complete	CSP	2012		2023-02-13	2013-03-11	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX1726475', 'SRX1726476']	1469910
Gp0036273	Gautieria morchelliformis GMNE.BST	Gi0042418	Gs0000001		Go0036273	662	1019425			300789	PRJNA256705	SAMN02946264	Permanent Draft	Complete	CSP	2012		2022-12-27	2013-03-18	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500', 'PacBio RS II']	[]	[]	['SRX2050787', 'SRX2050743', 'SRX2050788', 'SRX2050789', 'SRX2050448', 'SRX2050525', 'SRX2050129', 'SRX2050783', 'SRX2049857', 'SRX2050662', 'SRX2050036', 'SRX2050784', 'SRX2050311', 'SRX2050587', 'SRX2050785', 'SRX2050786', 'SRX2050790', 'SRX2049949', 'SRX2050780', 'SRX2050791', 'SRX2050781', 'SRX2050220', 'SRX2050374', 'SRX2050782']	112417
Gp0036292	Trematosphaeria pertusa CBS 122368	Gi0042304	Gs0000001		Go0036292	662	1019781			300789	PRJNA234397	SAMN05660896	Permanent Draft	Complete	CSP	2012		2023-02-13	2013-03-11	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX2110247', 'SRX2110248']	390896
Gp0036331	Clathrospora elynae CBS 161.51	Gi0042320	Gs0000001		Go0036331	662	1019661			300789	PRJNA245624	SAMN02744849	Permanent Draft	Complete	CSP	2012		2022-12-27	2013-03-11	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX6433204', 'SRX2050804', 'SRX2050805']	706981
Gp0036591	Naohidea sebacea CBS 8477 (P95)	Gi0042820	Gs0000001		Go0036592	662	1019589			300789	PRJNA218030	SAMN02744691	Permanent Draft	Complete	CSP	2012		2023-02-17	2013-03-26	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX712060', 'SRX712059']	112072
Gp0039164	Melanospora tiffanyae F1KG0001	Gi0045334	Gs0000001		Go0039164	662	1019477			300789	PRJNA265602	SAMN03159396	Permanent Draft	Complete	CSP	2012		2023-02-17	2013-04-05	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500-1TB']	[]	[]	['SRX2050818']	2038071
Gp0039995	Thozetella sp. PMI_491	Gi0045697	Gs0000001		Go0039995	662	1021570			300789	PRJNA251777	SAMN02850913	Permanent Draft	Complete	CSP	2012		2022-12-27	2013-04-30	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX711633']	1506992
Gp0039850	Aulographum hederae CBS 113979	Gi0045605	Gs0000001		Go0019269	662	1015361			300789	PRJNA346838	SAMN05921036	incomplete	Complete	CSP	2012		2023-02-17	2013-04-18	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	[]	[]	[]	[]	1176130
Gp0042889	Violaceomyces palustris SA 807	Gi0050417	Gs0000001		Go0042889	662	1019621			300789	PRJNA254893	SAMN02910427	Permanent Draft	Complete	CSP	2012		2023-02-17	2013-06-19	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[{'pubmedId': 29771364, 'journalName': 'Molecular biology and evolution', 'volume': '35', 'issue': '8', 'page': '1840-1854', 'title': 'Broad Genomic Sampling Reveals a Smut Pathogenic Ancestry of the Fungal Clade Ustilaginomycotina.', 'publicationDate': '2018-02-01', 'doi': '10.1093/molbev/msy072'}]	[]	['SRX2050821']	1673888
Gp0072263	Clonostachys rosea CBS125111 Standard Draft	Gi0063316	Gs0000001		Go0072263	662	1032557			300789	PRJNA247918	SAMN02787013	Permanent Draft	Complete	CSP	2012		2022-12-30	2013-12-17	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500', 'Illumina HiSeq 2500-1TB']	[]	[]	['SRX716828', 'SRX1761321']	29856
Gp0072265	Artomyces pyxidatus HHB10654	Gi0063318	Gs0000001		Go0072265	662	1031304			300789	PRJNA239090	SAMN02745582	Permanent Draft	Complete	CSP	2012		2022-12-27	2013-12-17	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX874259', 'SRX874258']	48021
Gp0072274	Porodaedalea niemelaei PN71-100-IP13	Gi0063327	Gs0000001		Go0072274	662	1032455			300789	PRJNA333975	SAMN05446830	Permanent Draft	Complete	CSP	2012		2022-12-27	2013-12-17	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500-1TB', 'PacBio RS II']	[]	[]	['SRX2482182', 'SRX2482183', 'SRX2482180', 'SRX2482181', 'SRX2482184', 'SRX2482185']	175858
Gp0095870	Ceraceosorus guamensis sp. nov MCA 4658 Standard Draft	Gi0074582	Gs0000001		Go0095870	662	1036212			300789	PRJNA254921	SAMN02919188	Permanent Draft	Complete	CSP	2012		2022-12-27	2014-06-16	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[{'pubmedId': 29771364, 'journalName': 'Molecular biology and evolution', 'volume': '35', 'issue': '8', 'page': '1840-1854', 'title': 'Broad Genomic Sampling Reveals a Smut Pathogenic Ancestry of the Fungal Clade Ustilaginomycotina.', 'publicationDate': '2018-02-01', 'doi': '10.1093/molbev/msy072'}]	[]	['SRX2063614']	1522189
Gp0110619	Loramyces macrosporus CBS235.53 Standard Draft		Gs0000001		Go0110148	662	1051173			300789	PRJNA334193	SAMN05446638	Permanent Draft	Complete	CSP	2012		2022-12-27	2015-02-25	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500-1TB']	[]	[]	['SRX2124804', 'SRX2124805']	380016
Gp0114235	Rutstroemia firma CBS 115.86 Standard Draft		Gs0000001		Go0112023	662	1042909			300789	PRJNA333302	SAMN05446547	Permanent Draft	Complete	CSP	2012		2022-12-27	2015-04-20	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX2114782', 'SRX2114783']	1490168
Gp0024306	Zopfia rhizophila CBS 207.26	Gi38931	Gs0000001		Go0024306	662	1011325			300789	PRJNA196051	SAMN02745844	Permanent Draft	Complete	CSP	2012		2022-12-29	2012-09-25	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX874806', 'SRX874805']	160035
Gp0047015	Melampsora allii-populina 12AY07	Gi0054483	Gs0000001		Go0047015	662	1026279			300789	PRJNA247510	SAMN02787138	Permanent Draft	Complete	CSP	2012		2022-12-27	2013-09-06	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500', 'PacBio RS II']	[]	[]	['SRX2052427', 'SRX2052405', 'SRX2052404', 'SRX2052426', 'SRX2052429', 'SRX2052407', 'SRX2052428', 'SRX2052406', 'SRX2052423', 'SRX2052401', 'SRX2052422', 'SRX2052400', 'SRX2052425', 'SRX2052403', 'SRX2052402', 'SRX2052424', 'SRX2052409', 'SRX2052408', 'SRX2052397', 'SRX2052430', 'SRX2052432', 'SRX2052399', 'SRX2052410', 'SRX2052431', 'SRX2052398', 'SRX2052416', 'SRX2052415', 'SRX2052437', 'SRX2052418', 'SRX2052417', 'SRX2052412', 'SRX2052434', 'SRX2052433', 'SRX2052411', 'SRX2052436', 'SRX2052414', 'SRX2052413', 'SRX2052435', 'SRX2052419', 'SRX2052421', 'SRX2052420']	242475
Gp0113487	Chionosphaera apobasidialis ATCC 52639 Standard Draft		Gs0000001		Go0111499	662	1045315			300789	PRJNA340576	SAMN05720589	Permanent Draft	Complete	CSP	2012		2023-02-17	2015-04-20	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX2330968', 'SRX2330969']	54742
Gp0113828	Operculomyces laminatus JEL223 Standard Draft		Gs0000001		Go0111715	662	1063677			300789	PRJNA346294	SAMN05920497	targeted	Awaiting Sample	CSP	2012		2023-02-17	2015-04-20	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio Sequel IIe']	[]	[]	[]	382552
Gp0113804	Myriangiaceae sp. NC1570 Standard Draft		Gs0000001		Go0111701	662	1033505			300789	PRJNA346286	SAMN05920844	incomplete	Complete	CSP	2012		2022-12-27	2015-04-20	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio Sequel']	[]	[]	['SRX5295533', 'SRX5295532', 'SRX5295536', 'SRX5295535', 'SRX5295534']	1907217
Gp0114569	Testicularia cyperi MCA 3645 Standard Draft		Gs0000001		Go0112311	662	1040186			300789	PRJNA330884	SAMN05446087	Permanent Draft	Complete	CSP	2012		2022-12-29	2015-04-20	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[{'pubmedId': 29771364, 'journalName': 'Molecular biology and evolution', 'volume': '35', 'issue': '8', 'page': '1840-1854', 'title': 'Broad Genomic Sampling Reveals a Smut Pathogenic Ancestry of the Fungal Clade Ustilaginomycotina.', 'publicationDate': '2018-02-01', 'doi': '10.1093/molbev/msy072'}]	[]	['SRX2112545', 'SRX2112544']	1882483
Gp0036613	Sterigmatomyces hyphaenes ATCC MYA-4628 (P8)	Gi0042468	Gs0000001		Go0036613	662	1019569			300789	PRJNA245617	SAMN02744690	Permanent Draft	Complete	CSP	2012		2023-02-13	2013-03-18	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX875163']	44565
Gp0113597	Coniophora olivacea MUCL 20566 Standard Draft		Gs0000001		Go0111587	662	1063673			300789	PRJNA333372	SAMN05446013	Permanent Draft	Complete	CSP	2012		2023-01-06	2015-04-20	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500-1TB']	[]	[]	['SRX2139627']	85977
Gp0113600	Boliniaceae sp. AZ0804 Standard Draft		Gs0000001		Go0111589	662	1033449			300789	PRJNA346885	SAMN05920747	incomplete	Complete	CSP	2012		2022-12-30	2015-04-20	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio Sequel']	[]	[]	['SRX4807041', 'SRX4807042']	1907230
Gp0110919	Xenasmatella vaga CBS212.54 Standard Draft		Gs0000001		Go0110446	662	1051167			300789	PRJNA333496	SAMN05443011	Permanent Draft	Complete	CSP	2012		2022-12-27	2015-02-25	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500-1TB']	[]	[]	['SRX2124806', 'SRX2124807']	301416
Gp0113663	Elsinoe ampelina CECT 20119 Standard Draft		Gs0000001		Go0111627	662	1064684			300789	PRJNA334356	SAMN05445900	Permanent Draft	Complete	CSP	2012		2023-01-02	2015-04-20	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500-1TB']	[]	[]	['SRX5208666', 'SRX5208665']	302913
Gp0114556	Suillus subaureus MN1 Standard Draft		Gs0000001		Go0112303	662	1062133			300789	PRJNA346342	SAMN05920861	incomplete	Complete	CSP	2012		2022-12-27	2015-04-20	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio Sequel']	[]	[]	['SRX3028881', 'SRX3028880', 'SRX3028879', 'SRX3028878']	48587
Gp0120050	Pseudocercospora ulei ERN8 Standard Draft		Gs0000001		Go0115765	662	1075658			300789	PRJNA347040	SAMN05878000	incomplete	Complete	CSP	2012		2023-02-13	2015-08-22	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio Sequel II', 'PacBio Sequel']	[]	[]	['SRX6767370', 'SRX7698068', 'SRX6767366', 'SRX6767367', 'SRX6767368', 'SRX6767369']	1740738
Gp0119944	Cystostereum murraii CysMur001 Standard Draft		Gs0000001		Go0115677	662	1075447			300789	PRJNA334678	SAMN05445425	Permanent Draft	Complete	CSP	2012		2022-12-27	2015-08-22	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio RS II']	[]	[]	['SRX2503236', 'SRX2503235', 'SRX2503234', 'SRX2503233', 'SRX2503232']	467946
Gp0119946	Sclerococcum haliotrephum ATCC 66950 Standard Draft		Gs0000001		Go0115678	662	1075689			300789	PRJNA347012	SAMN05877876	incomplete	Complete	CSP	2012		2022-12-27	2015-08-22	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio Sequel IIe']	[]	[]	[]	561979
Gp0124160	Mucor heterogamus NRRL 1489 Standard Draft		Gs0000001		Go0118600	662	1085225			300789	PRJNA332253	SAMN05445193	Permanent Draft	Complete	CSP	2012		2023-01-02	2015-11-06	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio RS II']	[]	[]	['SRX2483900', 'SRX2483899', 'SRX2483898', 'SRX2483897', 'SRX2483903', 'SRX2483902', 'SRX2483901', 'SRX2483896', 'SRX2483895', 'SRX2483894', 'SRX2483893']	101122
Gp0123651	Absidia repens NRRL​ 1336 Standard Draft		Gs0000001		Go0118497	662	1089083			300789	PRJNA330702	SAMN05421884	Permanent Draft	Complete	CSP	2012		2023-02-09	2015-10-26	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina MiSeq', 'Illumina NextSeq-MO', 'PacBio RS II']	[]	[]	['SRX4812020', 'SRX1991825', 'SRX4812021', 'SRX1991823', 'SRX1991824', 'SRX4812019']	90262
Gp0128377	Russula aff. rugulosa BPL654 Standard Draft		Gs0000001		Go0120494	662	1092654			300789	PRJNA340738	SAMN05727891	Permanent Draft	Complete	CSP	2012		2022-12-27	2016-01-29	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio RS II']	[]	[]	['SRX2483845', 'SRX2483853', 'SRX2483849', 'SRX2483848', 'SRX2483847', 'SRX2483846', 'SRX2483852', 'SRX2483851', 'SRX2483850']	1897646
Gp0134151	Bolbitius vitellinus SZMC-NL-1794 Standard Draft		Gs0000001		Go0125832	662	1097215			300789	PRJNA334996	SAMN05444727	Permanent Draft	Complete	CSP	2012		2022-12-30	2016-02-29	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio Sequel', 'PacBio RS II']	[]	[]	['SRX5632311', 'SRX5632312', 'SRX5632313', 'SRX5632314', 'SRX5632315', 'SRX5632316', 'SRX5632317']	34439
Gp0216543	Armillaria luteobubalina HWK02 Standard Draft		Gs0000001		Go0370581	662	1112279			300789	PRJNA500536	SAMN10363187	incomplete	Complete	CSP	2012		2023-01-13	2017-05-22	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio Sequel']	[]	[]	['SRX5057958', 'SRX5057956', 'SRX5057957']	153913
Gp0207258	Byssochlamys spectabilis CBS 101075		Gs0000001		Go0367351	662	1120421			300789	PRJNA444022	SAMN08778357	incomplete	Complete	CSP	2012		2023-01-23	2017-03-07	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio Sequel']	[{'pubmedId': 30619145, 'journalName': 'Frontiers in microbiology', 'volume': '9', 'issue': None, 'page': '3058', 'title': ' (Eurotiales).', 'publicationDate': None, 'doi': '10.3389/fmicb.2018.03058'}]	[]	['SRX3900141', 'SRX3900142']	264951
Gp0230833	Caulochytrium protostelioides ATCC52028 - #6		Gs0000001		Go0047315	662	1027356	48988		300789	PRJNA421605	SAMN08148463	incomplete	Complete	CSP	2012		2017-12-08	2017-08-26	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500', 'Illumina MiSeq']	[]	[]	[]	1555241
Gp0230238	Syncephalis pseudoplumigaleata Benny S71-1 - Syn3K3		Gs0000001		Go0036342	662	1019525	101897		300789	PRJNA421593	SAMN08148432	incomplete	Complete	CSP	2012		2017-12-08	2017-08-26	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina MiSeq', 'Illumina HiSeq 2500-1TB']	[]	[]	[]	1712513
Gp0234564	Thamnocephalis sphaerospora RSA 1356 - Tham16hG06		Gs0000001		Go0118503	662	1090758	101915		300789	PRJNA421761	SAMN08153365	incomplete	Complete	CSP	2012		2022-08-14	2017-08-26	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina MiSeq', 'Illumina HiSeq 2500-1TB']	[]	[]	[]	78915
Gp0234565	Thamnocephalis sphaerospora RSA 1356 - Tham5hB03		Gs0000001		Go0118503	662	1090758	101913		300789	PRJNA421762	SAMN08153360	incomplete	Complete	CSP	2012		2022-08-14	2017-08-26	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina MiSeq', 'Illumina HiSeq 2500-1TB']	[]	[]	[]	78915
Gp0230836	Caulochytrium protostelioides ATCC52028 - UM1		Gs0000001		Go0047315	662	1027356	73723		300789	PRJNA421608	SAMN08148457	incomplete	Complete	CSP	2012		2017-12-08	2017-08-26	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500', 'Illumina MiSeq']	[{'pubmedId': 30297742, 'journalName': 'Nat Microbiol', 'volume': '3', 'issue': '12', 'page': '1417-1428', 'title': 'Leveraging single-cell genomics to expand the fungal tree of life.', 'publicationDate': '2018-02-01', 'doi': '10.1038/s41564-018-0261-0'}]	[]	[]	1555241
Gp0272416	Metschnikowia bicuspidata Baker2002 - S1P1pl3-53511		Gs0000001		Go0072273	662	1032366	53511		300789	PRJNA421588	SAMN08148428	incomplete	Complete				2017-12-08	2017-12-07	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	[]	[]	[]	[]	27322
Gp0305062	Flavodon flavus 38 Standard Draft		Gs0000001		Go0411489	662	1150446			300789	PRJNA538400	SAMN11512351	incomplete	Complete	CSP	2012		2021-12-05	2018-03-17	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio Sequel']	[]	[]	['SRX5783326', 'SRX5783327']	559739
Gp0568761	Capellomyces foraminis BGB11 Standard Draft		Gs0000001		Go0580372	662	1305585			300789			incomplete	In progress	CSP	2012		2023-01-29	2021-05-28	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio Sequel IIe']	[]	[]	[]	2710863
Gp0568762	Parapyrenis maritima CBS 538.93 Standard Draft		Gs0000001		Go0580373	662	1310634			300789			incomplete	Complete	CSP	2012		2023-01-15	2021-05-28	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio Sequel II']	[]	[]	[]	2081591
Gp0110624	Melanotaenium endogenum CBS481.91 Standard Draft		Gs0000001		Go0110153	662	1051185			300789	PRJNA334194	SAMN05446854	Permanent Draft	Complete	CSP	2012		2022-12-27	2015-02-25	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500-1TB']	[]	[]	['SRX2124813', 'SRX2124812']	84746
Gp0033210	Zoophthora radicans ARSEF 4784, ATCC 208865	Gi22538	Gs0000001		Go0033210	662	1015491			300789	PRJNA196082	SAMN02745849	incomplete	Complete	CSP	2012		2023-02-17	2012-11-01	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500', 'Illumina HiSeq 2500-1TB']	[]	[]	['SRX1670949', 'SRX711905', 'SRX711906', 'SRX711907', 'SRX711908']	42210
Gp0032996	Pleomassaria siparia CBS 279.74	Gi38938	Gs0000001		Go0032996	662	1011309			300789	PRJNA196086	SAMN02745877	Permanent Draft	Complete	CSP	2012		2022-12-27	2012-11-01	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX871951', 'SRX871952']	100044
Gp0033051	Saccharata proteae CBS 121410	Gi38944	Gs0000001		Go0033051	662	1011317			300789	PRJNA196072	SAMN02745966	Permanent Draft	Complete	CSP	2012		2022-12-27	2012-11-01	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX874804', 'SRX6433218', 'SRX874803']	131308
Gp0019246	Nectriopsis sporangiicola NRRL 22127	Gi22206	Gs0000001		Go0019246	662	1006109		407863	300789	PRJNA346430	SAMN05920562	incomplete	Complete	CSP	2012		2023-02-17	2012-03-06	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio Sequel']	[]	[]	['SRX4918765', 'SRX4918764']	1155948
Gp0050687	Stanjemonium griseum CBS 655.79	Gi0058351	Gs0000001		Go0050687	662	1029499			300789	PRJNA239486	SAMN05660460	Permanent Draft	Complete	CSP	2012		2023-02-17	2013-10-29	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX2112518', 'SRX2112517']	73508
Gp0036615	Classicula fluitans ATCC 64713 (P35)	Gi0042470	Gs0000001		Go0036615	662	1019577			300789	PRJNA218039	SAMN02744694	Permanent Draft	Complete	CSP	2012		2022-12-30	2013-03-18	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX712011', 'SRX712012']	1397326
