available_samples_ready	common_name	desc	family	family_representative	family_representative_link	genome_notes	genus	infra_epithet	lab_work_status	marked_done	material_status	order_group	prefix	project_code	sample_count	scientific_name	sequencing_material_status_updated_at	sequencing_status	species_id	submitted_gals	taxon_group	taxon_id	taxon_uri	tissue_depleted	tissue_status	sequencing_status_simple	sequencing_status_dtol	sequencing_status_asg	sequencing_status_ergapi	sequencing_status_vgp	sequencing_status_blax	sequencing_status_durb	sequencing_status_rnd	sequencing_status_lawn	sequencing_status_berri	sequencing_status_meier	sequencing_status_misk	sample_collected	sample_acquired	in_progress
Yes		ACCEPTED	Discosomidae				Rhodactis		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-10-04T10:55:31.329071'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-06-08T10:26:25.40603'}]			Corallimorpharia	jaRhoOscu	['ASG']	5	Rhodactis osculifera		[{'status': 'IN_PROGRESS', 'name': 'HIC', 'updated_at': '2022-10-04T10:55:31.366022'}, {'status': 'COMPLETE', 'name': 'PACBIO', 'updated_at': '2022-10-05T14:03:35.311282'}]	1881	NOVA SOUTHEASTERN UNIVERSITY	Cnidaria	2751898		False	Yes	in_progress		in_progress										ASG	ASG	ASG
Yes		ACCEPTED	Rhodellaceae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%282801%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Rhodella		[{'status': 'DNA_EXTRACTED', 'updated_at': '2022-11-10T16:40:15.643164'}, {'status': 'RNASEQ_SUBMITTED', 'updated_at': '2022-01-04T14:12:43.674751'}]			Rhodellales	urRhoViol	['DTOL']	36	Rhodella violacea		[{'status': 'IN_PROGRESS', 'name': 'RNASEQ', 'updated_at': '2022-01-04T14:12:43.674751'}]	738	MARINE BIOLOGICAL ASSOCIATION,SANGER INSTITUTE	Rhodophyta	2801		False	Yes	in_progress	in_progress											DTOL	DTOL	DTOL
Yes		ACCEPTED	Crassulaceae				Rhodiola		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-10-26T19:00:25.678218'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-11-01T15:17:23.692736'}]			Saxifragales	drRhoRose	['DTOL']	4	Rhodiola rosea		[{'status': 'IN_PROGRESS', 'name': 'HIC', 'updated_at': '2022-10-26T19:00:25.717925'}, {'status': 'IN_PROGRESS', 'name': 'PACBIO', 'updated_at': '2022-11-01T15:17:23.734731'}]	4481	ROYAL BOTANIC GARDEN EDINBURGH	Streptophyta	203015		False	Yes	in_progress	in_progress											DTOL	DTOL	DTOL
Yes		ACCEPTED	Ericaceae				Rhododendron		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-10-04T10:54:16.485575'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-12-13T10:16:59.579706'}]			Ericales	ddRhoPont	['DTOL']	24	Rhododendron ponticum		[{'status': 'COMPLETE', 'name': 'HIC', 'updated_at': '2022-11-17T08:39:36.534121'}, {'status': 'IN_PROGRESS', 'name': 'PACBIO', 'updated_at': '2022-12-13T10:16:59.666542'}]	3987	ROYAL BOTANIC GARDEN EDINBURGH	Streptophyta	49628		False	Yes	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	(A Ciliate)	ACCEPTED	Pyrenomonadaceae				Rhodomonas		[{'status': 'ASSIGNED_TO_LAB', 'updated_at': '2022-04-28T08:16:08'}]			Pyrenomonadales	uyRhoAbbr	['DTOL']	10	Rhodomonas abbreviata			3508	MARINE BIOLOGICAL ASSOCIATION	None	46948			Unk	sample_acquired	sample_acquired											DTOL	DTOL	
Yes		ACCEPTED	Pyrenomonadaceae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%28295837%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Rhodomonas		[{'status': 'HIC_SUBMITTED', 'updated_at': '2021-11-25T00:13:15.239234'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2021-11-24T23:32:17.076886'}, {'status': 'RNASEQ_SUBMITTED', 'updated_at': '2022-01-04T14:12:50.878964'}]			Pyrenomonadales	uyRhoBalt	['DTOL']	5	Rhodomonas baltica		[{'status': 'COMPLETE', 'name': 'HIC', 'updated_at': '2021-12-19T21:22:01.112539'}, {'status': 'COMPLETE', 'name': 'PACBIO', 'updated_at': '2021-12-19T21:19:54.715621'}, {'status': 'COMPLETE', 'name': 'RNASEQ', 'updated_at': '2022-10-05T14:02:55.592796'}]	1262	SANGER INSTITUTE		295837			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	(A Cryptomonad)	ACCEPTED	Pyrenomonadaceae				Rhodomonas		[{'status': 'NOVEL', 'updated_at': '2022-10-20T15:12:05.318608'}]			Pyrenomonadales	uyRhoSpea	['DTOL']	3	Rhodomonas sp. PLY 904			4120	MARINE BIOLOGICAL ASSOCIATION	None	2949301			Unk	sample_acquired	sample_acquired											DTOL	DTOL	
No	Narrow-striped Rhogogaster	ACCEPTED	Tenthredinidae				Rhogogaster		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-06-08T10:21:40.278591'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-06-08T10:27:03.901248'}, {'status': 'RNA_EXTRACTED', 'updated_at': '2022-07-13T13:15:07.438466'}]			Hymenoptera	iyRhoChlo	['DTOL']	3	Rhogogaster chlorosoma		[{'status': 'COMPLETE', 'name': 'HIC', 'updated_at': '2022-06-08T10:29:06.585198'}, {'status': 'COMPLETE', 'name': 'PACBIO', 'updated_at': '2022-09-07T12:41:35.993499'}]	2341	UNIVERSITY OF OXFORD	Arthropoda	1385029			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
No	(A Bivalve)	ACCEPTED	Mytilidae				Rhomboidella		[{'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-12-13T04:20:15.266791'}]			Mytilida	xbRhoPrid	['DTOL']	1	Rhomboidella prideauxi		[{'status': 'IN_PROGRESS', 'name': 'PACBIO', 'updated_at': '2022-12-13T04:20:15.348725'}]	4102	MARINE BIOLOGICAL ASSOCIATION	Mollusca	2930584		True	No	in_progress	in_progress											DTOL	DTOL	DTOL
Yes		ACCEPTED	Spongiidae				Rhopaloeides		[{'status': 'DNA_EXTRACTED', 'updated_at': '2021-09-07T13:15:01.877267'}, {'status': 'HIC_SUBMITTED', 'updated_at': '2021-11-25T00:05:19.726005'}]			Dictyoceratida	odRhoOdor	['ASG']	10	Rhopaloeides odorabile		[{'status': 'IN_PROGRESS', 'name': 'HIC', 'updated_at': '2021-11-25T00:05:19.726005'}]	1353	GEOMAR HELMHOLTZ CENTRE	Porifera	476028			Unk	in_progress		in_progress										ASG	ASG	ASG
No		ACCEPTED	Cicadellidae				Rhopalopyx		[{'status': 'DNA_EXTRACTED', 'updated_at': '2021-06-21T17:00:29.984118'}, {'status': 'TISSUE_SUBSAMPLE', 'updated_at': '2022-07-12T13:15:09.478654'}]		RECOLLECTION_REQUIRED	Hemiptera	ihRhoAdum	['DTOL']	1	Rhopalopyx adumbrata			1453	NATURAL HISTORY MUSEUM	Arthropoda	2803878		True	No	in_progress	in_progress											DTOL	DTOL	DTOL
No		ACCEPTED	Rhopalidae				Rhopalus		[{'status': 'DNA_EXTRACTED', 'updated_at': '2020-11-06T16:41:10.629226'}]		RECOLLECTION_REQUIRED	Hemiptera	ihRhoParu	['DTOL']	1	Rhopalus parumpunctatus			188	UNIVERSITY OF OXFORD	Arthropoda	1511248		True	No	in_progress	in_progress											DTOL	DTOL	DTOL
Yes		ACCEPTED	Rhopalidae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%281511249%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Rhopalus		[{'status': 'DNA_EXTRACTED', 'updated_at': '2020-11-06T16:41:10.629226'}]			Hemiptera	ihRhoSubr	['DTOL']	3	Rhopalus subrufus			189	NATURAL HISTORY MUSEUM,UNIVERSITY OF OXFORD	Arthropoda	1511249			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	"""white"" flame jellyfish"	ACCEPTED	Rhizostomatidae				Rhopilema		[{'status': 'DNA_EXTRACTED', 'updated_at': '2022-11-01T10:10:08.688646'}, {'status': 'HIC_SUBMITTED', 'updated_at': '2022-11-02T20:00:20.819572'}]			Rhizostomeae	jsRhoEscu	['ASG']	10	Rhopilema esculentum		[{'status': 'IN_PROGRESS', 'name': 'HIC', 'updated_at': '2022-11-02T20:00:20.860094'}]	3780	PORTLAND STATE UNIVERSITY	Cnidaria	499914		False	Yes	in_progress		in_progress										ASG	ASG	ASG
No	Holly tortrix	ACCEPTED	Tortricidae				Rhopobota		[{'status': '10X_SUBMITTED', 'updated_at': '2021-11-24T23:31:20.364106'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2021-11-24T23:31:20.364106'}, {'status': 'TISSUE_SUBSAMPLE', 'updated_at': '2022-06-21T08:26:19.631343'}]		RECOLLECTION_REQUIRED	Lepidoptera	ilRhoNaev	['DTOL']	1	Rhopobota naevana		[{'status': 'COMPLETE', 'name': 'PACBIO', 'updated_at': '2021-12-19T21:19:17.244308'}, {'status': 'COMPLETE', 'name': '10X', 'updated_at': '2021-12-19T21:24:55.109129'}]	995	UNIVERSITY OF OXFORD	Arthropoda	572892			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
Yes		ACCEPTED	Ichneumonidae				Rhorus		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-10-04T10:54:44.209201'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-10-04T11:07:35.233103'}, {'status': 'RNA_EXTRACTED', 'updated_at': '2022-11-02T12:05:24.803525'}]			Hymenoptera	iyRhoExst	['DTOL']	8	Rhorus exstirpatorius		[{'status': 'COMPLETE', 'name': 'HIC', 'updated_at': '2022-10-19T07:36:12.27027'}, {'status': 'COMPLETE', 'name': 'PACBIO', 'updated_at': '2022-10-04T11:41:54.766903'}]	3675	NATURAL HISTORY MUSEUM	Arthropoda	2922075			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
No	sand fly sedge	ACCEPTED	Rhyacophilidae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%281178152%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Rhyacophila		[{'status': 'DNA_EXTRACTED', 'updated_at': '2020-11-06T16:41:10.629226'}]		RECOLLECTION_REQUIRED	Trichoptera	iiRhyDors	['DTOL']	3	Rhyacophila dorsalis			346	NATURAL HISTORY MUSEUM	Arthropoda	1178152			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
Yes		ACCEPTED	Diplonemidae				Rhynchopus		[{'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-10-04T11:06:58.699696'}]			Diplonemea	peRhyEule	['ASG']	10	Rhynchopus euleeides		[{'status': 'COMPLETE', 'name': 'PACBIO', 'updated_at': '2022-10-04T11:41:27.711846'}]	3283	DALHOUSIE UNIVERSITY	Euglenozoa	630703		False	Yes	in_progress		in_progress										ASG	ASG	ASG
Yes		ACCEPTED	Diplonemidae				Rhynchopus		[{'status': 'DNA_EXTRACTED', 'updated_at': '2021-08-10T10:45:01.789279'}, {'status': 'HIC_SUBMITTED', 'updated_at': '2021-11-25T00:10:51.543072'}]			Diplonemea	peRhyHumr	['ASG']	20	Rhynchopus humris		[{'status': 'COMPLETE', 'name': 'HIC', 'updated_at': '2021-12-19T21:22:26.089426'}]	1661	DALHOUSIE UNIVERSITY	Euglenozoa	2016123		False	Yes	in_progress		in_progress										ASG	ASG	ASG
Yes		ACCEPTED	Diplonemidae				Rhynchopus		[{'status': 'HIC_SUBMITTED', 'updated_at': '2021-11-25T00:10:43.313699'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-06-08T10:26:33.089507'}]			Diplonemea	peRhyYzcl	['ASG']	10	Rhynchopus sp. YZ270_cl-10		[{'status': 'COMPLETE', 'name': 'HIC', 'updated_at': '2021-12-19T21:22:25.72171'}, {'status': 'IN_PROGRESS', 'name': 'PACBIO', 'updated_at': '2022-06-08T10:26:33.129198'}]	1663	DALHOUSIE UNIVERSITY	Euglenozoa	2820016			Unk	in_progress		in_progress										ASG	ASG	ASG
Yes	Tender Feathermoss	ACCEPTED	Brachytheciaceae				Rhynchostegiella		[{'status': 'ASSIGNED_TO_LAB', 'updated_at': '2022-10-05T09:23:52.638448'}]			Hypnales	cbRhyTene	['DTOL']	16	Rhynchostegiella tenella			3825	ROYAL BOTANIC GARDEN EDINBURGH	Bryophyta	170457			Unk	sample_acquired	sample_acquired											DTOL	DTOL	
Yes	Long-beaked Water Feathermoss	ACCEPTED	Brachytheciaceae				Rhynchostegium		[{'status': 'DNA_EXTRACTED', 'updated_at': '2022-10-12T13:40:14.814039'}]			Hypnales	cbRhyRipa	['DTOL']	6	Rhynchostegium riparioides			2508	ROYAL BOTANIC GARDEN EDINBURGH	Streptophyta	98942			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
No		ACCEPTED	Rhyparochromidae				Rhyparochromus		[{'status': 'HIC_SUBMITTED', 'updated_at': '2021-11-25T00:13:04.245665'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2021-11-24T23:53:43.460238'}]			Hemiptera	ihRhyVulg	['DTOL']	2	Rhyparochromus vulgaris		[{'status': 'COMPLETE', 'name': 'HIC', 'updated_at': '2021-12-19T21:22:12.210509'}, {'status': 'IN_PROGRESS', 'name': 'PACBIO', 'updated_at': '2021-11-24T23:53:43.460238'}]	1932	NATURAL HISTORY MUSEUM	Arthropoda	537469			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
Yes		ACCEPTED	Ichneumonidae				Rhyssa		[{'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-06-08T10:27:04.186993'}]			Hymenoptera	iyRhyPers	['DTOL']	4	Rhyssa persuasoria		[{'status': 'IN_PROGRESS', 'name': 'PACBIO', 'updated_at': '2022-06-08T10:27:04.230611'}]	2564	NATURAL HISTORY MUSEUM	Arthropoda	863709			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
No	Little Shaggy-moss	ACCEPTED	Hylocomiaceae				Rhytidiadelphus		[{'status': '10X_SUBMITTED', 'updated_at': '2021-11-24T23:42:26.173426'}, {'status': 'HIC_SUBMITTED', 'updated_at': '2021-11-25T00:06:19.445312'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2021-11-24T23:42:26.173426'}, {'status': 'RNA_EXTRACTED', 'updated_at': '2022-07-11T16:12:10.213018'}]			Hypnales	cbRhyLore	['DTOL']	3	Rhytidiadelphus loreus		[{'status': 'COMPLETE', 'name': 'HIC', 'updated_at': '2021-12-19T21:22:09.421062'}, {'status': 'COMPLETE', 'name': 'PACBIO', 'updated_at': '2021-12-19T21:19:23.563862'}, {'status': 'COMPLETE', 'name': '10X', 'updated_at': '2021-12-19T21:25:13.098085'}]	860	ROYAL BOTANIC GARDEN EDINBURGH	Bryophyta	28468			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
No	Springy Turf-moss	ACCEPTED	Hylocomiaceae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%2853008%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Rhytidiadelphus		[{'status': 'ASSIGNED_TO_LAB', 'updated_at': None}]			Hypnales	cbRhySqua	['DTOL']	2	Rhytidiadelphus squarrosus			801	ROYAL BOTANIC GARDEN EDINBURGH	Bryophyta	53008			Unk	sample_acquired	sample_acquired											DTOL	DTOL	
Yes	Wrinkle-leaved Feather-moss	ACCEPTED	Hylocomiaceae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%28100464%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Rhytidium		[{'status': 'DNA_EXTRACTED', 'updated_at': '2022-10-12T13:40:58.719404'}]			Hypnales	cbRhyRugo	['DTOL']	6	Rhytidium rugosum			2509	ROYAL BOTANIC GARDEN EDINBURGH	Bryophyta	100464		False	Yes	in_progress	in_progress											DTOL	DTOL	DTOL
No		ACCEPTED	Cicadellidae				Rhytistylus		[{'status': 'HIC_SUBMITTED', 'updated_at': '2021-11-25T00:12:44.352617'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-11-01T15:18:21.292609'}]			Hemiptera	ihRhyProc	['DTOL']	4	Rhytistylus proceps		[{'status': 'COMPLETE', 'name': 'HIC', 'updated_at': '2021-12-19T21:21:23.404435'}, {'status': 'IN_PROGRESS', 'name': 'PACBIO', 'updated_at': '2022-11-01T15:18:21.332544'}]	1073	NATURAL HISTORY MUSEUM	Arthropoda	2611832			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
No		ACCEPTED	Coccinellidae				Rhyzobius		[{'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-10-04T11:07:27.362559'}, {'status': 'TISSUE_SUBSAMPLE', 'updated_at': '2022-06-21T08:36:47.2351'}]		RECOLLECTION_REQUIRED	Coleoptera	icRhyChry	['DTOL']	1	Rhyzobius chrysomeloides		[{'status': 'IN_PROGRESS', 'name': 'PACBIO', 'updated_at': '2022-10-04T11:07:27.394764'}]	1237	NATURAL HISTORY MUSEUM	Arthropoda	347453			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
No		ACCEPTED	Coccinellidae				Rhyzobius		[{'status': 'DNA_EXTRACTED', 'updated_at': '2021-10-05T11:15:42.356802'}, {'status': 'HIC_SUBMITTED', 'updated_at': '2021-11-25T00:13:31.053763'}]			Coleoptera	icRhyFore	['DTOL']	2	Rhyzobius forestieri		[{'status': 'COMPLETE', 'name': 'HIC', 'updated_at': '2021-12-19T21:22:27.642403'}]	1937	NATURAL HISTORY MUSEUM	Arthropoda	2849648			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	Red currant	ACCEPTED	Grossulariaceae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%28175228%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Ribes		[{'status': 'DNA_EXTRACTED', 'updated_at': '2021-08-04T15:46:08.825528'}, {'status': 'HIC_SUBMITTED', 'updated_at': '2021-11-25T00:08:10.117421'}]			Saxifragales	drRibRubr	['DTOL']	8	Ribes rubrum		[{'status': 'COMPLETE', 'name': 'HIC', 'updated_at': '2021-12-19T21:22:26.687054'}]	1826	ROYAL BOTANIC GARDEN EDINBURGH,ROYAL BOTANIC GARDENS KEW	Tracheophyta	175228		False	Yes	in_progress	in_progress											DTOL	DTOL	DTOL
Yes		ACCEPTED	Lobariaceae				Ricasolia		[{'status': 'ASSIGNED_TO_LAB', 'updated_at': '2021-06-10T00:00:00'}]			Peltigerales	glRicVire	['DTOL']	10	Ricasolia virens			1387	ROYAL BOTANIC GARDEN EDINBURGH	Ascomycota	2016031			Unk	sample_acquired	sample_acquired											DTOL	DTOL	
No	Palmate Germanderwort	ACCEPTED	Aneuraceae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%28373807%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Riccardia		[{'status': 'ASSIGNED_TO_LAB', 'updated_at': '2021-06-10T00:00:00'}]			Metzgeriales	cjRicPalm	['DTOL']	2	Riccardia palmata			864	ROYAL BOTANIC GARDEN EDINBURGH	Marchantiophyta	373807			Unk	sample_acquired	sample_acquired											DTOL	DTOL	
Yes	Purple Crystalwort	ACCEPTED	Ricciaceae				Riccia		[{'status': 'ASSIGNED_TO_LAB', 'updated_at': '2022-08-19T17:13:10.546539'}]			Marchantiales	cmRicBeyr	['DTOL']	16	Riccia beyrichiana			3429	ROYAL BOTANIC GARDEN EDINBURGH	Marchantiophyta	122635			Unk	sample_acquired	sample_acquired											DTOL	DTOL	
Yes	Florida false coral		Ricordeidae				Ricordea		[{'status': 'HIC_SUBMITTED', 'updated_at': '2021-11-25T00:01:34.923595'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2021-11-24T23:53:27.91977'}, {'status': 'RNA_EXTRACTED', 'updated_at': '2022-07-01T12:20:33.419913'}]			Corallimorpharia	jaRicFlor	['ASG']	12	Ricordea florida		[{'status': 'COMPLETE', 'name': 'HIC', 'updated_at': '2021-12-19T21:22:36.992417'}, {'status': 'COMPLETE', 'name': 'PACBIO', 'updated_at': '2022-10-05T14:02:55.751269'}]	1376	NOVA SOUTHEASTERN UNIVERSITY	Cnidaria	165100			Unk	in_progress		in_progress										ASG	ASG	ASG
No		ACCEPTED	Phalangiidae				Rilaena		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-06-08T10:24:01.522363'}]			Opiliones	qqRilTria	['DTOL']	1	Rilaena triangularis		[{'status': 'COMPLETE', 'name': 'HIC', 'updated_at': '2022-06-08T10:30:04.036094'}]	2539	NATURAL HISTORY MUSEUM	Arthropoda	475616		True	No	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	bearded seamine	ACCEPTED	Tricholomataceae				Ripartites		[{'status': 'DNA_EXTRACTED', 'updated_at': '2022-12-06T14:00:43.743597'}, {'status': 'HIC_SUBMITTED', 'updated_at': '2022-11-25T20:00:12.822091'}]			Agaricales	gfRipTric	['DTOL']	10	Ripartites tricholoma		[{'status': 'IN_PROGRESS', 'name': 'HIC', 'updated_at': '2022-11-25T20:00:12.862052'}]	4267	ROYAL BOTANIC GARDENS KEW	Basidiomycota	230827			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
No		ACCEPTED	Platystomatidae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%281262250%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Rivellia		[{'status': 'DNA_EXTRACTED', 'updated_at': '2022-06-08T10:23:18.016234'}, {'status': 'HIC_SUBMITTED', 'updated_at': '2022-06-08T10:23:18.016176'}]		RECOLLECTION_REQUIRED	Diptera	idRivSyng	['DTOL']	2	Rivellia syngenesiae	2022-11-10 13:51:25	[{'status': 'COMPLETE', 'name': 'HIC', 'updated_at': '2022-06-08T10:29:34.809776'}]	2562	NATURAL HISTORY MUSEUM	Arthropoda	1262250		True	No	in_progress	in_progress											DTOL	DTOL	DTOL
No	Straw Dot	ACCEPTED	Erebidae				Rivula		[{'status': 'RNASEQ_SUBMITTED', 'updated_at': '2022-01-04T14:12:29.008307'}]		RECOLLECTION_REQUIRED	Lepidoptera	ilRivSeri	['DTOL']	2	Rivula sericealis		[{'status': 'IN_PROGRESS', 'name': 'RNASEQ', 'updated_at': '2022-01-04T14:12:29.008307'}]	23	UNIVERSITY OF OXFORD	Arthropoda	753224			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
No			Desmodoridae				Robbea		[{'status': 'NOVEL', 'updated_at': None}]			Desmodorida	nxRobHype	['BLAX']	16	Robbea hypermnestra			2780	SANGER INSTITUTE	Nematoda	74813			Unk	sample_acquired					sample_acquired							BLAX	BLAX	
Yes		ACCEPTED	Fabaceae				Robinia		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-06-21T12:41:33.54417'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-11-01T15:18:45.872194'}]			Fabales	drRobPseu	['DTOL']	4	Robinia pseudoacacia		[{'status': 'COMPLETE', 'name': 'HIC', 'updated_at': '2022-09-22T07:33:59.190396'}, {'status': 'IN_PROGRESS', 'name': 'PACBIO', 'updated_at': '2022-11-01T15:18:45.910866'}]	2408	ROYAL BOTANIC GARDENS KEW	Streptophyta	35938		False	Yes	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	Roesel's bush cricket	ACCEPTED	Tettigoniidae				Metrioptera		[{'status': 'DNA_EXTRACTED', 'updated_at': '2020-11-06T16:41:10.629226'}, {'status': 'HIC_SUBMITTED', 'updated_at': '2021-11-25T00:05:35.939733'}, {'status': 'RNA_EXTRACTED', 'updated_at': '2022-10-12T13:15:14.926934'}]			Orthoptera	iqMetRoes	['DTOL']	11	Roeseliana roeselii		[{'status': 'COMPLETE', 'name': 'HIC', 'updated_at': '2021-12-19T21:21:51.030004'}]	202	NATURAL HISTORY MUSEUM,UNIVERSITY OF OXFORD	Arthropoda	494379		False	Yes	in_progress	in_progress											DTOL	DTOL	DTOL
Yes		ACCEPTED	Roeslerstammiidae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%28753225%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Roeslerstammia		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-11-07T20:00:08.834601'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-11-09T04:20:11.561393'}]			Lepidoptera	ilRoeErxl	['DTOL']	2	Roeslerstammia erxlebella		[{'status': 'IN_PROGRESS', 'name': 'HIC', 'updated_at': '2022-11-07T20:00:08.875344'}, {'status': 'IN_PROGRESS', 'name': 'PACBIO', 'updated_at': '2022-11-09T04:20:11.598458'}]	4617	NATURAL HISTORY MUSEUM	Arthropoda	753225			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
Yes		ACCEPTED	Brassicaceae				Rorippa		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-10-04T10:55:47.0621'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-11-01T15:18:30.863901'}, {'status': 'RNA_EXTRACTED', 'updated_at': '2022-10-03T15:35:25.164467'}]			Brassicales	ddRorSylv	['DTOL']	4	Rorippa sylvestris		[{'status': 'COMPLETE', 'name': 'HIC', 'updated_at': '2022-10-04T11:43:20.666867'}, {'status': 'IN_PROGRESS', 'name': 'PACBIO', 'updated_at': '2022-11-01T15:18:30.902717'}]	3868	ROYAL BOTANIC GARDENS KEW	Tracheophyta	65952		False	Yes	in_progress	in_progress											DTOL	DTOL	DTOL
Yes		ACCEPTED	Rosaceae				Rosa		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-10-04T10:55:52.991777'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-11-01T15:18:16.218173'}]			Rosales	drRosAgre	['DTOL']	4	Rosa agrestis		[{'status': 'COMPLETE', 'name': 'HIC', 'updated_at': '2022-10-04T11:43:09.241354'}, {'status': 'IN_PROGRESS', 'name': 'PACBIO', 'updated_at': '2022-11-01T15:18:16.25839'}]	2411	ROYAL BOTANIC GARDENS KEW	Tracheophyta	267229		False	Yes	in_progress	in_progress											DTOL	DTOL	DTOL
