	Species_name	Subspecies	Common Name	Family	Phase	sample_collected	sample_acquired	in_progress	insdc_submitted	sequencing_status	long_list	other_priority	family_representative
9386	Synallaxis subpudica		Silvery-throated Spinetail	Furnariidae		nan	nan	nan	nan	nan	B10K		
9387	Synallaxis tithys		Blackish-headed Spinetail	Furnariidae		nan	nan	nan	nan	nan	B10K		
9388	Synallaxis unirufa		Rufous Spinetail	Furnariidae		nan	nan	nan	nan	nan	B10K		
9389	Synallaxis zimmeri		Russet-bellied Spinetail	Furnariidae		nan	nan	nan	nan	nan	B10K		
9390	Syndactyla dimidiata		Russet-mantled Foliage-gleaner	Furnariidae		nan	nan	nan	nan	nan	B10K		
9391	Syndactyla guttulata		Guttulate Foliage-gleaner	Furnariidae		nan	nan	nan	nan	nan	B10K		
9392	Syndactyla roraimae		White-throated Foliage-gleaner	Furnariidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9393	Syndactyla roraimae		White-throated Foliage-gleaner	Furnariidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9394	Syndactyla ruficollis		Rufous-necked Foliage-gleaner	Furnariidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
9395	Syndactyla rufosuperciliata	oleaginea	Buff-browed Foliage-gleaner	Furnariidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
9396	Syndactyla striata		Bolivian Recurvebill	Furnariidae		nan	nan	nan	nan	nan	B10K		
9397	Syndactyla subalaris	lineata	Lineated Foliage-gleaner	Furnariidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9398	Syndactyla ucayalae		Peruvian Recurvebill	Furnariidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9399	Synoicus adansonii		Blue Quail	Phasianidae		nan	nan	nan	nan	nan	B10K		
9400	Synoicus chinensis		Blue-breasted Quail	Phasianidae		nan	nan	nan	nan	nan	B10K		
9401	Synoicus ypsilophorus		Brown Quail	Phasianidae		nan	nan	nan	nan	nan	B10K		
9402	Synthliboramphus antiquus		Ancient Murrelet	Alcidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9403	Synthliboramphus craveri		Craveri's Murrelet	Alcidae		nan	nan	nan	nan	nan	B10K		
9404	Synthliboramphus hypoleucus		Guadalupe Murrelet	Alcidae		nan	nan	nan	nan	nan	B10K		
9405	Synthliboramphus scrippsi		Scripps's Murrelet	Alcidae		nan	nan	nan	nan	nan	B10K		
9406	Synthliboramphus wumizusume		Japanese Murrelet	Alcidae		nan	nan	nan	nan	nan	B10K		
9407	Sypheotides indicus		Lesser Florican	Otididae		nan	nan	nan	nan	nan	B10K		
9408	Syrigma sibilatrix		Whistling Heron	Ardeidae		B10K	B10K	B10K	nan	in_progress	B10K		
9409	Syrmaticus ellioti		Elliot's Pheasant	Phasianidae		nan	nan	nan	nan	nan	B10K		
9410	Syrmaticus humiae		Mrs. Hume's Pheasant	Phasianidae		nan	nan	nan	nan	nan	B10K		
9411	Syrmaticus mikado		Mikado Pheasant	Phasianidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9412	Syrmaticus reevesii		Reeves's Pheasant	Phasianidae		nan	nan	nan	nan	nan	B10K		
9413	Syrmaticus soemmerringii		Copper Pheasant	Phasianidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9414	Syrrhaptes paradoxus		Pallas's Sandgrouse	Pteroclidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
9415	Syrrhaptes tibetanus		Tibetan Sandgrouse	Pteroclidae		nan	nan	nan	nan	nan	B10K		
9416	Systellura longirostris		Band-winged Nightjar	Caprimulgidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
9417	Systellura longirostris		Band-winged Nightjar	Caprimulgidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
9418	Taccocua leschenaultii		Sirkeer Malkoha	Cuculidae		nan	nan	nan	nan	nan	B10K		
9419	Tachornis furcata		Pygmy Swift	Apodidae		nan	nan	nan	nan	nan	B10K		
9420	Tachornis phoenicobia		Antillean Palm Swift	Apodidae		nan	nan	nan	nan	nan	B10K		
9421	Tachornis squamata		Fork-tailed Palm Swift	Apodidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9422	Tachuris rubrigastra		Many-colored Rush Tyrant	Tachurididae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
9423	Tachuris rubrigastra		Many-colored Rush Tyrant	Tachurididae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9424	Tachybaptus dominicus		Least Grebe	Podicipedidae		nan	nan	nan	nan	nan	B10K		
9425	Tachybaptus novaehollandiae		Australasian Grebe	Podicipedidae		nan	nan	nan	nan	nan	B10K		
9426	Tachybaptus pelzelnii		Madagascar Grebe	Podicipedidae		nan	nan	nan	nan	nan	B10K		
9427	Tachybaptus ruficollis		Little Grebe	Podicipedidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9428	Tachybaptus rufolavatus		Alaotra Grebe	Podicipedidae		nan	nan	nan	nan	nan	B10K		
9429	Tachycineta albilinea		Mangrove Swallow	Hirundinidae	Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
9430	Tachycineta albiventer		White-winged Swallow	Hirundinidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
9431	Tachycineta bicolor		Tree Swallow	Hirundinidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
9432	Tachycineta bicolor		Tree Swallow	Hirundinidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
9433	Tachycineta cyaneoviridis		Bahama Swallow	Hirundinidae		nan	nan	nan	nan	nan	B10K		
9434	Tachycineta euchrysea		Golden Swallow	Hirundinidae		nan	nan	nan	nan	nan	B10K		
9435	Tachycineta leucopyga		Chilean Swallow	Hirundinidae		nan	nan	nan	nan	nan	B10K		
9436	Tachycineta leucorrhoa		White-rumped Swallow	Hirundinidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9437	Tachycineta stolzmanni		Tumbes Swallow	Hirundinidae		nan	nan	nan	nan	nan	B10K		
9438	Tachycineta thalassina	lepida	Violet-green Swallow	Hirundinidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
9439	Tachyeres brachypterus		Falkland Steamer Duck	Anatidae		nan	nan	nan	nan	nan	B10K		
9440	Tachyeres leucocephalus		White-headed Steamer Duck	Anatidae		nan	nan	nan	nan	nan	B10K		
9441	Tachyeres patachonicus		Flying Steamer Duck	Anatidae		nan	nan	nan	nan	nan	B10K		
9442	Tachyeres pteneres		Magellanic Steamer Duck	Anatidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9443	Tachymarptis aequatorialis		Mottled Swift	Apodidae		nan	nan	nan	nan	nan	B10K		
9444	Tachymarptis melba		Alpine Swift	Apodidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
9445	Tachyphonus coronatus		Ruby-crowned Tanager	Thraupidae		nan	nan	nan	nan	nan	B10K		
9446	Tachyphonus cristatus	intercedens	Flame-crested Tanager	Thraupidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9447	Tachyphonus delatrii		Tawny-crested Tanager	Thraupidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9448	Tachyphonus luctuosus		White-shouldered Tanager	Thraupidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
9449	Tachyphonus phoenicius		Red-shouldered Tanager	Thraupidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
9450	Tachyphonus rufiventer		Yellow-crested Tanager	Thraupidae		nan	nan	nan	nan	nan	B10K		
9451	Tachyphonus rufus		White-lined Tanager	Thraupidae	Phase Genus	B10K	nan	nan	nan	sample_collected	B10K	B10K	
9452	Tachyphonus surinamus	surinamus	Fulvous-crested Tanager	Thraupidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
9453	Tadorna cana		South African Shelduck	Anatidae		nan	nan	nan	nan	nan	B10K		
9454	Tadorna cristata		Crested Shelduck	Anatidae		nan	nan	nan	nan	nan	B10K		
9455	Tadorna ferruginea		Ruddy Shelduck	Anatidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9456	Tadorna tadorna		Common Shelduck	Anatidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
9457	Tadorna tadornoides		Australian Shelduck	Anatidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
9458	Tadorna variegata		Paradise Shelduck	Anatidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
9459	Taeniopygia bichenoii		Double-barred Finch	Estrildidae		nan	nan	nan	nan	nan	B10K		
9460	Taeniopygia guttata		Zebra Finch	Estrildidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
9461	Taeniotriccus andrei	klagesi	Black-chested Tyrant	Pipromorphidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9462	Talegalla cuvieri		Red-billed Brush-turkey	Megapodiidae		nan	nan	nan	nan	nan	B10K		
9463	Talegalla fuscirostris		Black-billed Brush-turkey	Megapodiidae		nan	nan	nan	nan	nan	B10K		
9464	Talegalla jobiensis		Brown-collared Brush-turkey	Megapodiidae		nan	nan	nan	nan	nan	B10K		
9465	Tangara abbas		Yellow-winged Tanager	Thraupidae		nan	nan	nan	nan	nan	B10K		
9466	Tangara argentea		Black-headed Tanager	Thraupidae		nan	nan	nan	nan	nan	B10K		
9467	Tangara argyrofenges		Green-throated Tanager	Thraupidae		nan	nan	nan	nan	nan	B10K		
9468	Tangara arthus		Golden Tanager	Thraupidae		nan	nan	nan	nan	nan	B10K		
9469	Tangara cabanisi		Azure-rumped Tanager	Thraupidae		nan	nan	nan	nan	nan	B10K		
9470	Tangara callophrys		Opal-crowned Tanager	Thraupidae		nan	nan	nan	nan	nan	B10K		
9471	Tangara cayana	cayana	Burnished-buff Tanager	Thraupidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
9472	Tangara chilensis		Paradise Tanager	Thraupidae		nan	nan	nan	nan	nan	B10K		
9473	Tangara chrysotis		Golden-eared Tanager	Thraupidae		nan	nan	nan	nan	nan	B10K		
9474	Tangara cucullata		Lesser Antillean Tanager	Thraupidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9475	Tangara cyanicollis		Blue-necked Tanager	Thraupidae		nan	nan	nan	nan	nan	B10K		
9476	Tangara cyanocephala		Red-necked Tanager	Thraupidae		nan	nan	nan	nan	nan	B10K		
9477	Tangara cyanoptera		Azure-shouldered Tanager	Thraupidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9478	Tangara cyanotis		Blue-browed Tanager	Thraupidae		nan	nan	nan	nan	nan	B10K		
9479	Tangara cyanoventris		Gilt-edged Tanager	Thraupidae		nan	nan	nan	nan	nan	B10K		
9480	Tangara desmaresti		Brassy-breasted Tanager	Thraupidae		nan	nan	nan	nan	nan	B10K		
9481	Tangara dowii		Spangle-cheeked Tanager	Thraupidae	Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
9482	Tangara episcopus		Blue-gray Tanager	Thraupidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
9483	Tangara fastuosa		Seven-colored Tanager	Thraupidae		nan	nan	nan	nan	nan	B10K		
9484	Tangara florida		Emerald Tanager	Thraupidae		nan	nan	nan	nan	nan	B10K		
9485	Tangara fucosa		Green-naped Tanager	Thraupidae		nan	nan	nan	nan	nan	B10K		
9486	Tangara glaucocolpa		Glaucous Tanager	Thraupidae		nan	nan	nan	nan	nan	B10K		
9487	Tangara guttata		Speckled Tanager	Thraupidae		nan	nan	nan	nan	nan	B10K		
9488	Tangara gyrola		Bay-headed Tanager	Thraupidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9489	Tangara heinei		Black-capped Tanager	Thraupidae		nan	nan	nan	nan	nan	B10K		
9490	Tangara icterocephala		Silver-throated Tanager	Thraupidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
9491	Tangara inornata		Plain Tanager	Thraupidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
9492	Tangara johannae		Blue-whiskered Tanager	Thraupidae		nan	nan	nan	nan	nan	B10K		
9493	Tangara labradorides		Metallic-green Tanager	Thraupidae		nan	nan	nan	nan	nan	B10K		
9494	Tangara larvata		Golden-hooded Tanager	Thraupidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
9495	Tangara lavinia		Rufous-winged Tanager	Thraupidae		nan	nan	nan	nan	nan	B10K		
9496	Tangara mexicana	mexicana	Turquoise Tanager	Thraupidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
9497	Tangara meyerdeschauenseei		Green-capped Tanager	Thraupidae		nan	nan	nan	nan	nan	B10K		
9498	Tangara nigrocincta		Masked Tanager	Thraupidae		nan	nan	nan	nan	nan	B10K		
9499	Tangara nigroviridis		Beryl-spangled Tanager	Thraupidae		nan	nan	nan	nan	nan	B10K		
9500	Tangara ornata		Golden-chevroned Tanager	Thraupidae		nan	nan	nan	nan	nan	B10K		
9501	Tangara palmarum		Palm Tanager	Thraupidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
9502	Tangara palmeri		Gray-and-gold Tanager	Thraupidae		nan	nan	nan	nan	nan	B10K		
9503	Tangara parzudakii		Flame-faced Tanager	Thraupidae		nan	nan	nan	nan	nan	B10K		
9504	Tangara peruviana		Black-backed Tanager	Thraupidae		nan	nan	nan	nan	nan	B10K		
9505	Tangara phillipsi		Sira Tanager	Thraupidae		nan	nan	nan	nan	nan	B10K		
9506	Tangara preciosa		Chestnut-backed Tanager	Thraupidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
9507	Tangara punctata		Spotted Tanager	Thraupidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
9508	Tangara ruficervix		Golden-naped Tanager	Thraupidae		nan	nan	nan	nan	nan	B10K		
9509	Tangara rufigenis		Rufous-cheeked Tanager	Thraupidae		nan	nan	nan	nan	nan	B10K		
9510	Tangara rufigula		Rufous-throated Tanager	Thraupidae		nan	nan	nan	nan	nan	B10K		
9511	Tangara sayaca		Sayaca Tanager	Thraupidae		nan	nan	nan	nan	nan	B10K		
9512	Tangara schrankii		Green-and-gold Tanager	Thraupidae		nan	nan	nan	nan	nan	B10K		
9513	Tangara seledon		Green-headed Tanager	Thraupidae		nan	nan	nan	nan	nan	B10K		
9514	Tangara varia		Dotted Tanager	Thraupidae		nan	nan	nan	nan	nan	B10K		
9515	Tangara vassorii		Blue-and-black Tanager	Thraupidae		nan	nan	nan	nan	nan	B10K		
9516	Tangara velia		Opal-rumped Tanager	Thraupidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
9517	Tangara viridicollis		Silver-backed Tanager	Thraupidae		nan	nan	nan	nan	nan	B10K		
9518	Tangara vitriolina		Scrub Tanager	Thraupidae		nan	nan	nan	nan	nan	B10K		
9519	Tangara xanthocephala		Saffron-crowned Tanager	Thraupidae		nan	nan	nan	nan	nan	B10K		
9520	Tangara xanthogastra		Yellow-bellied Tanager	Thraupidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
9521	Tanygnathus gramineus		Black-lored Parrot	Psittaculidae		nan	nan	nan	nan	nan	B10K		
9522	Tanygnathus lucionensis		Blue-naped Parrot	Psittaculidae	Phase Genus	B10K	nan	nan	nan	sample_collected	B10K	B10K	
9523	Tanygnathus megalorynchos		Great-billed Parrot	Psittaculidae		nan	nan	nan	nan	nan	B10K		
9524	Tanygnathus sumatranus		Blue-backed Parrot	Psittaculidae		nan	nan	nan	nan	nan	B10K		
9525	Tanysiptera carolinae		Numfoor Paradise Kingfisher	Alcedinidae		nan	nan	nan	nan	nan	B10K		
9526	Tanysiptera danae		Brown-headed Paradise Kingfisher	Alcedinidae		nan	nan	nan	nan	nan	B10K		
9527	Tanysiptera ellioti		Kafiau Paradise Kingfisher	Alcedinidae		nan	nan	nan	nan	nan	B10K		
9528	Tanysiptera galatea		Common Paradise Kingfisher	Alcedinidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9529	Tanysiptera hydrocharis		Little Paradise Kingfisher	Alcedinidae		nan	nan	nan	nan	nan	B10K		
9530	Tanysiptera nympha		Red-breasted Paradise Kingfisher	Alcedinidae		nan	nan	nan	nan	nan	B10K		
9531	Tanysiptera riedelii		Biak Paradise Kingfisher	Alcedinidae		nan	nan	nan	nan	nan	B10K		
9532	Tanysiptera sylvia		Buff-breasted Paradise Kingfisher	Alcedinidae		nan	nan	nan	nan	nan	B10K		
9533	Taoniscus nanus		Dwarf Tinamou	Tinamidae		nan	nan	nan	nan	nan	B10K		
9534	Tapera naevia		Striped Cuckoo	Cuculidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9535	Taphrolesbia griseiventris		Gray-bellied Comet	Trochilidae		nan	nan	nan	nan	nan	B10K		
9536	Taphrospilus hypostictus		Many-spotted Hummingbird	Trochilidae		nan	nan	nan	nan	nan	B10K		
9537	Taraba major	semifasciatus	Great Antshrike	Thamnophilidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9538	Tarphonomus certhioides	estebani	Chaco Earthcreeper	Furnariidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9539	Tarphonomus harterti		Bolivian Earthcreeper	Furnariidae		nan	nan	nan	nan	nan	B10K		
9540	Tarsiger chrysaeus		Golden Bush Robin	Muscicapidae		nan	nan	nan	nan	nan	B10K		
9541	Tarsiger cyanurus		Red-flanked Bluetail	Muscicapidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9542	Tarsiger cyanurus		Red-flanked Bluetail	Muscicapidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9543	Tarsiger hyperythrus		Rufous-breasted Bush Robin	Muscicapidae		nan	nan	nan	nan	nan	B10K		
9544	Tarsiger indicus		White-browed Bush Robin	Muscicapidae		nan	nan	nan	nan	nan	B10K		
9545	Tarsiger johnstoniae		Collared Bush Robin	Muscicapidae		nan	nan	nan	nan	nan	B10K		
9546	Tarsiger rufilatus		Himalayan Bluetail	Muscicapidae		nan	nan	nan	nan	nan	B10K		
9547	Tauraco bannermani		Bannerman's Turaco	Musophagidae		nan	nan	nan	nan	nan	B10K		
9548	Tauraco corythaix	shalowi	Knysna Turaco	Musophagidae	Phase Genus	B10K	nan	nan	nan	sample_collected	B10K	B10K	
9549	Tauraco erythrolophus		Red-crested Turaco	Musophagidae	Phase Order	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9550	Tauraco fischeri		Fischer's Turaco	Musophagidae		nan	nan	nan	nan	nan	B10K		
9551	Tauraco hartlaubi		Hartlaub's Turaco	Musophagidae		nan	nan	nan	nan	nan	B10K		
9552	Tauraco leucolophus		White-crested Turaco	Musophagidae		nan	nan	nan	nan	nan	B10K		
9553	Tauraco leucotis		White-cheeked Turaco	Musophagidae		nan	nan	nan	nan	nan	B10K		
9554	Tauraco livingstonii		Livingstone's Turaco	Musophagidae		nan	nan	nan	nan	nan	B10K		
9555	Tauraco macrorhynchus		Yellow-billed Turaco	Musophagidae		nan	nan	nan	nan	nan	B10K		
9556	Tauraco persa		Green Turaco	Musophagidae		nan	nan	nan	nan	nan	B10K		
9557	Tauraco rossae		Ross's Turaco	Musophagidae		nan	nan	nan	nan	nan	B10K		
9558	Tauraco ruspolii		Ruspoli's Turaco	Musophagidae		nan	nan	nan	nan	nan	B10K		
9559	Tauraco schalowi		Schalow's Turaco	Musophagidae		nan	nan	nan	nan	nan	B10K		
9560	Tauraco schuettii		Black-billed Turaco	Musophagidae		nan	nan	nan	nan	nan	B10K		
9561	Tauraco violaceus		Violet Turaco	Musophagidae	Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
9562	Tchagra australis		Brown-crowned Tchagra	Malaconotidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9563	Tchagra jamesi		Three-streaked Tchagra	Malaconotidae		nan	nan	nan	nan	nan	B10K		
9564	Tchagra senegalus		Black-crowned Tchagra	Malaconotidae		B10K	nan	nan	nan	sample_collected	B10K		
9565	Tchagra tchagra		Southern Tchagra	Malaconotidae		nan	nan	nan	nan	nan	B10K		
9566	Telacanthura melanopygia		Black Spinetailed Swift	Apodidae		nan	nan	nan	nan	nan	B10K		
9567	Telacanthura ussheri		Mottled Spinetailed Swift	Apodidae		nan	nan	nan	nan	nan	B10K		
9568	Teledromas fuscus		Sandy Gallito	Rhinocryptidae	Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
9569	Telespiza cantans		Laysan Finch	Fringillidae		nan	nan	nan	nan	nan	B10K		
9570	Telespiza ultima		Nihoa Finch	Fringillidae		nan	nan	nan	nan	nan	B10K		
9571	Telophorus dohertyi		Doherty's Bush-shrike	Malaconotidae		nan	nan	nan	nan	nan	B10K		
9572	Telophorus viridis		Gorgeous Bush-shrike	Malaconotidae		B10K	nan	nan	nan	sample_collected	B10K		
9573	Telophorus zeylonus		Bokmakierie	Malaconotidae	Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
9574	Temnurus temnurus		Ratchet-tailed Treepie	Corvidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9575	Tephrodornis pondicerianus		Common Woodshrike	Vangidae		nan	nan	nan	nan	nan	B10K		
9576	Tephrodornis virgatus		Large Woodshrike	Vangidae		nan	nan	nan	nan	nan	B10K		
9577	Tephrophilus wetmorei		Masked Mountain Tanager	Thraupidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
9578	Tephrozosterops stalkeri		Bicoloured White-eye	Zosteropidae		nan	nan	nan	nan	nan	B10K		
9579	Terathopius ecaudatus		Bateleur	Accipitridae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9580	Terenotriccus erythrurus	erythrurus	Ruddy-tailed Flycatcher	Tyrannidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9581	Terenotriccus erythrurus		Ruddy-tailed Flycatcher	Tyrannidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9582	Terenura maculata		Streak-capped Antwren	Thamnophilidae		nan	nan	nan	nan	nan	B10K		
9583	Terenura sicki		Orange-bellied Antwren	Thamnophilidae		nan	nan	nan	nan	nan	B10K		
9584	Teretistris fernandinae		Yellow-headed Teretistris	Zeledoniidae		nan	nan	nan	nan	nan	B10K		
9585	Teretistris fornsi		Oriente Teretistris	Zeledoniidae		nan	nan	nan	nan	nan	B10K		
9586	Terpsiphone affinis		Blyth's Paradise-flycatcher	Monarchidae		nan	nan	nan	nan	nan	B10K		
9587	Terpsiphone atrocaudata		Japanese Paradise-flycatcher	Monarchidae		nan	nan	nan	nan	nan	B10K		
9588	Terpsiphone atrochalybeia		São Tomé Paradise-flycatcher	Monarchidae		nan	nan	nan	nan	nan	B10K		
9589	Terpsiphone batesi		Bates's Paradise-flycatcher	Monarchidae		nan	nan	nan	nan	nan	B10K		
9590	Terpsiphone bedfordi		Bedford's Paradise-flycatcher	Monarchidae		nan	nan	nan	nan	nan	B10K		
9591	Terpsiphone bourbonnensis		Mascarene Paradise-flycatcher	Monarchidae		nan	nan	nan	nan	nan	B10K		
9592	Terpsiphone cinnamomea	unirufa	Rufous Paradise-flycatcher	Monarchidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9593	Terpsiphone corvina		Seychelles Paradise-flycatcher	Monarchidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9594	Terpsiphone corvina		Seychelles Paradise-flycatcher	Monarchidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9595	Terpsiphone corvina		Seychelles Paradise-flycatcher	Monarchidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9596	Terpsiphone cyanescens		Blue Paradise-flycatcher	Monarchidae		nan	nan	nan	nan	nan	B10K		
9597	Terpsiphone incei		Amur Paradise-flycatcher	Monarchidae		nan	nan	nan	nan	nan	B10K		
9598	Terpsiphone mutata		Madagascar Paradise-flycatcher	Monarchidae		B10K	nan	nan	nan	sample_collected	B10K		
9599	Terpsiphone paradisi		Indian Paradise-flycatcher	Monarchidae		nan	nan	nan	nan	nan	B10K		
9600	Terpsiphone rufiventer		Red-bellied Paradise-flycatcher	Monarchidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
9601	Terpsiphone rufocinerea		Rufous-vented Paradise-flycatcher	Monarchidae		nan	nan	nan	nan	nan	B10K		
9602	Terpsiphone viridis		African Paradise-flycatcher	Monarchidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
9603	Tersina viridis		Swallow Tanager	Thraupidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9604	Tesia cyaniventer		Grey-bellied Tesia	Scotocercidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9605	Tesia everetti		Russet-capped Tesia	Scotocercidae		nan	nan	nan	nan	nan	B10K		
9606	Tesia olivea		Slaty-bellied Tesia	Scotocercidae		nan	nan	nan	nan	nan	B10K		
9607	Tesia superciliaris		Javan Tesia	Scotocercidae		nan	nan	nan	nan	nan	B10K		
9608	Tetrao urogalloides		Black-billed Capercaillie	Phasianidae		nan	nan	nan	nan	nan	B10K		
9609	Tetrao urogallus		Western Capercaillie	Phasianidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9610	Tetraogallus altaicus		Altai Snowcock	Phasianidae		nan	nan	nan	nan	nan	B10K		
9611	Tetraogallus caspius		Caspian Snowcock	Phasianidae		nan	nan	nan	nan	nan	B10K		
9612	Tetraogallus caucasicus		Caucasian Snowcock	Phasianidae		nan	nan	nan	nan	nan	B10K		
9613	Tetraogallus himalayensis		Himalayan Snowcock	Phasianidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9614	Tetraogallus tibetanus		Tibetan Snowcock	Phasianidae		nan	nan	nan	nan	nan	B10K		
9615	Tetraophasis obscurus		Verreaux's Monal Partridge	Phasianidae		nan	nan	nan	nan	nan	B10K		
9616	Tetraophasis szechenyii		Szechenyi's Monal Partridge	Phasianidae		nan	nan	nan	nan	nan	B10K		
9617	Tetrastes bonasia		Northern Hazel Grouse	Phasianidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9618	Tetrastes sewerzowi		Severtsov's Hazel Grouse	Phasianidae		nan	nan	nan	nan	nan	B10K		
9619	Tetrax tetrax		Little Bustard	Otididae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9620	Tetrax tetrax		Little Bustard	Otididae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
