institute	id_number	project	higher_group	family	genus	species	standard	buffer	mean1	mean2	cv1	cv2	ratio	ave_sample	ave_standard	gs_pg_2c_replicate	gs_pg_2c	gs_pg_1c	x1c_gbp	cv_sample	cv_standard	sd_r_sample	stdv_gs	measured_by	date	d_to_l_specimen_id	previous_estimate_2c_prime	comments_on_d_to_l_sample	x30	x32	primary
RBGE	DB1745	DTOL	Bryophyte	Fissidentaceae	Fissidens	dubium	<Oryza	GPB3%PVP	125.48	324.36	7.41	2.08	2.585	125.34	327.03	0.77	0.77	0.38	0.37	7.47	2.29	0.022	0.006	Sahr Mian	NA	NA	NA	NA	NA	NA	1
RBGE	DB1737	DTOL	Bryophyte	Anastrophyllaceae	Barbilophozia	hatcherii	<Solanum	GPB3%PVP	182.29	380.50	4.7	3.15	2.087	190.89	392.54	1.9	1.93	0.96	0.94	4.35	3.14	0.028	0.026	Sahr Mian	NA	NA	NA	NA	NA	NA	1
RBGK	MC9437	DTOL	Angiosperm	Cyperaceae	Carex	disticha	<Solanum	LB01	110.03	264.13	4.69	3.72	2.401	113.46	271.2	0.82	0.83	0.41	0.41	4.42	3.85	0.026	0.009	Nacho	17/09/2023	NA	0.86	NA	NA	NA	1
RBGK	MC9438	DTOL	Angiosperm	Ranunculaceae	Thalictrum	flavum	>Solanum	LB01	190.33	399.25	3.84	3.12	2.098	415.16	200.75	4.15	4.1	2.05	2	3.07	4.48	0.026	0.051	Nacho	17/09/2023	NA	1.61	potential polyploid	NA	NA	1
RBGK	MC9439	DTOL	Angiosperm	Cyperaceae	Carex	lepidocarpa	<Solanum	LB01	145.06	321.10	4.21	2.9	2.214	146.34	322.71	0.89	0.9	0.45	0.44	4.64	3.7	0.012	0.005	Nacho	17/09/2023	NA	0.74	NA	NA	NA	1
RBGK	MC9440	DTOL	Angiosperm	Cyperaceae	Carex	elata	<Solanum	LB01	178.33	353.69	4.94	3.56	1.983	181.56	361.36	1	0.99	0.5	0.49	4.74	3.5	0.032	0.016	Nacho	17/09/2023	NA	0.80	NA	NA	NA	1
RBGK	MC9441	DTOL	Angiosperm	Cyperaceae	Carex	distans	<Solanum	LB01	143.98	332.08	4.44	4.07	2.307	146.08	335.56	0.86	0.86	0.43	0.42	4.68	3.7	0.010	0.003	Nacho	17/09/2023	NA	0.74	NA	NA	NA	1
RBGK	MC9442	DTOL	Angiosperm	Rosaceae	Rubus	caesius	<Petro	OXPRO	181.99	503.88	5.02	2.17	2.769	184.24	501.83	1.63	1.65	0.83	0.81	5.05	2.74	0.076	0.047	Nacho	17/09/2023	NA	-	NA	NA	NA	1
RBGK	MC9443	DTOL	Angiosperm	Rubiaceae	Galium	uliginosum	<Solanum	LB01	200.89	301.64	4.79	3.18	1.502	208.16	315.59	1.32	1.31	0.65	0.64	4.49	3.36	0.018	0.015	Nacho	17/09/2023	NA	-	NA	NA	NA	1
RBGK	MC9444	DTOL	Angiosperm	Boraginaceae	Aegonychon	purpureocaeruleum	>Solanum	GPB3%PVP	314.48	465.78	4.28	4.42	1.481	470.64	316.51	2.93	2.94	1.47	1.44	4.33	4.16	0.005	0.029	Sahr Mian	NA	NA	-	NA	NA	NA	1
RBGK	MC9445	DTOL	Angiosperm	Cyperaceae	Carex	montana	<Solanum	GPB3%PVP	148.46	353.22	4.36	2.86	2.379	152.56	363.35	0.83	0.83	0.42	0.41	4.58	3.32	0.008	0.003	Sahr Mian	NA	NA	0.68	NA	NA	NA	1
RBGK	MC9455	DTOL	Angiosperm	Lamiaceae	Melittis	melissophyllum	<Solanum	GPB3%PVP	190.19	325.47	4.79	3.49	1.695	194.59	333.13	1.16	1.16	0.58	0.57	4.82	3.05	0.015	0.008	Sahr Mian	NA	NA	0.95	NA	NA	NA	1
RBGK	MC9450	DTOL	Angiosperm	Lamiaceae	Salvia	pratensis	<Solanum	GPB3%PVP	172.16	324.19	2.23	3.06	1.883	173.65	330.26	1.05	1.04	0.52	0.51	2.08	2.85	0.019	0.010	Sahr Mian	NA	NA	0.91	NA	NA	NA	1
RBGK	MC9446	DTOL	Angioseprm	Rosaceae	Cotoneaster	cambricus	<Petro	GPB3%PVP	182.68	298.65	5.43	3.74	1.635	185.37	301.23	2.75	2.77	1.38	1.35	5.39	3.62	0.014	0.023	Sahr Mian	NA	NA	-	NA	NA	NA	1
RBGK	MC9447	DTOL	Angiosperm	Asteraceae	Galatella	linosyris	>Petro	GPB3%PVP	208.43	466.18	3.78	3	2.237	473.14	213.53	10.06	9.97	4.99	4.88	3.05	3.75	0.021	0.093	Sahr Mian	NA	NA	-	NA	NA	NA	1
RBGK	MC9451	DTOL	Angiosperm	Saxifragaceae	Saxifraga	rosacea	<Pisum MIVERVA MAPLE	Galbraith	132.76	262.13	5.43	2.5	1.974	133.67	263.66	4.92	4.93	2.46	2.41	5.7	2.43	0.002	0.007	Sahr Mian	NA	NA	-	NA	NA	NA	1
RBGK	MC9452	DTOL	Angiosperm	Caryophyllaceae	Viscaria	vulgaris	<Pisum MIVERVA MAPLE	GPB3%PVP	137.85	265.20	3.11	2.58	1.924	141.31	269.94	5.05	5.09	2.54	2.49	3.13	2.65	0.010	0.036	Sahr Mian	NA	NA	2.15	NA	NA	NA	1
RBGK	MC9453	DTOL	Angiosperm	Rosaceae	Sorbus	strirtoniana	<Petro	GPB3%PVP	236.94	374.82	3.37	1.82	1.582	247.55	382.57	2.84	2.91	1.46	1.42	4.06	2.31	0.020	0.070	Sahr Mian	NA	NA	-	NA	NA	NA	1
RBGK	MC9448	DTOL	Angiosperm	Asteraceae	Hieracium	snowdoniense	>Petro	GPB3%PVP	173.01	433.25	4.62	4.55	2.504	439.39	177.05	11.27	11.17	5.58	5.46	4.12	4.57	0.026	0.115	Sahr Mian	NA	NA	-	NA	NA	NA	1
RBGK	MC9454	DTOL	Angiosperm	Asteraceae	Tephroseris	intergrifolia subsp maritima	>Petro	GPB3%PVP	121.92	426.12	3.19	4.43	3.495	429.37	122.83	15.73	15.73	7.87	7.69	4.91	3.48	0.016	0.072	Sahr Mian	NA	NA	-	NA	NA	NA	1
RBGK	MC9449	DTOL	Angiosperm	Brassicaceae	Matthiola	sinuata	>Solanum	GPB3%PVP	114.27	257.71	3.32	2.1	2.255	261.93	117.17	4.47	4.43	2.21	2.16	2.24	3.29	0.017	0.033	Sahr Mian	NA	NA	4.50	NA	NA	NA	1
RBGK	MC9460	DTOL	Angiosperm	Asteraceae	Artemisia	campestris	>Petro	GPB3%PVP	174.94	416.28	2.31	1.95	2.38	424.13	180.78	10.71	10.56	5.28	5.16	1.78	2.19	0.033	0.147	Sahr Mian	NA	NA	6/8/11	polyploid/ octoploid?	NA	NA	1
RBGK	MC9462	DTOL	Angiosperm	Juncaceae	Luzula	spicata	<Solanum	GPB3%PVP	139.71	294.66	4.6	4.43	2.109	146.14	305.76	0.94	0.95	0.47	0.46	4.62	4.68	0.015	0.007	Sahr Mian	NA	NA	3.89	NA	NA	NA	1
RBGK	MC9469	DTOL	Angiosperm	Brassicaceae	Turritis	glabra	<Solanum	GPB3%PVP	84.86	343.66	5.62	4.64	4.049	86.91	356.09	0.49	0.48	0.24	0.24	5.05	4.25	0.041	0.005	Sahr Mian	NA	NA	0.48	NA	NA	NA	1
RBGK	MC9461	DTOL	Angiosperm	Fabaceae	Astragalus	danicus	<Petro	GPB3%PVP	211.30	309.25	3.31	3.23	1.464	221.13	320.61	3.07	3.1	1.55	1.52	3.18	3.01	0.012	0.025	Sahr Mian	NA	NA	-	NA	NA	NA	1
RBGK	MC9463	DTOL	Angiosperm	Apiaceae	Sium	latifoilum	>Petro	GPB3%PVP	313.06	379.38	2.82	2.81	1.212	385.14	318.36	5.45	5.44	2.72	2.66	3.3	3.49	0.002	0.010	Sahr Mian	NA	NA	-	NA	NA	NA	1
RBGK	MC9456	DTOL	Angiosperm	Asteraceae	Pulicaria	vulgaris	<Petro	GPB3%PVP	141.30	306.02	3.22	2.13	2.166	145.3	311.54	2.08	2.1	1.05	1.03	3.57	2.48	0.019	0.018	Sahr Mian	NA	NA	-	NA	NA	NA	1
RBGK	MC9458	DTOL	Angiosperm	Lamiaceae	Teucrium	botrys	<Oryza	GPB3%PVP	208.66	304.23	6.23	3.24	1.458	211.54	309.89	0.69	0.68	0.34	0.33	5.6	3.26	0.009	0.004	Sahr Mian	NA	NA	-	NA	NA	NA	1
RBGK	MC9459	DTOL	Angiosperm	Fabaceae	Ononis	reclinata	<Petro	GPB3%PVP	197.80	297.11	3.93	3.32	1.502	200.88	300.57	3	3.01	1.5	1.47	4.03	3.39	0.006	0.012	Sahr Mian	NA	NA	-	NA	NA	NA	1
RBGK	MC9457	DTOL	Angiosperm	Brassicaceae	Arabis	alpina	<Solanum	Galbraith	113.79	292.53	8.06	4.06	2.571	115.35	296.61	0.77	0.77	0.39	0.38	7.42	3.59	0.020	0.006	Sahr Mian	NA	NA	0.76	Endopolyploidy	NA	NA	1
RBGK	MC9465	DTOL	Angiosperm	Molluginaceae	Mollugo	verticillata	>Solanum	GPB3%PVP	255.56	364.67	3.32	2.1	2.255	375.27	263.75	2.83	2.82	1.41	1.38	2.24	3.29	0.017	0.008	Sahr Mian	NA	NA	1.7	Potential polyploid	NA	NA	1
RBGK	MC9466	DTOL	Angiosperm	Onagraceae	Ludwigia	grandifolia	<Petro	GPB3%PVP	226.20	323.35	4.97	3.27	1.429	232.64	329.36	3.15	3.18	1.59	1.55	4.75	3.41	0.013	0.029	Sahr Mian	NA	NA	-	NA	NA	NA	1
RBGK	MC9467	DTOL	Angiosperm	Apiaceae	Seseli	libanotis	>Petro	GPB3%PVP	222.18	413.95	2.37	2.29	1.863	416.19	224.29	8.38	8.35	4.18	4.08	2.32	2.57	0.007	0.030	Sahr Mian	NA	NA	-	NA	NA	NA	1
RBGK	MC9468	DTOL	Angiosperm	Apiaceae	Bupleurum	falcatum	<Solanum	GPB3%PVP	104.54	266.66	5	4.03	2.551	105.76	271.76	0.78	0.77	0.39	0.38	5.19	3.57	0.019	0.006	Sahr Mian	NA	NA	5.70	NA	NA	NA	1
RBGE	DB1746	DTOL	Bryophyte	Leucobryaceae	Campylopus	introflexus	<Oryza	OXPRO	237.03	366.15	4.91	3.48	1.545	242.13	374.83	0.65	0.65	0.32	0.32	4.63	3.58	0.010	0.004	Sahr Mian	NA	NA	NA	2N PEAK RECORDED	NA	NA	1
RBGE	BD1747	DTOL	Bryophyte	Pottiaceae	Streblotrichum	convolutum var. commutatum	<Oryza	OXPRO	142.44	323.75	4.24	3.12	2.273	143.64	332.48	0.88	0.86	0.43	0.42	4.32	3.03	0.042	0.016	Sahr Mian	NA	NA	NA	NA	NA	NA	1
RBGE	DB1752	DTOL	Bryophyte	Brachytheciaceae	Brachythecium	rivulare	<Oryza	OXPRO	179.62	336.60	4.86	3.51	1.874	187.17	346.76	1.07	1.08	0.54	0.53	5.28	3.61	0.019	0.011	Sahr Mian	NA	NA	NA	NA	NA	NA	1
RBGE	DB1758	DTOL	Bryophyte	Ricciaceae	Riccia	sorocarpa	<Oryza	OXPRO	181.60	330.86	7.73	4.12	1.822	181.6	330.86	1.1	1.1	0.55	0.54	7.73	4.12	#DIV/0!	#DIV/0!	Sahr Mian	NA	NA	NA	NA	NA	NA	1
RBGE	DB1751	DTOL	Bryophyte	Amblystegiaceae	Hygroamblystegium	tenax	<Solanum	GPB3%PVP	165.97	342.26	3.68	2.74	2.062	169.85	348	1.92	1.93	0.97	0.95	3.81	2.59	0.014	0.013	Sahr Mian	NA	NA	NA	NA	NA	NA	1
RBGE	DB1754	DTOL	Bryophyte	Orthotrichaceae	Orthotrichum	anomalum	<Oryza	OXPRO	114.47	328.65	3.93	4.54	2.871	117.44	339.45	0.7	0.69	0.35	0.34	3.63	3.52	0.021	0.005	Sahr Mian	NA	NA	NA	NA	NA	NA	1
RBGE	DB1755	DTOL	Bryophyte	Pottiaceae	Bryoerythrophyllum	recurvirostrum	<Oryza	OXPRO	157.93	313.73	4.12	3.47	1.987	161.47	325.58	1.01	0.99	0.5	0.49	3.24	3.25	0.027	0.014	Sahr Mian	NA	NA	NA	NA	NA	NA	1
RBGE	DB1756	DTOL	Bryophyte	Brachytheciaceae	Rhynchostegium	confertum	<Oryza	OXPRO	274.74	337.52	5	4.16	1.229	274.74	337.52	0.81	0.81	0.41	0.4	5	4.16	#DIV/0!	#DIV/0!	Sahr Mian	NA	NA	NA	2N PEAK RECORDED	NA	NA	1
RBGE	DB1757	DTOL	Bryophyte	Pottiaceae	Hennediella	stanfordensis	<Oryza	OXPRO	164.14	316.54	7.03	4.86	1.987	164.14	316.54	1.04	1.04	0.52	0.51	7.03	4.86	#DIV/0!	#DIV/0!	Sahr Mian	NA	NA	NA	NA	NA	NA	1
RBGE	DB1759	DTOL	Bryophyte	Polytrichaceae	Polytrichum	piliferum	<Oryza	OXPRO	182.84	343.45	3.31	4.16	1.878	187.84	352.85	1.06	1.06	0.53	0.52	3.49	3.4	0.004	0.002	Sahr Mian	NA	NA	NA	NA	NA	NA	1
RBGK	MC9475	DTOL	Angiosperm	Iridaceae	Crocus	tommasinianus	<Pisum	GPB3%PVP	117.86	204.93	3.32	1.76	1.739	120.11	206.7	5.23	5.28	2.64	2.58	3.14	1.69	0.017	0.053	Sahr Mian	10/02/2023	KDTOL10736	NA	NA	NA	NA	1
RBGK	MC9476	DTOL	Angiosperm	Ranunculaceae	Eranthis	hyemalis	>Pisum	GPB3%PVP	106.67	298.52	1.94	2.1	2.798	297.54	107	25.44	25.28	12.64	12.36	2.15	1.98	0.017	0.152	Sahr Mian	10/02/2023	KDTOL10737	NA	NA	NA	NA	1
RBGK	MC9474	DTOL	Angiosperm	Amaryllidaceae	Galanthus	nivalis	>Allium	GPB3%PVPBmet	126.32	255.09	2.97	2.69	2.019	260.55	130.4	70.46	69.72	34.86	34.1	2.91	3.13	0.020	0.691	Sahr Mian	10/02/2023	KDTOL10730	NA	NA	NA	NA	1
IGER	MC9489	DTOL	Angiosperm	Poaceae	Bromus	secalinus	>Pisum	GPB3%PVP	132.57	333.23	2.63	2.29	2.514	336.28	135.79	22.85	22.52	11.26	11.01	1.8	2.32	0.037	0.336	Sahr Mian	14/02/2023	KDTOL10745	NA	NA	NA	NA	1
IGER	MC9490	DTOL	Angiosperm	Fabaceae	Vicia	orobus	>Petro	GPB3%PVP	201.79	277.00	1.93	1.72	1.373	277.95	203.25	6.18	6.15	3.08	3.01	1.52	1.65	0.006	0.025	Sahr Mian	14/02/2023	KDTOL10746	NA	NA	NA	NA	1
IGER	MC9487	DTOL	Angiosperm	Fabaceae	Trifolium	medium	>Petro	GPB3%PVP	137.97	281.88	1.74	2.11	2.043	285.27	140.34	9.19	9.15	4.57	4.47	2.18	1.82	0.010	0.046	Sahr Mian	14/02/2023	KDTOL10743	NA	NA	NA	NA	1
IGER	MC9488	DTOL	Angiosperm	Fabaceae	Trifolium	squamosum	<Solanum	GPB3%PVP	148.05	264.43	2.91	2.52	1.786	151.16	271.67	1.11	1.1	0.55	0.54	2.61	2.46	0.015	0.009	Sahr Mian	14/02/2023	KDTOL10744	NA	NA	NA	NA	1
RBGK	MC9477	DTOL	Angiosperm	Liliaceae	Gagea	bohemica	>Pisum	GPB3%PVP	216.71	420.94	1.7	2.62	1.942	422.41	218.05	17.66	17.61	8.8	8.61	2.66	1.92	0.005	0.042	Sahr Mian	06/03/2023	KDTOL10747	NA	NA	NA	NA	1
RBGK	MC9478	DTOL	Angiosperm	Plantaginaceae	Veronica	verna	<Solanum	GPB3%PVP	192.64	321.98	5.15	3.11	1.671	200.4	334.38	1.18	1.19	0.59	0.58	4.65	3.06	0.005	0.003	Sahr Mian	06/03/2023	KDTOL10750	NA	NA	NA	NA	1
RBGK	MC9479	DTOL	Angiosperm	Plantaginaceae	Veronica	triphyllos	<Solanum	GPB3%PVP	201.15	314.38	5.01	3.42	1.563	209.24	324.63	1.27	1.28	0.64	0.62	4.82	3.51	0.010	0.008	Sahr Mian	06/03/2023	KDTOL10754	NA	NA	NA	NA	1
RBGK	MC9480	DTOL	Angiosperm	Plantaginaceae	Veronica	praecox	<Solanum	GPB3%PVP	195.19	331.47	5.65	3.19	1.698	199.7	342.4	1.17	1.16	0.58	0.56	5.28	2.71	0.018	0.012	Sahr Mian	06/03/2023	KDTOL10758	NA	NA	NA	NA	1
RBGK	MC9481	DTOL	Angiosperm	Asteraceae	Tephroseris	palustris	>Petro	GPB3%PVP	198.76	436.04	2.43	2.49	2.194	441.76	203.34	9.87	9.78	4.89	4.78	2.35	2.39	0.019	0.086	Sahr Mian	06/03/2023	KDTOL10762	NA	NA	NA	NA	1
RBGK	MC9482	DTOL	Angiosperm	Brassicaceae	Thlaspi	perfoliatum	<Oryza	GPB3%PVP	223.00	348.10	6.68	2.2	1.561	225.87	349.68	1.28	1.29	0.65	0.63	6.74	3	0.018	0.015	Sahr Mian	06/03/2023	KDTOL10763	NA	NA	NA	NA	1
RBGK	MC9483	DTOL	Angiosperm	Brassicaceae	Arabis	scabra	<Solanum	GPB3%PVP	145.69	338.16	5.9	3.54	2.321	150.57	352.47	0.85	0.85	0.42	0.41	5.34	2.9	0.022	0.008	Sahr Mian	06/03/2023	KDTOL10767	NA	Endopolyploidy	NA	NA	1
RBGK	MC9484	DTOL	Angiosperm	Brassicaceae	Hornungia	petraea	<Solanum	GPB3%PVP	103.15	286.85	4.02	3.65	2.781	104.78	291.9	0.71	0.71	0.36	0.35	4.37	2.87	0.007	0.002	Sahr Mian	06/03/2023	KDTOL10771	NA	NA	NA	NA	1
RBGK	MC9485	DTOL	Angiosperm	Ranunculaceae	Helleborus	verna subsp. occidentalis	>Pisum	GPB3%PVP	95.93	345.18	2.97	3.45	3.598	348.58	97.44	32.71	32.52	16.26	15.9	3.5	3.15	0.027	0.248	Sahr Mian	06/03/2023	KDTOL10772	NA	NA	NA	NA	1
RBGK	MC9486	DTOL	Angiosperm	Asteraceae	Homogyne	alpina	>Pisum	GPB3%PVP	206.58	357.89	2.98	3.69	1.732	362.3	209.84	15.75	15.69	7.85	7.67	3.75	3.03	0.005	0.047	Sahr Mian	06/03/2023	KDTOL10773	NA	NA	NA	NA	1
RBGE	DB1763	DTOL	Bryophyte	NA	Syntrichia	ruraliformis	<Oryza	OXPRO	139.23	326.19	3.01	3.54	2.343	141.47	335.89	0.85	0.84	0.42	0.41	3.02	2.89	0.027	0.010	Sahr Mian	NA	NA	NA	NA	NA	NA	1
RBGE	DB1765	DTOL	Bryophyte	NA	Calliergon	giganteum	<Oryza	OXPRO	137.20	327.38	5.88	3.98	2.386	144.77	344.02	0.84	0.84	0.42	0.41	4.43	3.5	0.010	0.003	Sahr Mian	NA	NA	NA	NA	NA	NA	1
RBGE	DB1766	DTOL	Bryophyte	NA	Dicranum	bonjeanii	>Oryza	OXPRO	232.19	361.27	3.3	3.02	1.556	365.36	236.51	1.56	1.54	0.77	0.76	2.84	3.08	0.016	0.015	Sahr Mian	NA	NA	NA	NA	NA	NA	1
RBGE	DB1767	DTOL	Bryophyte	NA	Homalothecium	lutescens	<Oryza	OXPRO	193.29	358.76	6.71	4.72	1.851	197.08	363.63	1.08	1.08	0.54	0.53	4.82	4.29	0.007	0.006	Sahr Mian	NA	NA	NA	NA	NA	NA	1
RBGE	DB1769	DTOL	Bryophyte	NA	Rhynchostegium	megapolitanum	<Oryza	OXPRO	121.34	313.30	6.81	3.95	2.582	127.83	325.44	0.77	0.79	0.39	0.38	6.26	4	0.031	0.009	Sahr Mian	NA	NA	NA	NA	NA	NA	1
RBGE	DB1772	DTOL	Bryophyte	NA	Flexitrichum	flexicaule	<Oryza	OXPRO	112.40	327.73	4.93	3.5	2.91	117.83	339.04	0.69	0.69	0.35	0.34	4.32	3.4	0.035	0.009	Sahr Mian	NA	NA	NA	NA	NA	NA	1
RBGE	DB1762	DTOL	Bryophyte	NA	Funaria	hygrometrica	<Solanum	OXPRO	200.47	236.46	2.4	3.03	1.32	200.47	236.46	1.68	1.68	0.84	0.82	2.4	3.03	#DIV/0!	#DIV/0!	Sahr Mian	NA	NA	NA	NA	NA	NA	1
RBGE	DB1764	DTOL	Bryophyte	NA	Ptychostomum	rubens	<Solanum	OXPRO	123.18	309.83	3.62	2.93	2.515	126.03	315.35	0.79	0.79	0.4	0.39	4.09	2.72	0.018	0.006	Sahr Mian	NA	NA	NA	Approximate estimation	NA	NA	1
RBGE	DB1770	DTOL	Bryophyte	NA	Rhodobryum	roseum	>Solanum	OXPRO	206.55	389.55	3.67	4.79	1.886	400.31	210.69	3.73	3.76	1.88	1.84	3.9	3.43	0.012	0.024	Sahr Mian	NA	NA	NA	Polyploid?	NA	NA	1
RBGE	DB1771	DTOL	Bryophyte	NA	Bryum	dichotomum	<Solanum	OXPRO	123.36	383.34	4.37	2.3	3.108	128	391.57	0.64	0.65	0.32	0.32	4.49	2.06	0.045	0.009	Sahr Mian	NA	NA	NA	NA	NA	NA	1
RBGE	DB1779	DTOL	Bryophyte	NA	Pohlia	cruda	<Solanum	OXPRO	206.81	336.13	2.9	2.63	1.625	218.17	349.06	1.22	1.24	0.62	0.6	2.76	2.7	0.024	0.019	Sahr Mian	NA	NA	NA	NA	NA	NA	1
RBGE	DB 1778	DTOL	Bryophyte	NA	Pohlia	nutans	<Solanum	OXPRO	322.06	387.33	4.25	3.05	1.203	341.64	402	1.65	1.68	0.84	0.82	4.09	3.24	0.023	0.032	Sahr Mian	NA	NA	NA	NA	NA	NA	1
RBGE	DB1777	DTOL	Bryophyte	NA	Andreaea	rupestris	<Oryza	GPB	86.33	306.52	5.97	2.42	3.55	89.29	313.3	0.56	0.57	0.28	0.28	6.37	3.18	0.039	0.006	Sahr Mian	NA	NA	NA	NA	NA	NA	1
RBGE	DB1780	DTOL	Bryophyte	NA	Isothecium	interludens	<Oryza	GPB	174.88	358.18	4.91	3.92	2.048	181.68	370.8	0.98	0.98	0.49	0.48	3.79	3.72	0.016	0.008	Sahr Mian	NA	NA	NA	NA	NA	NA	1
RBGE	DB1775	DTOL	Bryophyte	NA	Marsupella	sprucei	<Oryza	OXPRO	83.51	334.27	11.93	3.94	4.003	83.51	334.27	0.5	0.5	0.25	0.24	11.93	3.94	#DIV/0!	#DIV/0!	Sahr Mian	NA	NA	NA	NA	NA	NA	1
RBGE	DMR278	DTOL	Angiosperm	Brassicaceae	Erophila	verna	>Oryza	OXPRO	207.00	499.53	5.32	4.29	2.413	516.75	213.28	2.41	2.42	1.21	1.18	4.08	4.76	0.013	0.013	Sahr Mian	NA	NA	NA	NA	NA	NA	1
RBGE	DB1773	DTOL	Bryophyte	NA	Racomitrium	sudeticum	<Oryza	OXPRO	140.08	343.60	3.65	3.46	2.437	142.29	349.68	0.82	0.81	0.41	0.4	3	3.06	0.013	0.002	Sahr Mian	NA	NA	NA	NA	NA	NA	1
RBGK	MC9491	DTOL	Angiosperm	Papaveraceae	Fumaria	muralis subsp. boraei	<Solanum	GPB3%PVP	243.26	387.75	4.71	4.25	1.594	245.92	399.19	1.24	1.22	0.61	0.6	4.39	3.22	0.026	0.019	Nacho	19/04/2023	KDTOL10775	NA	NA	NA	NA	1
RBGK	MC9492	DTOL	Angiosperm	Papaveraceae	Fumaria	bastardii var. hibernica	<Solanum	GPB3%PVP	217.51	355.24	3.72	2.89	1.633	221.61	366.39	1.21	1.2	0.6	0.59	3.25	2.46	0.022	0.016	Nacho	19/04/2023	KDTOL10776	NA	NA	NA	NA	1
RBGK	MC9493	DTOL	Angiosperm	Brassicaceae	Cochlearia	officinalis	<Solanum	GPB3%PVP	274.28	329.60	2.11	2.2	1.202	265.34	316.43	1.65	1.66	0.83	0.81	2.34	2.47	0.009	0.011	Nacho	19/04/2023	KDTOL10777	NA	NA	NA	NA	1
RBGK	MC9494	DTOL	Angiosperm	Saxifragaceae	Saxifraga	tridactylites	<Solanum	GPB3%PVP	253.78	348.47	4.34	2.83	1.373	255.68	353.64	1.44	1.43	0.72	0.7	4.14	2.7	0.010	0.010	Nacho	19/04/2023	KDTOL10778	NA	NA	NA	NA	1
RBGK	MC9495	DTOL	Angiosperm	Brassicaceae	Cardamine	bulbifera	>Solanum	GPB3%PVP	174.72	415.73	3.4	3.93	2.379	417.75	176.17	4.71	4.7	2.35	2.3	3.91	3.74	0.010	0.020	Nacho	19/04/2023	KDTOL10782	NA	NA	NA	NA	1
RBGK	SM60	DTOL	Angiosperm	Liliaceae	Fritillaria	meleagris	>Allium	GPB3%PVP	209.72	579.80	4.24	2.55	2.765	619.58	228.73	96.46	94.59	47.3	46.26	2.78	3.74	0.048	1.667	Nacho	20/04/2023	KDTOL10783	NA	NA	NA	NA	1
RBGE	DMR280	DTOL	Angiosperm	Rosaceae	Potentilla	verna	<Petro	GPB3%PVP	234.68	526.25	4.33	2.98	2.242	243.4	554.23	2.01	1.98	0.99	0.97	3.5	2.33	0.041	0.035	Nacho	27/04/2023	NA	NA	NA	NA	NA	1
RBGE	DMR281	DTOL	Angiosperm	Apiaceae	Myrrhis	odorata	<Petro	GPB3%PVP	215.75	527.64	2.79	2.01	2.446	223.75	541.99	1.84	1.86	0.93	0.91	2.67	2.1	0.021	0.016	Nacho	27/04/2023	NA	NA	NA	NA	NA	1
RBGE	DMR282	DTOL	Angiosperm	Caryophyllaceae	Moehringia	trinervia	>Solanum	GPB3%PVP	218.03	317.26	4.18	3.74	1.455	324.04	225.28	2.88	2.85	1.42	1.39	3.13	3.53	0.015	0.030	Nacho	27/04/2023	NA	NA	NA	NA	NA	1
RBGE	DMR283	DTOL	Angiosperm	Scrophulariaceae	Scrophularia	vernalis	<Solanum	GPB3%PVP	212.24	504.07	4.8	2.53	2.375	219.17	527.24	0.83	0.82	0.41	0.4	4.54	2.6	0.026	0.009	Nacho	27/04/2023	NA	NA	NA	NA	NA	1
RBGE	DMR284	DTOL	Angiosperm	Asparagaceae	Hyacinthoides	non-scripta	>Allium	GPB3%PVP	238.79	329.59	3.88	2.47	1.38	335.32	244.23	48.16	47.91	23.95	23.43	2.54	3.56	0.007	0.237	Nacho	27/04/2023	NA	NA	NA	NA	NA	1
RBGK	MC9496	DTOL	Angiosperm	Brassicaceae	Brassica	napus	<Petro	GPB3%PVP	200.86	731.60	4.83	2.86	3.642	189.99	697.03	1.24	1.23	0.61	0.6	4.12	2.69	0.035	0.012	Nacho	02/05/2023	KDTOL10785	NA	NA	NA	NA	1
RBGK	MC9497	DTOL	Angiosperm	Asparagaceae	Ornithogalum	umbellatum	>Allium	GPB3%PVP	222.14	302.26	4.01	3.52	1.361	300.82	220.72	47.47	47.55	23.78	23.25	3.33	3.82	0.002	0.079	Nacho	02/05/2023	KDTOL10786	NA	NA	NA	NA	1
RBGE	DB1786	DTOL	Bryophyte	Sphagnaceae	Sphagnum	capillifolium	<Oryza	GPB3%PVP	225.28	449.78	3.82	2.51	1.996	228.52	461.3	1	0.99	0.5	0.48	4.02	2.88	0.022	0.011	Nacho	04/05/2023	NA	NA	NA	NA	NA	1
RBGE	DB1787	DTOL	Bryophyte	Sphagnaceae	Sphagnum	fallax	<Oryza	GPB3%PVP	240.83	496.46	3.53	2.87	2.061	248.71	523.4	0.97	0.95	0.48	0.46	3.28	2.89	0.037	0.017	Nacho	04/05/2023	NA	NA	NA	NA	NA	1
RBGE	DB1784	DTOL	Bryophyte	Sphagnaceae	Sphagnum	russowii	<Solanum	GPB3%PVP	240.10	454.74	3.78	2.96	1.894	254.1	484.7	2.09	2.08	1.04	1.02	3.36	3.04	0.018	0.020	Nacho	04/05/2023	NA	NA	NA	NA	NA	1
