distribution,max,median,minimum,resolved_name
10-11-22,22,11,10,Entodon flavescens
11,11,11,11,Entodon giraldii
11,11,11,11,Entodon jamesonii
11-14,14,11,11,Entodon laetus
11,11,11,11,Entodon luridus
10-11,11,11,10,Entodon macropodus
14,14,14,14,Entodon micropodus
11,11,11,11,Entodon morrisonensis
9-10-11-22,22,11,9,Entodon myurus
11,11,11,11,Entodon obtusatus
11,11,11,11,Entodon plicatus
11,11,11,11,Entodon prorepens
11,11,11,11,Entodon rubicundus
10,10,10,10,Entodon schensianus
11,11,11,11,Entodon seductrix
11,11,11,11,Entodon smaragdinus
11,11,11,11,Entodon subplicatus
11,11,11,11,Entodon sullivantii
11,11,11,11,Entodon sullivantii var. versicolor
11,11,11,11,Entodon viridulus
28,28,28,28,Entosthodon attenuatus
24,24,24,24,Entosthodon californicus
27,27,27,27,Entosthodon drummondii
26-27,27,26,26,Entosthodon fascicularis
27,27,27,27,Entosthodon handelii
22-54-56,56,22,22,Entosthodon hungaricus
22-52-54-56,56,52,22,Entosthodon muhlenbergii
26,26,26,26,Entosthodon nutans
26,26,26,26,Entosthodon pilifer
26,26,26,26,Entosthodon subnudus var. gracilis
26-28-42,42,28,26,Entosthodon wallichii
7,7,7,7,Entosthodon wichurae
27,27,27,27,Ephemerum cohaerens
27,27,27,27,Ephemerum crassinervium
27,27,27,27,Ephemerum crassinervium var. texanum
27,27,27,27,Ephemerum serratum
27,27,27,27,Ephemerum spinulosum
11,11,11,11,Epipterygium tozeri
10,10,10,10,Eriopus japonicus
13,13,13,13,Eucladium verticillatum
10,10,10,10,Eumyurium sinicum
10,10,10,10,Euptychium robustum
20,20,11,20,Eurhynchiadelphus eustegia
10,10,10,10,Eurhynchiastrum pulchellum var. barnesii
6-11-12,12,11,6,Eurhynchium angustirete
11,11,11,11,Eurhynchium arbuscula
10-11-12,12,11,10,Eurhynchium confertum
7,7,7,7,Eurhynchium dumosum
11,11,11,11,Eurhynchium eustegium
7-10-11,11,7,7,Eurhynchium hians
7-9-11,11,7,7,Eurhynchium muelleri
11,11,11,11,Eurhynchium murale
8,8,8,8,Eurhynchium polystictum
6-7-8-9-10-11-12,12,9,6,Eurhynchium praelongum
7-9-10-11-20,20,10,7,Eurhynchium pulchellum
11,11,11,11,Eurhynchium pumilum
7-8-9-11,11,8,7,Eurhynchium riparioides
7-8-11-20,20,11,7,Eurhynchium schleicheri
15,15,15,15,Eurhynchium speciosum
11,11,11,11,Eurhynchium striatulum
6-11-12,12,11,6,Eurhynchium striatum
12,12,12,12,Eurhynchium subrusciforme
10,10,10,10,Eurhynchium substrigosum
10,10,10,10,Eurhynchium substrigosum var. taylorae
15,15,15,15,Eustichia longirostris
8,8,8,8,Exormotheca bullosa
16,16,16,16,Exormotheca pustulosa
20,20,20,20,Fabronia australis
11,11,11,11,Fabronia ciliaris
11,11,11,11,Fabronia goughii
11,11,11,11,Fabronia madurensis
11,11,11,11,Fabronia matsumurae
10-11,11,11,10,Fabronia pusilla
11,11,11,11,Fauriella tenuis
21-24,24,24,21,Fissidens adianthoides
12,12,12,12,Fissidens anomalus
12-13,13,12,12,Fissidens asplenioides
10,10,10,10,Fissidens beckettii
12,12,12,12,Fissidens biformis
10,10,10,10,Fissidens bogoriensis
5-10-12-13,13,10,5,Fissidens bryoides
4,4,4,4,Fissidens bryoides subsp. incurvus
5-10,10,5,5,Fissidens bryoides var. esquirolii
12,12,12,12,Fissidens bryoides var. gymnandrus
5-10,10,5,5,Fissidens bryoides var. lateralis
6-12,12,6,6,Fissidens bryoides var. schmidii
5,5,5,5,Fissidens closteri subsp. kiushiuensis
5,5,5,5,Fissidens crassinervis
12,12,12,12,Fissidens crispulus
5,5,5,5,Fissidens crispus
12,12,12,12,Fissidens curvatoinvolutus
10-13,13,13,10,Fissidens curvatus
12-13-16,16,12,12,Fissidens dubius
8,8,8,8,Fissidens excedens
12,12,12,12,Fissidens exilis
10,10,10,10,Fissidens flabellatus
10,10,10,10,Fissidens flabellulus
10,10,10,10,Fissidens francii
12,12,12,12,Fissidens geminiflorus
10-12-14-16,16,14,10,Fissidens grandifrons
12,12,12,12,Fissidens gymnogynus
10,10,10,10,Fissidens hollianus
10,10,10,10,Fissidens hyalinus
8,8,8,8,Fissidens incognitus
12,12,12,12,Fissidens involutus
15,15,15,15,Fissidens laxus
12,12,12,12,Fissidens macrosporoides
5-10-12,12,10,5,Fissidens minutulus
10-12,12,12,10,Fissidens minutulus subsp. pusillus
12-16,16,12,12,Fissidens nobilis
12,12,12,12,Fissidens oblongifolius
10,10,10,10,Fissidens obscurirete
12,12,12,12,Fissidens obscurus
6,6,6,6,Fissidens obtusifolius
12-16,16,12,12,Fissidens osmundoides
12,12,12,12,Fissidens pallidus
12,12,12,12,Fissidens pauperculus
6-12-16,16,12,6,Fissidens polypodioides
10,10,10,10,Fissidens protonematicola
10-12,12,10,10,Fissidens rambii
10,10,10,10,Fissidens serratus
8-12,12,8,8,Fissidens subbasilaris
9-12,12,12,9,Fissidens taxifolius
8-12,12,12,8,Fissidens teysmannianus
5-10,10,5,5,Fissidens tosaensis
12,12,12,12,Fissidens virens
6,6,6,6,Fissidens walkeri var. elimbatus
6-12-14,14,6,6,Fissidens zippelianus
12,12,12,12,Fissidens zollingeri
6,6,6,6,Fleischerobryum longicolle
11,11,11,11,Floribundaria floribunda
11,11,11,11,Floribundaria pseudofloribunda
6,6,6,6,Folioceros miyabenus
8-11,11,8,8,Fontinalis antipyretica
10,10,10,10,Fontinalis neomexicana
11,11,11,11,Fontinalis squamosa
11,11,11,11,Forsstroemia cryphaeoides
11,11,11,11,Forsstroemia neckeroides
10,10,10,10,Forsstroemia trichomitria
9,9,9,9,Fossombronia alaskana
9,9,9,9,Fossombronia angulosa
8-9,9,9,8,Fossombronia caespitiformis
4-9,9,9,4,Fossombronia cristula
9,9,9,9,Fossombronia foveolata
8,8,8,8,Fossombronia husnotii
8,8,8,8,Fossombronia incurva
8,8,8,8,Fossombronia longiseta
9,9,9,9,Fossombronia lophoclada
8-9,9,8,8,Fossombronia pusilla
8-9,9,8,8,Fossombronia wondraczekii
8-9,9,8,8,Frullania amplicrania
9,9,9,9,Frullania aoshimensis
9,9,9,9,Frullania apiculata
9,9,9,9,Frullania asagrayana
9,9,9,9,Frullania bolanderi
8-9,9,8,8,Frullania bonincola
8-9,9,8,8,Frullania brittoniae
8-9-10,10,9,8,Frullania brittoniae subsp. truncatifolia
9,9,9,9,Frullania brotheri
9,9,9,9,Frullania californica
9,9,9,9,Frullania catalinae
9,9,9,9,Frullania cobrensis
9,9,9,9,Frullania cucullata
9,9,9,9,Frullania densiloba
8-9,9,8,8,Frullania dilatata
9,9,9,9,Frullania diversitexta
9,9,9,9,Frullania donnellii
8-9,9,8,8,Frullania eboracensis
8-9,9,8,8,Frullania ericoides
8-9,9,8,8,Frullania fauriana
9,9,9,9,Frullania fengyangshanensis
9,9,9,9,Frullania fragilifolia
9,9,9,9,Frullania franciscana
8-9,9,9,8,Frullania hamatiloba
9-10,10,9,9,Frullania inflata
9,9,9,9,Frullania intumescens
17,17,17,17,Frullania jackii
8-9,9,8,8,Frullania jackii subsp. japonica
8-9,9,8,8,Frullania kagoshimensis
9,9,9,9,Frullania kunzei
9,9,9,9,Frullania meyeniana
9,9,9,9,Frullania moniliata
9,9,9,9,Frullania motoyana
8-9-10,10,9,8,Frullania muscicola
8-9,9,8,8,Frullania nepalensis
9,9,9,9,Frullania nisquallensis
9,9,9,9,Frullania nodulosa
9,9,9,9,Frullania oakesiana
9,9,9,9,Frullania obcordata
9,9,9,9,Frullania obscurifolia
8-9,9,8,8,Frullania ornithocephala
8-9,9,8,8,Frullania osumiensis
8-9,9,8,8,Frullania parvistipula
8-9,9,9,8,Frullania pedicellata
10,10,10,10,Frullania plana
9,9,9,9,Frullania ramuligera
9,9,9,9,Frullania repandistipula
8-9,9,8,8,Frullania retusa
9,9,9,9,Frullania riojaneirensis
9,9,9,9,Frullania riparia
8-9,9,9,8,Frullania sackawana
8,8,8,8,Frullania serrata
9,9,9,9,Frullania squarrosa
8-9,9,9,8,Frullania tamarisci
9,9,9,9,Frullania tamarisci subsp. obscura
9,9,9,9,Frullania taradakensis
8-9,9,8,8,Frullania usamiensis
21,21,,21,Frullania valida
28,28,28,28,Funaria arctica
10,10,10,10,Funaria flavicans
14-26-28-56,56,28,14,Funaria hygrometrica
14,14,14,14,Funaria hygrometrica var. calvescens
28,28,28,28,Funaria muhlenbergii
26,26,26,26,Funaria obtusa
28,28,28,28,Funaria polaris
26,26,26,26,Funaria pulchella
28,28,28,28,Funaria serrata
14-24-26-28,28,24,14,Funaria wallichii
21-28,28,21,21,Funaria wijkii
5,5,5,5,Funariella curviseta
9,9,9,9,Gackstroemia magellanica
12-13,13,13,12,Garckea flexuosa
12,12,12,12,Garckea phascoides
10,10,10,10,Gemmabryum apiculatum
9,9,9,9,Geocalyx lancistipulus
9,9,9,9,Geothallus tuberosus
7,7,7,7,Glyphothecium sciuroides
10,10,10,10,Gollania arisanensis
10-11,11,10,10,Gollania clarescens
7-10,10,10,7,Gollania neckerella
10,10,10,10,Gollania philippinensis
11,11,11,11,Gollania robusta
10-11,11,10,10,Gollania ruginosa
11,11,11,11,Gollania schensiana
10-11,11,10,10,Gollania varians
9,9,9,9,Gongylanthus ericetorum
13,13,13,13,Grimmia alpestris
13-14-26,26,14,13,Grimmia anodon
13,13,13,13,Grimmia atrata
12-13,13,13,12,Grimmia donniana
13,13,13,13,Grimmia donniana subsp. arenaria
13,13,13,13,Grimmia elatior
10-13,13,13,10,Grimmia funalis
13,13,13,13,Grimmia fuscolutea
13,13,13,13,Grimmia hartmanii
12,12,12,12,Grimmia indica
13-26,26,13,13,Grimmia laevigata
12-13-14,14,13,12,Grimmia longirostris
13,13,13,13,Grimmia macrotheca
13,13,13,13,Grimmia mollis
14,14,14,14,Grimmia muehlenbeckii
26,26,26,26,Grimmia orbicularis
10-13-22,22,13,10,Grimmia ovalis
9,9,9,9,Grimmia pilifera
26,26,26,26,Grimmia plagiopodia
13-14-26,26,26,13,Grimmia pulvinata
22,22,22,22,Grimmia ramondii
13,13,13,13,Grimmia reflexidens
13,13,13,13,Grimmia syntrichiacea
13,13,13,13,Grimmia tergestina
14,14,14,14,Grimmia tergestina var. poecilostoma
13-26,26,13,13,Grimmia trichophylla
20,20,20,20,Grimmia unicolor
8-9,9,9,8,Gymnocolea inflata
9,9,9,9,Gymnomitrion concinnatum
13,13,13,13,Gymnostomiella longinervis
13,13,13,13,Gymnostomum aeruginosum
13,13,13,13,Gymnostomum aurantiacum
13,13,13,13,Gymnostomum calcareum
13,13,13,13,Gyroweisia tenuis
11-12,12,11,11,Hamatocaulis vernicosus
8-10-11,11,10,8,Haplocladium microphyllum
11,11,11,11,Haplocladium microphyllum subsp. capillatum
10,10,10,10,Haplocladium microphyllum subsp. virginianum
11,11,11,11,Haplocladium strictulum
10-11,11,10,10,Haplocladium subulaceum
10,10,10,10,Haplocladium subulaceum var. subulatum
11,11,11,11,Haplocladium virginianum
10-19,19,10,10,Haplodon wormskioldii
11,11,11,11,Haplohymenium pseudotriste
11,11,11,11,Haplohymenium sieboldii
11,11,11,11,Haplohymenium triste
8-9,9,8,8,Haplomitrium blumei
9,9,9,9,Haplomitrium chilensis
8-9,9,9,8,Haplomitrium hookeri
9,9,9,9,Haplomitrium mnioides
9,9,9,9,Hattoria yakushimensis
8,8,8,8,Hattorianthus erimonus
10-11-21-22,22,21,10,Hedwigia ciliata
11,11,11,11,Helicodontium doii
12,12,12,12,Helodium blandowii
11,11,11,11,Helodium sachalinense
26,26,26,26,Hennediella heimii
50,50,50,50,Hennediella heimii var. arctica
9,9,9,9,Herbertus aduncus
9,9,9,9,Herbertus dicranus
9,9,9,9,Herbertus longifissus
9,9,9,9,Herbertus sakuraii
10-11,11,11,10,Herpetineuron toccoae
11-12,12,12,11,Herzogiella perrobusta
6-10-11,11,10,6,Herzogiella seligeri
11,11,11,11,Herzogiella striatella
11-13,13,11,11,Herzogiella turfacea
20,20,20,20,Heterocladium macounii
10,10,10,10,Heterocladium procurrens
11,11,11,11,Heterophyllium affine
11,11,11,11,Heterophyllium brachycarpum
11-22,22,11,11,Heterophyllium haldanianum
9,9,9,9,Heterophyllium helvaticum
9,9,9,9,Heteroscyphus argutus
9,9,9,9,Heteroscyphus bescherellei
9,9,9,9,Heteroscyphus coalitus
9,9,9,9,Heteroscyphus decurrens
9,9,9,9,Heteroscyphus planus
8-9,9,8,8,Heteroscyphus tener
10,10,10,10,Holomitrium perichaetiale
11,11,11,11,Homalia japonica
10-11,11,11,10,Homalia trichomanoides
10,10,10,10,Homaliadelphus targionianus
11,11,11,11,Homaliodendron exiguum
10,10,10,10,Homaliodendron scalpellifolium
10,10,10,10,Homalotheciella subcapillata
10,10,10,10,Homalothecium aureum
10,10,10,10,Homalothecium geheebii
11,11,11,11,Homalothecium laevisetum
10,10,10,10,Homalothecium lutescens
10-16,16,10,10,Homalothecium lutescens subsp. fulgescens
12,12,12,12,Homalothecium nevadense
8-10-16,16,8,8,Homalothecium philippeanum
8-9-10-11-13,13,10,8,Homalothecium sericeum
22,22,22,22,Homomallium andoi
12,12,12,12,Homomallium incurvatum
11,11,11,11,Homomallium mexicanum
11-12,12,12,11,Homomallium simlaense
7-10-11-12-20,20,11,7,Hookeria acutifolia
11-12,12,12,11,Hookeria lucens
13,13,13,13,Hydrogonium arcuatum
13,13,13,13,Hydrogonium comosum
10-13,13,13,10,Hydrogonium consanguineum
13,13,13,13,Hydrogonium ehrenbergii
13,13,13,13,Hydrogonium gangeticum
13-15,15,13,13,Hydrogonium gracilentum
13,13,13,13,Hydrogonium javanicum
13,13,13,13,Hydrogonium leucodontoides
13,13,13,13,Hydrogonium mamatkulovii
13,13,13,13,Hydrogonium sordidum
13-15,15,13,13,Hydrogonium subpellucidum
20,20,20,20,Hygroamblystegium fluviatile
20,20,20,20,Hygroamblystegium orthocladon
12-20-30,30,20,12,Hygroamblystegium tenax
10-11,11,11,10,Hygrohypnum duriusculum
8-11,11,8,8,Hygrohypnum eugyrium
10-11,11,10,10,Hygrohypnum luridum
10-11,11,10,10,Hygrohypnum ochraceum
11,11,11,11,Hygrohypnum polare
7,7,7,7,Hylocomiastrum umbratum
10,10,10,10,Hylocomiopsis ovicarpa
6-7-10,10,6,6,Hylocomium brevirostre var. cavifolium
8,8,8,8,Hylocomium flagellare
9-12,12,12,9,Hylocomium pyrenaicum
10-11-12,12,11,10,Hylocomium splendens
8,8,8,8,Hymenophyton flabellatum
8-13,13,13,8,Hymenostomum edentulum
13,13,13,13,Hymenostylium filiforme
13,13,13,13,Hymenostylium recurvirostrum
8,8,8,8,Hyocomium armoricum
7-13,13,13,7,Hyophila involuta
13,13,13,13,Hyophila rosea
13,13,13,13,Hyophila spathulata
13-26,26,13,13,Hyophiladelphus agrarius
9,9,9,9,Hypnodendron arcuatum
5,5,5,5,Hypnodendron colensoi
4,4,4,4,Hypnodendron comatum
4,4,4,4,Hypnodendron comosum
4,4,4,4,Hypnodendron dendroides
5,5,5,5,Hypnodendron diversifolium
9,9,9,9,Hypnodendron kerrii
9,9,9,9,Hypnodendron marginatum
4-5,5,4,4,Hypnodendron menziesii
5,5,5,5,Hypnodendron reinwardtii
9,9,9,9,Hypnodendron spininervium
9,9,9,9,Hypnodendron vitiense
10,10,10,10,Hypnum andoi
10,10,10,10,Hypnum callichroum
6-12,12,6,6,Hypnum circinale
9-10-11-16,16,10,9,Hypnum cupressiforme
10,10,10,10,Hypnum cupressiforme var. lacunosum
10,10,10,10,Hypnum cupressiforme var. resupinatum
10-11,11,10,10,Hypnum curvifolium
6,6,6,6,Hypnum dieckei
10,10,10,10,Hypnum erectiusculum
11,11,11,11,Hypnum fertile
10,10,10,10,Hypnum fujiyamae
7-11,11,7,7,Hypnum imponens
10,10,10,10,Hypnum jutlandicum
6-7-8,8,7,6,Hypnum oldhamii
10-11,11,11,10,Hypnum pallescens
6-9-10,10,10,6,Hypnum plumaeforme
10,10,10,10,Hypnum plumaeforme var. minus
10,10,10,10,Hypnum pratense
14,14,14,14,Hypnum revolutum
8,8,8,8,Hypnum sakuraii
10-11,11,11,10,Hypnum subimponens
10,10,10,10,Hypnum tristoviride
6,6,6,6,Hypopterygium didictyon
9-18,18,9,9,Hypopterygium flavolimbatum
9-18,18,,9,Hypopterygium rotulatum
18,18,18,18,Hypopterygium tamariscinum
10,10,10,10,Isocladiella surcularis
11,11,11,11,Isopterygiopsis muelleriana
10-11-22,22,11,10,Isopterygiopsis pulchella
10-11,11,11,10,Isopterygium albescens
11-12,12,11,11,Isopterygium distichaceum
12,12,12,12,Isopterygium lignicola
10-11,11,10,10,Isopterygium minutirameum
12,12,12,12,Isopterygium pallidulum
11,11,11,11,Isopterygium pohliaecarpum
22,22,22,22,Isopterygium serrulatum
12,12,12,12,Isopterygium tenerum
9,9,9,9,Isotachis intortifolia
8-9,9,9,8,Isotachis japonica
10-11,11,11,10,Isothecium alopecuroides
10,10,10,10,Isothecium hakkodense
10-11,11,11,10,Isothecium myosuroides
10,10,10,10,Isothecium spiculiferum
11,11,11,11,Isothecium striatulum
8-9,9,8,8,Jackiella javanica
9,9,9,9,Jamesoniella autumnalis
8,8,8,8,Jamesoniella nipponica
4,4,4,4,Jensenia decipiens
8,8,8,8,Jensenia zollingeri
9,9,9,9,Jubula hutchinsiae
9,9,9,9,Jubula hutchinsiae subsp. javanica
9,9,9,9,Jubula japonica
9,9,9,9,Jubula pennsylvanica
9,9,9,9,Jungermannia amakawana
9,9,9,9,Jungermannia atrovirens
9,9,9,9,Jungermannia comata
8-9,9,8,8,Jungermannia confertissima
9,9,9,9,Jungermannia cyclops
9,9,9,9,Jungermannia exsertifolia
9,9,9,9,Jungermannia fauriana
9,9,9,9,Jungermannia fusiformis
9,9,9,9,Jungermannia glaucum
9,9,9,9,Jungermannia gracillima
9,9,9,9,Jungermannia hattoriana
9,9,9,9,Jungermannia hyalina
9,9,9,9,Jungermannia infusca
9,9,9,9,Jungermannia koreana
16-17-18,18,17,16,Jungermannia leiantha
18,18,18,18,Jungermannia obovata
9,9,9,9,Jungermannia paroica
9,9,9,9,Jungermannia plagiochiloides
9,9,9,9,Jungermannia pyriflora
9,9,9,9,Jungermannia radicellosa
9,9,9,9,Jungermannia rosulans
9,9,9,9,Jungermannia rubripunctata
9,9,9,9,Jungermannia rupicola
8-9-18,18,9,8,Jungermannia sphaerocarpa
9,9,9,9,Jungermannia subelliptica
9,9,9,9,Jungermannia subulata
9,9,9,9,Jungermannia tetragona
9,9,9,9,Jungermannia truncata
9,9,9,9,Jungermannia virgata
9,9,9,9,Jungermannia vulcanicola
7-8-13-14,14,13,7,Kiaeria blyttii
7-14,14,7,7,Kiaeria falcata
7-13-14,14,14,7,Kiaeria starkei
6-8-10-11,11,8,6,Kindbergia praelonga
10,10,10,10,Kurzia setacea
10,10,10,10,Kurzia sylvatica
10,10,10,10,Kurzia trichoclados
8,8,8,8,Leiocolea badensis
9,9,9,9,Lejeunea boninensis
10,10,10,10,Lejeunea cavifolia
9,9,9,9,Lejeunea compacta
8,8,8,8,Lejeunea discreta
9,9,9,9,Lejeunea flava
9,9,9,9,Lejeunea japonica
9,9,9,9,Lejeunea laii
9,9,9,9,Lejeunea parva
10,10,10,10,Lembophyllum divulsum
10,10,10,10,Lembophyllum divulsum var. clandestinum
8-9,9,8,8,Lepidozia filamentosa
8,8,8,8,Lepidozia pearsonii
8-9-10,10,9,8,Lepidozia reptans
9,9,9,9,Lepidozia vitrea
20-21-22,22,20,20,Leptobryum pyriforme
20,20,20,20,Leptodictyum kochii
10-20-24-40,40,24,10,Leptodictyum riparium
7-11,11,11,7,Leptodon smithii
13,13,13,13,Leptodontium viticulosoides
10,10,10,10,Leptohymenium tenue
9,9,9,9,Leptolejeunea elliptica
8-9,9,8,8,Leptoscyphus expansus
6-12,12,6,6,Leptostomum inclinans
10-20,20,10,10,Leptotheca gaudichaudii
8-16,16,8,8,Lescuraea baileyi
9-11,11,9,9,Lescuraea incurvata
9,9,9,9,Lescuraea mutabilis var. saxicola
11,11,11,11,Lescuraea patens
9,9,9,9,Lescuraea saxicola
8,8,8,8,Lescuraea stenophylla
11,11,11,11,Leskea gracilescens
22,22,22,22,Leskea hyloapiculata
10-11,11,11,10,Leskea obscura
11,11,11,11,Leskea perstricta
10-11,11,11,10,Leskea polycarpa
11,11,11,11,Leskeella nervosa
9,9,9,9,Lethocolea glossophylla
6,6,6,6,Leucobryum albidum
11,11,11,11,Leucobryum bowringii
6-11-14,14,11,6,Leucobryum glaucum
11,11,11,11,Leucobryum neilgherrense
11,11,11,11,Leucobryum scabrum
10,10,10,10,Leucodon brachypus
10,10,10,10,Leucodon exaltatus
10-11,11,10,10,Leucodon immersus
10,10,10,10,Leucodon julaceus
10,10,10,10,Leucodon nipponicus
9-10-11,11,10,9,Leucodon sciuroides
9-10-11,11,9,9,Leucodon secundus
9,9,9,9,Leucolejeunea xanthocarpa
5,5,5,5,Leucolepis menziesii
11-21-22,22,21,11,Levierella neckeroides
11,11,11,11,Limbella fryei
11,11,11,11,Limbella tricostata
14,14,14,14,Limnobium laevigatum
12,12,12,12,Limnobium spongia
10-11-12-22,22,12,10,Lindbergia duthiei
22,22,22,22,Lindbergia koelzii
11,11,11,11,Lindbergia serrulata
10,10,10,10,Lindbergia sinensis
8,8,8,8,Lobatiriccardia alterniloba
25-26-42,42,26,25,Loiseaubryum nutans
8-9-18,18,9,8,Lophocolea bidentata
8,8,8,8,Lophocolea bispinosa
9,9,9,9,Lophocolea compacta
9,9,9,9,Lophocolea formosana
9,9,9,9,Lophocolea heterophylla
9,9,9,9,Lophocolea minor
8,8,8,8,Lophocolea semiteres
9,9,9,9,Lophocolea textilis
9,9,9,9,Lopholejeunea aberrantia
8-9,9,8,8,Lophozia badensis
9,9,9,9,Lophozia bantriensis
9,9,9,9,Lophozia capitata
8-9,9,9,8,Lophozia collaris
18-27,27,18,18,Lophozia excisa
9,9,9,9,Lophozia formosana
9,9,9,9,Lophozia gillmanii
14,14,14,14,Lophozia grandiretis
9,9,9,9,Lophozia heterocolpos
7-8-9,9,8,7,Lophozia incisa
9,9,9,9,Lophozia laxa
9,9,9,9,Lophozia longidens
8,8,8,8,Lophozia obtusa
18,18,18,18,Lophozia opacifolia
9-18,18,9,9,Lophozia polaris
9,9,9,9,Lophozia sudetica
9,9,9,9,Lophozia undulata
8-9,9,9,8,Lophozia ventricosa
9,9,9,9,Lophozia wenzelii
12,12,12,12,Lopidium concinnum
11,11,11,11,Lopidium struthiopteris
8-9,9,8,8,Lunularia cruciata
7,7,7,7,Lyellia crispa
11,11,11,11,Macrocoma tenuis
8-9,9,9,8,Macromitrium archeri
8,8,8,8,Macromitrium brachypodium
10,10,10,10,Macromitrium brevicaule
10-11,11,10,10,Macromitrium caloblastoides
11,11,11,11,Macromitrium ferriei
8,8,8,8,Macromitrium funiforme
9,9,9,9,Macromitrium gracile
9,9,9,9,Macromitrium grossirete
11,11,11,11,Macromitrium gymnostomum
9,9,9,9,Macromitrium hemitrichodes
11,11,11,11,Macromitrium himalayanum
9,9,9,9,Macromitrium hortoniae
9,9,9,9,Macromitrium incurvifolium
8-9,9,8,8,Macromitrium involutifolium
9,9,9,9,Macromitrium involutifolium subsp. ptychomitrioides
11,11,11,11,Macromitrium japonicum
8,8,8,8,Macromitrium leratii
8-9,9,8,8,Macromitrium ligulaefolium
8-9,9,8,8,Macromitrium ligulare
6,6,6,6,Macromitrium longicaule
8-9,9,8,8,Macromitrium longipes
11,11,11,11,Macromitrium microstomum
7,7,7,7,Macromitrium orthostichum
9,9,9,9,Macromitrium peraristatum
9,9,9,9,Macromitrium prolongatum
8-9,9,9,8,Macromitrium repandum
9,9,9,9,Macromitrium salakanum
9,9,9,9,Macromitrium similirete
9,9,9,9,Macromitrium streimannii
6-7-8-9-10,10,8,6,Macromitrium submucronifolium
10,10,10,10,Macrothamnium macrocarpum
7-8-10-19,19,10,7,Macrothamnium submacrocarpum
8-9,9,8,8,Macvicaria ulophylla
9,9,9,9,Makinoa crispata
8-9,9,9,8,Mannia fragrans
9,9,9,9,Mannia levigata
9,9,9,9,Mannia pilosa
9,9,9,9,Mannia triandra
9,9,9,9,Marchantia alpestris
9,9,9,9,Marchantia berteroana
18,18,18,18,Marchantia breviloba
9,9,9,9,Marchantia chenopoda
9,9,9,9,Marchantia emarginata
9,9,9,9,Marchantia emarginata subsp. tosana
8,8,8,8,Marchantia formosana
18,18,18,18,Marchantia globosa
9,9,9,9,Marchantia novoguineensis
8-9,9,9,8,Marchantia paleacea
8-9,9,9,8,Marchantia paleacea subsp. diptera
9,9,9,9,Marchantia papillata
9,9,9,9,Marchantia pappeana
9,9,9,9,Marchantia pinnata
9,9,9,9,Marchantia polymorpha
9,9,9,9,Marchantia radiata
9,9,9,9,Marchantia streimannii
9,9,9,9,Marsupella emarginata
9,9,9,9,Marsupella yakushimensis
9,9,9,9,Mastigophora diclados
10-20,20,10,10,Meesia triquetra
13-14-15,15,14,13,Meesia uliginosa
7,7,7,7,Meiotrichum lyallii
13,13,13,13,Merceya longirostris
10,10,10,10,Mesochaete undulata
9,9,9,9,Mesoptychia sahlbergii
9,9,9,9,Metacalypogeia cordifolia
8,8,8,8,Metaneckera menziesii
11,11,11,11,Meteoriopsis reclinata
11,11,11,11,Meteoriopsis squarrosa
11,11,11,11,Meteoriopsis undulata
10,10,10,10,Meteorium buchananii subsp. helminthocladulum
11,11,11,11,Meteorium papillarioides
10,10,10,10,Meteorium subpolytrichum
9-17-18-19,19,17,9,Metzgeria conjugata
8,8,8,8,Metzgeria fruticulosa
9,9,9,9,Metzgeria furcata
8-9,9,8,8,Metzgeria leptoneura
8,8,8,8,Metzgeria pubescens
9,9,9,9,Metzgeria simplex
