Organism Scientific Name	Organism Common Name	Organism Qualifier	Taxonomy id	Assembly Name	Assembly Accession	Source	Annotation	Level	Contig N50	Size	Submission Date	Gene Count	BioProject	BioSample
Sinocyclocheilus anshuiensis		isolate: Anshui, sex: female	1608454	SAMN03320099.WGS_v1.1	GCF_001515605.1	RefSeq	NCBI Annotation Release 100	Scaffold	17271	1632701648	2015-12-14	52005	PRJNA274017	SAMN03320099
Sinocyclocheilus rhinocerous		isolate: Xijiao, sex: female	307959	SAMN03320098_v1.1	GCF_001515625.1	RefSeq	NCBI Annotation Release 100	Scaffold	18758	1655769822	2015-12-14	53875	PRJNA274017	SAMN03320098
Sinocyclocheilus grahami		isolate: Dianchi, sex: female	75366	SAMN03320097.WGS_v1.1	GCF_001515645.1	RefSeq	NCBI Annotation Release 100	Scaffold	29354	1750271176	2015-12-16	55200	PRJNA274017	SAMN03320097
Parus major	Great Tit	isolate: Abel, sex: male	9157	Parus_major1.1	GCF_001522545.3	RefSeq	NCBI Annotation Release 102	Chromosome	148693	1020293992	2019-01-15	19061	PRJNA208335	SAMN03083587
Protobothrops mucrosquamatus	Chinese habu	isolate: PMUCROS	103944	P.Mucros_1.0	GCF_001527695.2	RefSeq	From INSDC submitter	Scaffold	21948	1673859098	2016-01-22	22367	PRJDB4386	SAMD00043515
Cynara cardunculus var. scolymus	artichoke	isolate: 2C	59895	CcrdV1	GCF_001531365.1	RefSeq	NCBI Annotation Release 100	Chromosome	19399	725197765	2018-04-17	30288	PRJNA238069	SAMN03402638
Ananas comosus	pineapple	cultivar: F153	4615	ASM154086v1	GCF_001540865.1	RefSeq	NCBI Annotation Release 100	Chromosome	114399	381896302	2016-03-14	25758	PRJNA305080	SAMN04316497
Coturnix japonica	Japanese quail	isolate: 7356, sex: male	93934	Coturnix japonica 2.1	GCF_001577835.2	RefSeq	NCBI Annotation Release 101	Chromosome	511217	927640260	2016-03-01	20956	PRJNA292031	SAMN03989050
Atta colombica		isolate: Treedump-2	520822	Acol1.0	GCF_001594045.1	RefSeq	NCBI Annotation Release 100	Scaffold	15290	291257934	2016-03-25	11174	PRJNA292624	SAMN03982875
Trachymyrmex zeteki		isolate: Tzet28-1	64791	Tzet1.0	GCF_001594055.1	RefSeq	NCBI Annotation Release 100	Scaffold	52131	267973152	2016-03-31	12066	PRJNA292628	SAMN03982884
Cyphomyrmex costatus		isolate: MS0001	456900	Ccosl1.0	GCF_001594065.1	RefSeq	NCBI Annotation Release 100	Scaffold	74312	300316566	2016-03-25	12460	PRJNA292630	SAMN03982885
Trachymyrmex cornetzi		isolate: Tcor2-1	471704	Tcor1.0	GCF_001594075.1	RefSeq	NCBI Annotation Release 100	Scaffold	29356	369438293	2016-03-25	13851	PRJNA292627	SAMN03982882
Trachymyrmex septentrionalis		isolate: Tsep2-gDNA-1	34720	Tsep1.0	GCF_001594115.1	RefSeq	NCBI Annotation Release 100	Scaffold	14962	291747019	2016-03-25	12049	PRJNA292625	SAMN03982881
Miniopterus natalensis		isolate: MN2012-01, sex: male	291302	Mnat.v1	GCF_001595765.1	RefSeq	NCBI Annotation Release 100	Scaffold	29777	1803099001	2016-03-22	22993	PRJNA283550	SAMN03652541
Plasmodium reichenowi		strain: SY57	5854	ASM160185v1	GCF_001601855.1	RefSeq	From INSDC submitter	Chromosome	9004	20477502	2016-04-08	5255	PRJNA295394	SAMN04053640
Plasmodium gaboni		strain: SY75	647221	ASM160202v1	GCF_001602025.1	RefSeq	From INSDC submitter	Chromosome	17511	20356150	2016-04-08	5429	PRJNA295394	SAMN04053639
Lepidothrix coronata	blue-crowned manakin	isolate: B3197, sex: male	321398	Lepidothrix_coronata-1.0	GCF_001604755.1	RefSeq	NCBI Annotation Release 100	Scaffold	141849	1079577334	2016-03-31	18817	PRJNA300662	SAMN04274560
Dendrobium catenatum		sex: hermaphrodite	906689	ASM160598v2	GCF_001605985.2	RefSeq	NCBI Annotation Release 101	Scaffold	51736	1104107363	2017-12-12	26194	PRJNA262478	SAMN03083363
Xylona heveae TC161		strain: TC161	1328760	Xylona heveae TC161 v1.0	GCF_001619985.1	RefSeq	From INSDC submitter	Scaffold	360689	24337763	2016-04-14	8346	PRJNA200619	SAMN02744854
Daucus carota subsp. sativus		cultivar: DH1	79200	ASM162521v1	GCF_001625215.1	RefSeq	NCBI Annotation Release 100	Chromosome	56299	421101997	2016-05-06	36244	PRJNA268187	SAMN03216637
Branchiostoma belcheri	Belcher's lancelet	breed: outbred, isolate: BF01, sex: male	7741	Haploidv18h27	GCF_001625305.1	RefSeq	NCBI Annotation Release 100	Scaffold	47280	426108443	2016-04-21	26845	PRJNA214454	SAMN04869859
Quercus lobata	valley oak	isolate: SW786	97700	ValleyOak3.0	GCF_001633185.1	RefSeq	NCBI Annotation Release 100	Chromosome	965935	846070421	2019-01-11	45924	PRJNA308314	SAMN10584531
Cordyceps fumosorosea ARSEF 2679		strain: ARSEF 2679	1081104	ISF 1.0	GCF_001636725.1	RefSeq	From INSDC submitter	Scaffold	201388	33485962	2016-05-04	10061	PRJNA72737	SAMN04908328
Phycomyces blakesleeanus NRRL 1555(-)		strain: NRRL 1555(-)	763407	Phybl2	GCF_001638985.1	RefSeq	From INSDC submitter	Scaffold	370394	53939167	2016-05-06	16850	PRJNA61391	SAMN00189023
Sugiyamaella lignohabitans		strain: CBS 10342	796027	ASM164002v2	GCF_001640025.1	RefSeq	From INSDC submitter	Complete Genome	4956242	15938258	2016-05-06	5341	PRJNA308900	SAMN04417247
Lates calcarifer	barramundi perch	isolate: ASB-BC8, sex: male	8187	ASM164080v1	GCF_001640805.1	RefSeq	NCBI Annotation Release 100	Scaffold	1066117	668464831	2016-05-09	30780	PRJNA294489	SAMN04026617
Pseudogymnoascus destructans		strain: 20631-21	655981	ASM164126v1	GCF_001641265.1	RefSeq	From INSDC submitter	Scaffold	1168637	35818201	2016-05-10	9620	PRJNA276926	SAMN03382554
Paraphaeosphaeria sporulosa		strain: AP3s5-JAC2a	1460663	Parsp1	GCF_001642045.1	RefSeq	From INSDC submitter	Scaffold	447950	38464024	2016-05-11	14844	PRJNA239489	SAMN02745364
Alternaria alternata		strain: SRC1lrK2f	5599	Altal1	GCF_001642055.1	RefSeq	From INSDC submitter	Scaffold	1097884	32990834	2016-05-11	13577	PRJNA239482	SAMN02745592
Rhincodon typus	whale shark	isolate: Ralph, sex: male	259920	ASM164234v2	GCF_001642345.1	RefSeq	NCBI Annotation Release 100	Scaffold	144422	2931582701	2017-03-03	28769	PRJNA255419	SAMN04562461
Fonsecaea monophora		strain: CBS 269.37	254056	ASM164247v1	GCF_001642475.1	RefSeq	From INSDC submitter	Contig	268916	35229797	2016-05-11	12021	PRJNA312449	SAMN04498468
Fonsecaea nubica		strain: CBS 269.64	856822	ASM164696v1	GCF_001646965.1	RefSeq	From INSDC submitter	Scaffold	302482	33787447	2016-05-18	11717	PRJNA312449	SAMN04498467
Kryptolebias marmoratus	mangrove rivulus	isolate: JLee-2015, sex: hermaphrodite	37003	ASM164957v2	GCF_001649575.2	RefSeq	NCBI Annotation Release 102	Chromosome	57646	680638340	2020-11-16	25206	PRJNA626665	SAMN04622665
Fonsecaea erecta		strain: CBS 125763	1367422	ASM165198v1	GCF_001651985.1	RefSeq	From INSDC submitter	Scaffold	1716765	34747975	2016-05-25	12120	PRJNA312449	SAMN04497957
Ceratina calcarata		isolate: Rehan_Ccalc_2016, sex: pooled male and female	156304	ASM165200v1	GCF_001652005.1	RefSeq	NCBI Annotation Release 101	Scaffold	23399	199936949	2016-05-25	12316	PRJNA299559	SAMN04252592
Pochonia chlamydosporia 170		isolate: 170	1380566	ASM165323v2	GCF_001653235.2	RefSeq	From INSDC submitter	Chromosome	1984628	44215803	2017-07-10	14318	PRJNA310157	SAMN02296946
Purpureocillium lilacinum		isolate: PLFJ-1	33203	ASM165326v1	GCF_001653265.1	RefSeq	From INSDC submitter	Scaffold	150141	38534601	2016-05-27	11850	PRJNA308630	SAMN04404347
Drosophila navojoa		isolate: navoj_Jal97	7232	UFRJ_Dnav_4.2	GCF_001654015.2	RefSeq	NCBI Annotation Release 101	Scaffold	26679	147357603	2019-03-18	14245	PRJNA309833	SAMN04440794
Drosophila arizonae		isolate: ariz_Son04	7263	ASM165402v1	GCF_001654025.1	RefSeq	NCBI Annotation Release 100	Scaffold	15132	141386800	2016-05-09	13329	PRJNA309836	SAMN04440796
Hevea brasiliensis	rubber tree	cultivar: reyan7-33-97	3981	ASM165405v1	GCF_001654055.1	RefSeq	NCBI Annotation Release 100	Scaffold	60036	1373365927	2016-06-01	42686	PRJNA310386	SAMN04451765
Manihot esculenta	cassava	cultivar: AM560-2	3983	Manihot esculenta v6	GCF_001659605.1	RefSeq	NCBI Annotation Release 100	Chromosome	26694	582117524	2016-06-10	31954	PRJNA234389	SAMN04116956
Ictalurus punctatus	channel catfish	breed: USDA103, sex: female	7998	IpCoco_1.2	GCF_001660625.1	RefSeq	NCBI Annotation Release 100	Chromosome	77201	783258224	2016-06-21	27801	PRJNA281269	SAMN03486842
Pichia membranifaciens NRRL Y-2026		strain: NRRL Y-2026	763406	Picme2	GCF_001661235.1	RefSeq	From INSDC submitter	Scaffold	472039	11582150	2016-09-09	5701	PRJNA52937	SAMN00760710
Wickerhamomyces anomalus NRRL Y-366-8		strain: NRRL Y-366-8	683960	Wican1	GCF_001661255.1	RefSeq	From INSDC submitter	Scaffold	185283	14145566	2016-09-09	6575	PRJNA60493	SAMN00138384
Saitoella complicata NRRL Y-17804		strain: NRRL Y-17804	698492	Saico1	GCF_001661265.1	RefSeq	From INSDC submitter	Scaffold	289829	14136186	2016-09-09	7200	PRJNA62119	SAMN00760712
Babjeviella inositovora NRRL Y-12698		strain: NRRL Y-12698	984486	Babin1	GCF_001661335.1	RefSeq	From INSDC submitter	Scaffold	198400	15221050	2016-09-09	6795	PRJNA207852	SAMN00794393
Ascoidea rubescens DSM 1968		strain: DSM 1968	1344418	Ascru1	GCF_001661345.1	RefSeq	From INSDC submitter	Scaffold	171347	17503998	2016-09-15	6962	PRJNA207865	SAMN02746076
Hyphopichia burtonii NRRL Y-1933		strain: NRRL Y-1933	984485	Hypbu1	GCF_001661395.1	RefSeq	From INSDC submitter	Scaffold	114103	12403110	2016-09-15	6166	PRJNA207851	SAMN00794652
Cyberlindnera jadinii NRRL Y-1542		strain: NRRL Y-1542	983966	Cybja1	GCF_001661405.1	RefSeq	From INSDC submitter	Scaffold	111555	13018415	2016-09-15	6184	PRJNA196024	SAMN02616005
Suhomyces tanzawaensis NRRL Y-17324		strain: NRRL Y-17324	984487	Canta1	GCF_001661415.1	RefSeq	From INSDC submitter	Scaffold	183924	13136204	2016-09-15	6143	PRJNA207878	SAMN00794653
Pseudogymnoascus verrucosus		strain: UAMH 10579	342668	ASM166265v1	GCF_001662655.1	RefSeq	From INSDC submitter	Scaffold	255240	30174856	2016-06-24	10715	PRJNA276926	SAMN03382556
Xenopus laevis	African clawed frog	sex: female, strain: J	8355	Xenopus_laevis_v2	GCF_001663975.1	RefSeq	NCBI Annotation Release 100	Chromosome	19713	2718416252	2016-08-09	37031	PRJNA313213	SAMN04518361
Metschnikowia bicuspidata var. bicuspidata NRRL YB-4993		strain: NRRL YB-4993	869754	Metbi1	GCF_001664035.1	RefSeq	From INSDC submitter	Scaffold	62344	16055203	2016-06-17	6090	PRJNA207846	SAMN00773783
Ogataea polymorpha		strain: NCYC 495 leu1.1	460523	Hanpo2	GCF_001664045.1	RefSeq	From INSDC submitter	Contig	1302532	8974371	2016-06-17	5233	PRJNA50737	SAMN00726693
Colletotrichum higginsianum IMI 349063		strain: IMI 349063	759273	ASM167251v1	GCF_001672515.1	RefSeq	From INSDC submitter	Chromosome	5201688	50716103	2016-06-21	14650	PRJNA47061	SAMN04420120
Plasmodium coatneyi		strain: Hackeri	208452	ASM168000v1	GCF_001680005.1	RefSeq	From INSDC submitter	Chromosome	1997354	27685530	2016-07-06	5575	PRJNA315987	SAMN04571750
Chenopodium quinoa	quinoa	cultivar: QQ74	63459	ASM168347v1	GCF_001683475.1	RefSeq	NCBI Annotation Release 100	Scaffold	1787824	1333398936	2017-05-19	58882	PRJNA306026	SAMN04338310
Rhagoletis zephyria	snowberry fruit fly	isolate: East Lansing	28612	Rhagoletis_zephyria_1.0	GCF_001687245.1	RefSeq	NCBI Annotation Release 100	Scaffold	19348	1113962544	2016-07-19	29399	PRJNA321204	SAMN04977950
Rhinopithecus bieti	black snub-nosed monkey	isolate: Rb0, sex: male	61621	ASM169854v1	GCF_001698545.1	RefSeq	NCBI Annotation Release 100	Scaffold	36419	2977058395	2016-08-03	33187	PRJNA315476	SAMN02786331
Capra hircus	goat	breed: San Clemente, sex: male	9925	ARS1	GCF_001704415.1	RefSeq	NCBI Annotation Release 102	Chromosome	26244591	2922796603	2016-08-24	28921	PRJNA290100	SAMN03863711
Manacus vitellinus	golden-collared manakin	isolate: BGI_N305, sex: female	328815	ASM171598v3	GCF_001715985.3	RefSeq	NCBI Annotation Release 103	Scaffold	290580	1072328541	2019-07-03	16636	PRJNA335611	SAMN02299332
Cryptococcus wingfieldii CBS 7118		strain: CBS 7118	1295528	Tsuc_wing_CBS7118_V1	GCF_001720155.1	RefSeq	From INSDC submitter	Scaffold	373767	19969799	2016-09-06	8314	PRJNA200567	SAMN02086247
Cryptococcus amylolentus CBS 6039		strain: CBS 6039	1295533	Cryp_amyl_CBS6039_V3	GCF_001720205.1	RefSeq	From INSDC submitter	Scaffold	1273107	20254996	2016-09-06	8503	PRJNA200571	SAMN02086251
Crocodylus porosus	Australian saltwater crocodile	isolate: Cpor-Errol, sex: male	8502	CroPor_comp1	GCF_001723895.1	RefSeq	NCBI Annotation Release 100	Scaffold	34073	2049519336	2016-09-13	19551	PRJNA163131	SAMN03102602
Gavialis gangeticus	Gharial	isolate: Ggan-Ray, sex: female	94835	GavGan_comp1	GCF_001723915.1	RefSeq	NCBI Annotation Release 100	Scaffold	14799	2640775248	2016-09-13	18887	PRJNA172383	SAMN03102901
Penicillium arizonense		strain: CBS 141311	1835702	ASM177332v1	GCF_001773325.1	RefSeq	From INSDC submitter	Scaffold	681260	33729052	2016-10-18	12200	PRJNA318735	SAMN04884538
Aspergillus bombycis		strain: NRRL 26010	109264	ASM179269v1	GCF_001792695.1	RefSeq	From INSDC submitter	Contig	240792	37474605	2016-10-19	12263	PRJNA320549	SAMN04942831
Colletotrichum orchidophilum		strain: IMI 309357	1209926	CORC01	GCF_001831195.1	RefSeq	From INSDC submitter	Scaffold	284473	48556462	2016-10-21	14453	PRJNA342923	SAMN05771038
Bactrocera latifrons		isolate: USDA-ARS-PBARC rearing strain	174628	ASM185335v1	GCF_001853355.1	RefSeq	NCBI Annotation Release 100	Scaffold	31499	462489382	2016-10-25	14128	PRJNA338810	SAMN05727007
Bemisia tabaci	sweet potato whitefly	isolate: MEAM1	7038	ASM185493v1	GCF_001854935.1	RefSeq	NCBI Annotation Release 100	Scaffold	84501	615001830	2016-10-26	15283	PRJNA312470	SAMN04500967
Myzus persicae	green peach aphid	sex: female, strain: clone G006	13164	MPER_G0061.0	GCF_001856785.1	RefSeq	NCBI Annotation Release 100	Scaffold	218922	347296088	2016-09-19	17052	PRJNA319804	SAMN04909046
Pieris rapae	cabbage white	sex: male	64459	P_rapae_3842_assembly_v2	GCF_001856805.1	RefSeq	NCBI Annotation Release 100	Scaffold	54957	245871251	2016-10-16	13241	PRJNA318727	SAMN04866668
Panthera pardus	leopard	isolate: Maewha, sex: female	9691	PanPar1.0	GCF_001857705.1	RefSeq	NCBI Annotation Release 100	Scaffold	20993	2578002243	2016-11-16	34176	PRJNA306701	SAMN04347630
Oreochromis niloticus	Nile tilapia	isolate: F11D_XX, sex: female	8128	O_niloticus_UMD_NMBU	GCF_001858045.2	RefSeq	NCBI Annotation Release 104	Chromosome	2923640	1005664923	2018-06-29	42622	PRJNA344471	SAMN05859795
Cryptosporidium ubiquitum		isolate: 39726	857276	ASM186534v1	GCF_001865345.1	RefSeq	From INSDC submitter	Scaffold	310873	8970213	2016-11-03	3766	PRJNA246478	SAMN02768023
Lupinus angustifolius	narrow-leaved blue lupine	cultivar: Tanjil	3871	LupAngTanjil_v1.0	GCF_001865875.1	RefSeq	NCBI Annotation Release 100	Chromosome	48365	609203021	2016-11-16	38688	PRJNA299755	SAMN04215042
Asparagus officinalis	garden asparagus	sex: male	4686	Aspof.V1	GCF_001876935.1	RefSeq	NCBI Annotation Release 100	Chromosome	46553	1187538024	2017-02-06	32237	PRJNA317340	SAMN04606231
Nicotiana attenuata		strain: UT	49451	NIATTr2	GCF_001879085.1	RefSeq	NCBI Annotation Release 100	Chromosome	64201	2365682703	2016-11-15	39977	PRJNA316810	SAMN04590212
Ipomoea nil	Japanese morning glory	cultivar: Tokyo-kokei standard	35883	Asagao_1.1	GCF_001879475.1	RefSeq	NCBI Annotation Release 100	Scaffold	1873359	734803190	2016-09-01	47872	PRJDB4356	SAMD00022859
Diplodia corticola		strain: CBS 112549	236234	ASM188384v1	GCF_001883845.1	RefSeq	From INSDC submitter	Scaffold	271374	34986079	2016-11-18	10839	PRJNA325745	SAMN05253255
Hipposideros armiger	great roundleaf bat	isolate: ML-2016, sex: female	186990	ASM189008v1	GCF_001890085.1	RefSeq	NCBI Annotation Release 100	Scaffold	39863	2236564388	2016-12-06	25838	PRJNA267039	SAMN03177460
Penicilliopsis zonata CBS 506.65		strain: CBS 506.65	1073090	Aspzo1	GCF_001890105.1	RefSeq	From INSDC submitter	Scaffold	188319	26088231	2016-12-08	10027	PRJNA207688	SAMN02194405
Aspergillus glaucus CBS 516.65		strain: CBS 516.65	1160497	Aspgl1	GCF_001890805.1	RefSeq	From INSDC submitter	Scaffold	150165	27993362	2016-12-08	11429	PRJNA169684	SAMN02194406
Aspergillus aculeatus ATCC 16872		strain: ATCC 16872	690307	Aspac1	GCF_001890905.1	RefSeq	From INSDC submitter	Scaffold	256127	35424414	2016-12-08	11152	PRJNA82765	SAMN00788628
Hippocampus comes	tiger tail seahorse	isolate: QL1, sex: male	109280	H_comes_QL1_v1	GCF_001891065.1	RefSeq	NCBI Annotation Release 100	Scaffold	39546	493759415	2016-12-08	25926	PRJNA314292	SAMN04531611
Dermatophagoides pteronyssinus	European house dust mite	strain: airmid	6956	ASM190122v2	GCF_001901225.1	RefSeq	NCBI Annotation Release 100	Scaffold	68101	70764025	2017-06-21	11607	PRJNA353927	SAMN06062376
Talaromyces atroroseus		strain: IBT 11181	1441469	ASM190759v1	GCF_001907595.1	RefSeq	From INSDC submitter	Scaffold	376103	30858562	2016-12-16	9523	PRJNA275056	SAMN03339010
Aethina tumida	small hive beetle	isolate: BRL-Maryland	116153	Atum_1.0	GCF_001937115.1	RefSeq	NCBI Annotation Release 100	Contig	298879	234344249	2017-01-05	15858	PRJNA256171	SAMN06036204
Acanthaster planci	crown-of-thorns starfish	sex: male	133434	OKI-Apl_1.0	GCF_001949145.1	RefSeq	NCBI Annotation Release 100	Scaffold	49680	383843944	2016-12-20	18257	PRJDB3175	SAMD00054104
Monopterus albus	swamp eel	sex: male	43700	M_albus_1.0	GCF_001952655.1	RefSeq	NCBI Annotation Release 100	Scaffold	22239	684127526	2017-01-17	24055	PRJNA183073	SAMN06219872
Aegilops tauschii subsp. tauschii		cultivar: AL8/78	169297	Aet_MR_1.0	GCF_001957025.1	RefSeq	NCBI Annotation Release 100	Contig	468757	4327207513	2017-01-19	56362	PRJNA329335	SAMN05426520
Paralichthys olivaceus	Japanese flounder	breed: gynogenesis, sex: female	8255	Flounder_ref_guided_V1.0	GCF_001970005.1	RefSeq	NCBI Annotation Release 100	Scaffold	36690	643894737	2017-01-24	24832	PRJNA344006	SAMN05817825
Castor canadensis	American beaver	isolate: Ward, sex: male	51338	C.can genome v1.0	GCF_001984765.1	RefSeq	NCBI Annotation Release 100	Scaffold	273954	2518306565	2017-02-04	29510	PRJNA359140	SAMN06187566
Momordica charantia	bitter melon	strain: OHB3-1	3673	ASM199503v1	GCF_001995035.1	RefSeq	NCBI Annotation Release 100	Scaffold	25086	285613949	2016-12-26	21684	PRJDB4642	SAMD00048603
Pseudomyrmex gracilis		isolate: BER0280	219809	ASM200609v1	GCF_002006095.1	RefSeq	NCBI Annotation Release 100	Scaffold	38830	282776121	2017-02-23	12655	PRJNA268384	SAMN03219222
Spinacia oleracea	spinach	cultivar: Sp75	3562	ASM200726v1	GCF_002007265.1	RefSeq	NCBI Annotation Release 100	Scaffold	42560	869795571	2017-02-27	31764	PRJNA325593	SAMN05242642
Ailuropoda melanoleuca	giant panda	isolate: Jingjing, sex: female	9646	ASM200744v2	GCF_002007445.1	RefSeq	NCBI Annotation Release 103	Chromosome	127380	2444060653	2020-04-20	32950	PRJNA588422	SAMN04193337
Oncorhynchus kisutch	coho salmon	isolate: 150728-3, sex: female	8019	Okis_V2	GCF_002021735.2	RefSeq	NCBI Annotation Release 101	Chromosome	1159298	2375894934	2019-11-04	63465	PRJNA352719	SAMN05991263
Crassostrea virginica	eastern oyster	isolate: RU13XGHG1-28	6565	C_virginica-3.0	GCF_002022765.2	RefSeq	NCBI Annotation Release 100	Chromosome	1971208	684723884	2017-09-01	39505	PRJNA376014	SAMN06349363
Orbicella faveolata		isolate: FL, sex: hermaphrodite	48498	ofav_dov_v1	GCF_002042975.1	RefSeq	NCBI Annotation Release 100	Scaffold	12466	485532801	2017-03-20	30175	PRJNA378841	SAMN06562666
Numida meleagris	helmeted guineafowl	breed: g44 Domestic line, isolate: 19003, sex: male	8996	NumMel1.0	GCF_002078875.1	RefSeq	NCBI Annotation Release 100	Chromosome	234926	1043247365	2017-06-01	21846	PRJNA352321	SAMN05969731
Saccharomyces paradoxus		strain: CBS432	27291	ASM207905v1	GCF_002079055.1	RefSeq	From INSDC submitter	Chromosome	835812	12021328	2017-03-21	5840	PRJEB7245	SAMEA2757769
Trypanosoma theileri		isolate: Edinburgh	67003	Tth v3	GCF_002087225.1	RefSeq	From INSDC submitter	Scaffold	19119	29822211	2017-04-12	11312	PRJNA273795	SAMN03296061
Drosophila serrata		sex: pooled male and female, strain: Fors4	7274	Dser1.0	GCF_002093755.1	RefSeq	NCBI Annotation Release 100	Contig	942627	198035861	2017-04-14	16081	PRJNA355616	SAMN06092698
Babesia sp. Xinjiang		strain: Xinjiang	462227	B_xinjiang1.0	GCF_002095265.1	RefSeq	From INSDC submitter	Scaffold	439454	8447544	2017-04-18	3107	PRJNA329017	SAMN05389972
Phascolarctos cinereus	koala	isolate: Bilbo 61053, sex: female	38626	phaCin_unsw_v4.1	GCF_002099425.1	RefSeq	NCBI Annotation Release 100	Contig	11587828	3192565135	2017-04-18	32122	PRJNA359763	SAMN06198159
Odocoileus virginianus texanus		isolate: animal Pink-7, sex: male	9880	Ovir.te_1.0	GCF_002102435.1	RefSeq	NCBI Annotation Release 100	Scaffold	122019	2380489210	2017-04-20	31555	PRJNA317745	SAMN05363940
Kockovaella imperatae		strain: NRRL Y-17943	4999	Kocim1	GCF_002102565.1	RefSeq	From INSDC submitter	Contig	1071374	17465713	2017-04-20	7428	PRJNA334695	SAMN05445367
Lobosporangium transversale		strain: NRRL 3116	64571	Lobtra1	GCF_002105155.1	RefSeq	From INSDC submitter	Contig	672590	42768949	2017-04-20	11983	PRJNA330701	SAMN05421885
Acanthochromis polyacanthus	spiny chromis	ecotype: Palm Islands	80966	ASM210954v1	GCF_002109545.1	RefSeq	NCBI Annotation Release 100	Scaffold	16099	991584656	2017-04-25	27833	PRJNA311159	SAMN06347167
Mizuhopecten yessoensis	Yesso scallop	sex: male, strain: PY_sf001	6573	ASM211388v2	GCF_002113885.1	RefSeq	NCBI Annotation Release 100	Scaffold	65014	987568220	2017-06-12	27298	PRJNA259405	SAMN03013375
Malus domestica	apple	cultivar: Golden Delicious, isolate: X9273 #13	3750	ASM211411v1	GCF_002114115.1	RefSeq	NCBI Annotation Release 102	Chromosome	588895	702961352	2017-05-03	45408	PRJNA339703	SAMN05603590
Postia placenta MAD-698-R-SB12		strain: MAD-698-R-SB12	670580	PosplRSB12_1	GCF_002117355.1	RefSeq	From INSDC submitter	Scaffold	142602	42452888	2017-05-03	12716	PRJNA205990	SAMN02193972
Helianthus annuus	common sunflower	cultivar: XRQ/B	4232	HanXRQr2.0-SUNRISE	GCF_002127325.2	RefSeq	NCBI Annotation Release 101	Chromosome	2005037	3009595538	2020-07-15	83308	PRJNA345532	SAMN05868438
Helicoverpa armigera	cotton bollworm	isolate: Harm_GR_Male_#8, sex: male	29058	Harm_1.0	GCF_002156985.1	RefSeq	NCBI Annotation Release 100	Scaffold	23479	337072206	2017-05-22	15112	PRJNA378437	SAMN06608624
Plasmodium gonderi		strain: ATCC 30045	77519	Pgonderi_assembly01	GCF_002157705.1	RefSeq	From INSDC submitter	Scaffold	407559	32965758	2017-05-17	6010	PRJDB5590	SAMD00076127
Triticum dicoccoides	wild emmer wheat	ecotype: Zavitan, isolate: Atlit2015	85692	WEW_v2.0	GCF_002162155.1	RefSeq	NCBI Annotation Release 100	Chromosome	57364	10677929594	2019-02-04	102924	PRJNA310175	SAMN04448013
Herrania umbratica		cultivar: Fairchild	108875	ASM216827v2	GCF_002168275.1	RefSeq	NCBI Annotation Release 100	Scaffold	46150	234039246	2017-06-05	20744	PRJNA383741	SAMN06806157
Neomonachus schauinslandi	Hawaiian monk seal	sex: male	29088	ASM220157v1	GCF_002201575.1	RefSeq	NCBI Annotation Release 100	Scaffold	112698	2400917536	2017-06-20	24767	PRJNA384558	SAMN06841387
Meriones unguiculatus	Mongolian gerbil	sex: male, strain: 243	10047	MunDraft-v1.0	GCF_002204375.1	RefSeq	NCBI Annotation Release 100	Scaffold	46546	2523107715	2017-06-21	27686	PRJNA385619	SAMN06897401
Aedes aegypti	yellow fever mosquito	sex: male, strain: LVP_AGWG	7159	AaegL5.0	GCF_002204515.2	RefSeq	NCBI Annotation Release 101	Chromosome	11758062	1278715314	2017-06-22	19623	PRJNA318737	SAMN07177802
Prunus avium	sweet cherry	cultivar: Satonishiki	42229	PAV_r1.0	GCF_002207925.1	RefSeq	NCBI Annotation Release 100	Scaffold	28779	272361615	2017-06-12	30405	PRJDB4877	SAMD00052827
Panicum hallii		strain: FIL2	206008	PHallii_v3.1	GCF_002211085.1	RefSeq	NCBI Annotation Release 100	Chromosome	1111465	535889049	2018-05-01	31528	PRJNA250527	SAMN03003198
Folsomia candida		sex: female, strain: VU population	158441	ASM221717v1	GCF_002217175.1	RefSeq	NCBI Annotation Release 101	Scaffold	4885648	221702752	2017-07-12	27231	PRJNA299291	SAMN04196550
Drosophila obscura		strain: 14011-0151.01	7282	Dobs_1.0	GCF_002217835.1	RefSeq	NCBI Annotation Release 100	Scaffold	114814	181868570	2017-07-01	18302	PRJDB4578	SAMD00047210
Bathycoccus prasinos		strain: RCC 1105	41875	ASM222023v1	GCF_002220235.1	RefSeq	From INSDC submitter	Chromosome	663424	14958006	2012-11-22	7967	PRJEA71363	
Oryzias latipes	Japanese medaka	sex: male, strain: Hd-rR	8090	ASM223467v1	GCF_002234675.1	RefSeq	NCBI Annotation Release 103	Chromosome	2530934	734040372	2017-07-27	26845	PRJNA325079	SAMN06689957
Teleopsis dalmanni		isolate: 2A, sex: female	139649	ASM223713v2	GCF_002237135.1	RefSeq	NCBI Annotation Release 100	Chromosome	62489	623660103	2020-11-06	28488	PRJNA391339	SAMN07271145
Aspergillus thermomutatus		strain: HMR AF 39	41047	ASM223726v2	GCF_002237265.1	RefSeq	From INSDC submitter	Contig	93306	30945974	2018-09-12	9702	PRJNA388488	SAMN07177963
