	Species_name	Subspecies	Common Name	Family	Phase	sample_collected	sample_acquired	in_progress	insdc_submitted	sequencing_status	long_list	other_priority	family_representative
9	Abrornis pulchra		Buff-barred Warbler	Phylloscopidae		nan	nan	nan	nan	nan	B10K		
10	Abrornis subviridis		Brooks's Leaf Warbler	Phylloscopidae		nan	nan	nan	nan	nan	B10K		
21	Acanthis yemenensis		Yemen Linnet	Fringillidae		nan	nan	nan	nan	nan	B10K		
83	Accipiter superciliosus	superciliosus	Tiny Hawk	Accipitridae	Phase Genus	B10K	nan	nan	nan	sample_collected	B10K	B10K	
84	Accipiter tachiro	toussenelii	African Goshawk	Accipitridae	Phase Genus	B10K	nan	nan	nan	sample_collected	B10K	B10K	
89	Achaetops pycnopygius	pycnopygius	Rockrunner	Macrosphenidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
107	Acrocephalus astrolabii		Gambier Islands Warbler	Acrocephalidae		nan	nan	nan	nan	nan	B10K		
126	Acrocephalus nijoi		Aguijan Warbler	Acrocephalidae		nan	nan	nan	nan	nan	B10K		
138	Acrocephalus scirpaceus	baeticatus	Common Reed Warbler	Acrocephalidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
152	Actenoides lindsayi	lindsayi	Spotted Kingfisher	Alcedinidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
157	Actinodura sodangorum		Black-crowned Barwing	Leiothrichidae		nan	nan	nan	nan	nan	B10K		
161	Actophilornis albinucha		Madagascar Jacana	Jacanidae		nan	nan	nan	nan	nan	B10K		
178	Aegolius ridgwayi		Unspotted Saw-whet Owl	Strigidae		nan	nan	nan	nan	nan	B10K		
179	Aegotheles affinis		Allied Owlet-nightjar	Aegothelidae		nan	nan	nan	nan	nan	B10K		
186	Aegotheles salvadorii		Mountain Owlet-nightjar	Aegothelidae		nan	nan	nan	nan	nan	B10K		
193	Aerodramus amelis		Ameline Swiftlet	Apodidae		nan	nan	nan	nan	nan	B10K		
200	Aerodramus infuscatus		Moluccan Swiftlet	Apodidae		nan	nan	nan	nan	nan	B10K		
201	Aerodramus inquietus		Caroline Swiftlet	Apodidae		nan	nan	nan	nan	nan	B10K		
205	Aerodramus nuditarsus		Bare-legged Swiftlet	Apodidae		nan	nan	nan	nan	nan	B10K		
207	Aerodramus orientalis		Mayr's Swiftlet	Apodidae		nan	nan	nan	nan	nan	B10K		
209	Aerodramus pelewensis		Palau Swiftlet	Apodidae		nan	nan	nan	nan	nan	B10K		
213	Aerodramus unicolor		Indian Swiftlet	Apodidae		nan	nan	nan	nan	nan	B10K		
216	Aeronautes andecolus	andecolus	Andean Swift	Apodidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
217	Aeronautes montivagus		White-tipped Swift	Apodidae		nan	nan	nan	nan	nan	B10K		
218	Aeronautes saxatalis	saxatalis	White-throated Swift	Apodidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
223	Aethopyga bella		Handsome Sunbird	Nectariniidae		nan	nan	nan	nan	nan	B10K		
226	Aethopyga decorosa		McGregor's Sunbird	Nectariniidae		nan	nan	nan	nan	nan	B10K		
228	Aethopyga eximia		White-flanked Sunbird	Nectariniidae		nan	nan	nan	nan	nan	B10K		
231	Aethopyga guimarasensis		Ilongo Sunbird	Nectariniidae		nan	nan	nan	nan	nan	B10K		
232	Aethopyga ignicauda	flavescens	Fire-tailed Sunbird	Nectariniidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
233	Aethopyga jefferyi		Jeffery's Sunbird	Nectariniidae		nan	nan	nan	nan	nan	B10K		
235	Aethopyga magnifica		Magnificent Sunbird	Nectariniidae		nan	nan	nan	nan	nan	B10K		
236	Aethopyga mystacalis		Javan Sunbird	Nectariniidae		nan	nan	nan	nan	nan	B10K		
244	Aethopyga vigorsii		Vigors's Sunbird	Nectariniidae		nan	nan	nan	nan	nan	B10K		
261	Agelaius assimilis		Red-shouldered Blackbird	Icteridae		nan	nan	nan	nan	nan	B10K		
270	Agelasticus thilius	petersii	Yellow-winged Blackbird	Icteridae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
282	Agriornis micropterus	andecola	Gray-bellied Shrike Tyrant	Tyrannidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
283	Agriornis montanus	montanus	Black-billed Shrike Tyrant	Tyrannidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
294	Akialoa ellisiana		Oahu Akialoa	Fringillidae		nan	nan	nan	nan	nan	B10K		
295	Akialoa lanaiensis		Lanai Akialoa	Fringillidae		nan	nan	nan	nan	nan	B10K		
301	Alaemon hamertoni		Lesser Hoopoe Lark	Alaudidae		nan	nan	nan	nan	nan	B10K		
312	Alaudala somalica		Somali Short-toed Lark	Alaudidae		nan	nan	nan	nan	nan	B10K		
338	Alectroenas nitidissimus		Mauritius Blue Pigeon	Columbidae		nan	nan	nan	nan	nan	B10K		
346	Alethe diademata	castanea	White-tailed Alethe	Muscicapidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
354	Alopecoenas canifrons		Palau Ground Dove	Columbidae		nan	nan	nan	nan	nan	B10K		
357	Alopecoenas xanthonurus		White-throated Ground Dove	Columbidae		nan	nan	nan	nan	nan	B10K		
359	Alopecoenas hoedtii		Wetar Ground Dove	Columbidae		nan	nan	nan	nan	nan	B10K		
360	Alopecoenas jobiensis		White-bibbed Ground Dove	Columbidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
361	Alopecoenas kubaryi		White-fronted Ground Dove	Columbidae		nan	nan	nan	nan	nan	B10K		
362	Alopecoenas sanctaecrucis		Santa Cruz Ground Dove	Columbidae		nan	nan	nan	nan	nan	B10K		
363	Alopecoenas stairi		Friendly Ground Dove	Columbidae		nan	nan	nan	nan	nan	B10K		
381	Amaurolimnas concolor	guatemalensis	Uniform Crake	Rallidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
383	Amaurornis isabellina		Isabelline Bush-hen	Rallidae		nan	nan	nan	nan	nan	B10K		
384	Amaurornis magnirostris		Talaud Bush-hen	Rallidae		nan	nan	nan	nan	nan	B10K		
389	Amaurospiza carrizalensis		Carrizal Seedeater	Cardinalidae		nan	nan	nan	nan	nan	B10K		
405	Amazilia fimbriata	maculicauda	Glittering-throated Emerald	Trochilidae	Phase Genus	B10K	nan	nan	nan	sample_collected	B10K	B10K	
419	Amazilia viridigaster	cupreicauda	Green-bellied Hummingbird	Trochilidae	Phase Genus	B10K	nan	nan	nan	sample_collected	B10K	B10K	
424	Amazona amazonica	amazonica	Orange-winged Parrot	Psittacidae	Phase Genus	B10K	nan	nan	nan	sample_collected	B10K	B10K	
452	Amazonetta brasiliensis	ipecutiri	Brazilian Teal	Anatidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
461	Ammodramus humeralis	humeralis	Grassland Sparrow	Passerellidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
466	Ammomanopsis grayi	grayi	Gray's Lark	Alaudidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
468	Ammoperdix griseogularis		See-see Partridge	Phasianidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
491	Amytornis oweni		Sandhill Grasswren	Maluridae		nan	nan	nan	nan	nan	B10K		
518	Anas andium		Andean Teal	Anatidae		nan	nan	nan	nan	nan	B10K		
525	Anas eatoni		Kerguelen Pintail	Anatidae		nan	nan	nan	nan	nan	B10K		
558	Anhinga melanogaster	rufa	Oriental Darter	Anhingidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
579	Anser caerulescens	atlanticus	Snow Goose	Anatidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
581	Anser cygnoid		Swan Goose	Anatidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
582	Anser cygnoid		Swan Goose	Anatidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
602	Anthoscopus flavifrons		Forest Penduline Tit	Remizidae		nan	nan	nan	nan	nan	B10K		
607	Anthoscopus punctifrons		Sennar Penduline Tit	Remizidae		nan	nan	nan	nan	nan	B10K		
615	Anthracothorax nigricollis	nigricollis	Black-throated Mango	Trochilidae	Phase Genus	B10K	nan	nan	nan	sample_collected	B10K	B10K	
620	Anthreptes anchietae		Anchieta's Sunbird	Nectariniidae		nan	nan	nan	nan	nan	B10K		
621	Anthreptes aurantius		Violet-tailed Sunbird	Nectariniidae		nan	nan	nan	nan	nan	B10K		
622	Anthreptes gabonicus		Brown Sunbird	Nectariniidae		nan	nan	nan	nan	nan	B10K		
623	Anthreptes longuemarei		Western Violet-backed Sunbird	Nectariniidae		nan	nan	nan	nan	nan	B10K		
625	Anthreptes neglectus		Uluguru Violet-backed Sunbird	Nectariniidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
628	Anthreptes reichenowi		Plain-backed Sunbird	Nectariniidae		nan	nan	nan	nan	nan	B10K		
630	Anthreptes rubritorques		Banded Green Sunbird	Nectariniidae		nan	nan	nan	nan	nan	B10K		
634	Anthus australis		Australian Pipit	Motacillidae		nan	nan	nan	nan	nan	B10K		
636	Anthus bogotensis	shiptoni	Paramo Pipit	Motacillidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
639	Anthus campestris	campestris	Tawny Pipit	Motacillidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
643	Anthus correndera	correndera	Correndera Pipit	Motacillidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
645	Anthus furcatus	furcatus	Short-billed Pipit	Motacillidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
654	Anthus longicaudatus		Long-tailed Pipit	Motacillidae		nan	nan	nan	nan	nan	B10K		
655	Anthus lutescens	lutescens	Yellowish Pipit	Motacillidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
656	Anthus melindae		Malindi Pipit	Motacillidae		nan	nan	nan	nan	nan	B10K		
664	Anthus pseudosimilis		Kimberley Pipit	Motacillidae		nan	nan	nan	nan	nan	B10K		
667	Anthus rubescens	rubescens	American Pipit	Motacillidae	Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
670	Anthus sokokensis		Sokoke Pipit	Motacillidae		nan	nan	nan	nan	nan	B10K		
671	Anthus spinoletta	blakistoni	Water Pipit	Motacillidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
684	Antrostomus badius		Yucatan Nightjar	Caprimulgidae		nan	nan	nan	nan	nan	B10K		
687	Antrostomus cubanensis		Greater Antillean Nightjar	Caprimulgidae		nan	nan	nan	nan	nan	B10K		
688	Antrostomus noctitherus		Puerto Rican Nightjar	Caprimulgidae		nan	nan	nan	nan	nan	B10K		
698	Apalharpactes reinwardtii		Javan Trogon	Trogonidae		nan	nan	nan	nan	nan	B10K		
734	Aphrastura masafucrae		Masafuera Rayadito	Furnariidae		nan	nan	nan	nan	nan	B10K		
737	Aplonis atrifusca		Samoan Starling	Sturnidae		nan	nan	nan	nan	nan	B10K		
741	Aplonis corvina		Kosrae Starling	Sturnidae		nan	nan	nan	nan	nan	B10K		
742	Aplonis crassa		Tanimbar Starling	Sturnidae		nan	nan	nan	nan	nan	B10K		
743	Aplonis dichroa		Makira Starling	Sturnidae		nan	nan	nan	nan	nan	B10K		
744	Aplonis feadensis		Atoll Starling	Sturnidae		nan	nan	nan	nan	nan	B10K		
745	Aplonis fusca		Tasman Starling	Sturnidae		nan	nan	nan	nan	nan	B10K		
748	Aplonis magna		Long-tailed Starling	Sturnidae		nan	nan	nan	nan	nan	B10K		
749	Aplonis mavornata		Mysterious Starling	Sturnidae		nan	nan	nan	nan	nan	B10K		
752	Aplonis mysolensis		Moluccan Starling	Sturnidae		nan	nan	nan	nan	nan	B10K		
754	Aplonis opaca		Micronesian Starling	Sturnidae		nan	nan	nan	nan	nan	B10K		
757	Aplonis santovestris		Mountain Starling	Sturnidae		nan	nan	nan	nan	nan	B10K		
758	Aplonis striata		Striated Starling	Sturnidae		nan	nan	nan	nan	nan	B10K		
760	Aplonis zelandica		Rusty-winged Starling	Sturnidae		nan	nan	nan	nan	nan	B10K		
806	Ara severus	severa	Chestnut-fronted Macaw	Psittacidae	Phase Genus	B10K	nan	nan	nan	sample_collected	B10K	B10K	
822	Aramides calopterus		Red-winged Wood Rail	Rallidae		nan	nan	nan	nan	nan	B10K		
824	Aramides saracura		Slaty-breasted Wood Rail	Rallidae		nan	nan	nan	nan	nan	B10K		
825	Aramides wolfi		Brown Wood Rail	Rallidae		nan	nan	nan	nan	nan	B10K		
840	Arborophila campbelli		Campbell's Hill Partridge	Phasianidae		nan	nan	nan	nan	nan	B10K		
843	Arborophila davidi		Orange-necked Hill Partridge	Phasianidae		nan	nan	nan	nan	nan	B10K		
849	Arborophila rolli		Roll's Hill Partridge	Phasianidae		nan	nan	nan	nan	nan	B10K		
853	Arborophila sumatrana		Sumatran Hill Partridge	Phasianidae		nan	nan	nan	nan	nan	B10K		
871	Ardea sumatrana		Great-billed Heron	Ardeidae		nan	nan	nan	nan	nan	B10K		
887	Ardeotis denhami		Denham's Bustard	Otididae		nan	nan	nan	nan	nan	B10K		
888	Ardeotis heuglinii		Heuglin's Bustard	Otididae		nan	nan	nan	nan	nan	B10K		
890	Ardeotis ludwigii		Ludwig's Bustard	Otididae		nan	nan	nan	nan	nan	B10K		
892	Ardeotis nuba		Nubian Bustard	Otididae		nan	nan	nan	nan	nan	B10K		
921	Arremon flavirostris	dorbignii	Saffron-billed Sparrow	Passerellidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
924	Arremon phaeopleurus		Caracas Brush Finch	Passerellidae		nan	nan	nan	nan	nan	B10K		
934	Arremonops tocuyensis		Tocuyo Sparrow	Passerellidae		nan	nan	nan	nan	nan	B10K		
943	Artamus insignis		White-backed Woodswallow	Artamidae		nan	nan	nan	nan	nan	B10K		
946	Artamus mentalis		Fiji Woodswallow	Artamidae		nan	nan	nan	nan	nan	B10K		
948	Artamus monachus		Ivory-backed Woodswallow	Artamidae		nan	nan	nan	nan	nan	B10K		
960	Asio abyssinicus		African Long-eared Owl	Strigidae		nan	nan	nan	nan	nan	B10K		
964	Asio madagascariensis		Madagascar Long-eared Owl	Strigidae	Phase Genus	B10K	nan	nan	nan	sample_collected	B10K	B10K	
966	Asio stygius	stygius	Stygian Owl	Strigidae	Phase Genus	B10K	nan	nan	nan	sample_collected	B10K	B10K	
969	Asthenes baeri	baeri	Short-billed Canastero	Furnariidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
972	Asthenes dorbignyi	dorbignyi	Creamy-breasted Canastero	Furnariidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
983	Asthenes modesta	modesta	Cordilleran Canastero	Furnariidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
990	Asthenes sclateri	lilloi	Puna Canastero	Furnariidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
995	Astrapia brevicauda		Short-tailed Paradigalla	Paradisaeidae		nan	nan	nan	nan	nan	B10K		
996	Astrapia carunculata		Long-tailed Paradigalla	Paradisaeidae		nan	nan	nan	nan	nan	B10K		
1002	Atalotriccus pilaris	griseiceps	Pale-eyed Pygmy Tyrant	Pipromorphidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1014	Atlapetes albofrenatus		Moustached Brush Finch	Passerellidae		nan	nan	nan	nan	nan	B10K		
1015	Atlapetes blancae		Antioquia Brush Finch	Passerellidae		nan	nan	nan	nan	nan	B10K		
1016	Atlapetes canigenis		Cuzco Brush Finch	Passerellidae		nan	nan	nan	nan	nan	B10K		
1018	Atlapetes flaviceps		Yellow-headed Brush Finch	Passerellidae		nan	nan	nan	nan	nan	B10K		
1037	Atlapetes semirufus		Ochre-breasted Brush Finch	Passerellidae		nan	nan	nan	nan	nan	B10K		
1038	Atlapetes terborghi		Vilcabamba Brush Finch	Passerellidae		nan	nan	nan	nan	nan	B10K		
1059	Aulacorhynchus derbianus	osgoodi	Chestnut-tipped Toucanet	Ramphastidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1062	Aulacorhynchus prasinus	caeruleogularis	Emerald Toucanet	Ramphastidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1064	Aulacorhynchus whitelianus		Tepui Toucanet	Ramphastidae		nan	nan	nan	nan	nan	B10K		
1073	Automolus rufipileatus	rufipileatus	Chestnut-crowned Foliage Gleaner	Furnariidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1089	Aythya innotata		Madagascar Pochard	Anatidae		nan	nan	nan	nan	nan	B10K		
1114	Baryphthengus ruficapillus	semirufus	Rufous-capped Motmot	Momotidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1117	Basileuterus griseiceps		Gray-headed Warbler	Parulidae		nan	nan	nan	nan	nan	B10K		
1118	Basileuterus ignotus		Pirre Warbler	Parulidae		nan	nan	nan	nan	nan	B10K		
1125	Basilornis corythaix		Long-crested Myna	Sturnidae		nan	nan	nan	nan	nan	B10K		
1126	Basilornis galeatus		Helmeted Myna	Sturnidae		nan	nan	nan	nan	nan	B10K		
1150	Batrachostomus harterti		Dulit Frogmouth	Podargidae		nan	nan	nan	nan	nan	B10K		
1152	Batrachostomus javensis		Horsfield's Frogmouth	Podargidae		nan	nan	nan	nan	nan	B10K		
1154	Batrachostomus poliolophus		Short-tailed Frogmouth	Podargidae		nan	nan	nan	nan	nan	B10K		
1156	Batrachostomus stellatus		Gould's Frogmouth	Podargidae		nan	nan	nan	nan	nan	B10K		
1159	Bernieria madagascariensis		Bernieria	Bernieridae		B10K	nan	nan	nan	sample_collected	B10K		
1164	Bleda eximius	notatus	Green-tailed Bristlebill	Pycnonotidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1166	Bleda syndactylus	syndactylus	Red-tailed Bristlebill	Pycnonotidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1173	Bolbopsittacus lunulatus	lunulatus	Guaiabero	Psittaculidae	Phase Genus	B10K	nan	nan	nan	sample_collected	B10K	B10K	
1184	Bostrychia bocagei		São Tomé Ibis	Threskiornithidae		nan	nan	nan	nan	nan	B10K		
1185	Bostrychia carunculata		Wattled Ibis	Threskiornithidae		nan	nan	nan	nan	nan	B10K		
1188	Bostrychia olivacea		Olive Ibis	Threskiornithidae		nan	nan	nan	nan	nan	B10K		
1189	Bostrychia rara		Spot-breasted Ibis	Threskiornithidae		nan	nan	nan	nan	nan	B10K		
1196	Brachygalba goeringi		Pale-headed Jacamar	Galbulidae		nan	nan	nan	nan	nan	B10K		
1198	Brachygalba salmoni		Dusky-backed Jacamar	Galbulidae		nan	nan	nan	nan	nan	B10K		
1200	Brachypodius fuscoflavescens		Andaman Bulbul	Pycnonotidae		nan	nan	nan	nan	nan	B10K		
1211	Bradornis infuscatus	namaquensis	Chat Flycatcher	Muscicapidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1221	Bradypterus centralis		Eastern Rush Warbler	Locustellidae		nan	nan	nan	nan	nan	B10K		
1223	Bradypterus grandis		Dja River Warbler	Locustellidae		nan	nan	nan	nan	nan	B10K		
1251	Bubo coromandus		Dusky Eagle Owl	Strigidae		nan	nan	nan	nan	nan	B10K		
1253	Bubo leucostictus		Akun Eagle Owl	Strigidae		nan	nan	nan	nan	nan	B10K		
1258	Bubo shelleyi		Shelley's Eagle Owl	Strigidae		nan	nan	nan	nan	nan	B10K		
1267	Bucco noanamae		Sooty-capped Puffbird	Bucconidae		nan	nan	nan	nan	nan	B10K		
1279	Bulweria fallax		Jouanin's Petrel	Procellariidae		nan	nan	nan	nan	nan	B10K		
1320	Buteo trizonatus		Forest Buzzard	Accipitridae		nan	nan	nan	nan	nan	B10K		
1359	Cacicus latirostris		Band-tailed Oropendola	Icteridae		nan	nan	nan	nan	nan	B10K		
1365	Cacomantis heinrichi		Halmahera Cuckoo	Cuculidae		nan	nan	nan	nan	nan	B10K		
1367	Cacomantis passerinus		Grey-bellied Cuckoo	Cuculidae		nan	nan	nan	nan	nan	B10K		
1380	Calamonastes undosus		Miombo Wren Warbler	Cisticolidae		nan	nan	nan	nan	nan	B10K		
1395	Calendulauda erythrochlamys		Dune Lark	Alaudidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1427	Caliechthrus leucolophus		White-crowned Cuckoo	Cuculidae		nan	nan	nan	nan	nan	B10K		
1429	Caligavis obscura		Obscure Honeyeater	Meliphagidae		nan	nan	nan	nan	nan	B10K		
1483	Campephaga quiscalina		Purple-throated Cuckooshrike	Campephagidae		nan	nan	nan	nan	nan	B10K		
1524	Campylorhamphus pusillus	borealis	Brown-billed Scythebill	Dendrocolaptidae	Phase Genus	B10K	nan	nan	nan	sample_collected	B10K	B10K	
1530	Campylorhynchus griseus	griseus	Bicolored Wren	Troglodytidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1542	Cantorchilus leucotis	albipectus	Buff-breasted Wren	Troglodytidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1544	Cantorchilus modestus	zeledoni	Plain Wren	Troglodytidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1555	Capito hypoleucus		White-mantled Barbet	Ramphastidae		nan	nan	nan	nan	nan	B10K		
1563	Caprimulgus andamanicus		Andaman Nightjar	Caprimulgidae		nan	nan	nan	nan	nan	B10K		
1564	Caprimulgus asiaticus		Indian Nightjar	Caprimulgidae		nan	nan	nan	nan	nan	B10K		
1565	Caprimulgus atripennis		Jerdon's Nightjar	Caprimulgidae		nan	nan	nan	nan	nan	B10K		
1567	Caprimulgus celebensis		Sulawesi Nightjar	Caprimulgidae		nan	nan	nan	nan	nan	B10K		
1569	Caprimulgus clarus		Slender-tailed Nightjar	Caprimulgidae		nan	nan	nan	nan	nan	B10K		
1571	Caprimulgus concretus		Bonaparte's Nightjar	Caprimulgidae		nan	nan	nan	nan	nan	B10K		
1572	Caprimulgus donaldsoni		Donaldson Smith's Nightjar	Caprimulgidae		nan	nan	nan	nan	nan	B10K		
1580	Caprimulgus macrurus	manillensis	Large-tailed Nightjar	Caprimulgidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1584	Caprimulgus meesi		Mees's Nightjar	Caprimulgidae		nan	nan	nan	nan	nan	B10K		
1585	Caprimulgus natalensis		Swamp Nightjar	Caprimulgidae		nan	nan	nan	nan	nan	B10K		
1590	Caprimulgus pulchellus		Salvadori's Nightjar	Caprimulgidae		nan	nan	nan	nan	nan	B10K		
1593	Caprimulgus solala		Nechisar Nightjar	Caprimulgidae		nan	nan	nan	nan	nan	B10K		
1594	Caprimulgus stellatus		Star-spotted Nightjar	Caprimulgidae		nan	nan	nan	nan	nan	B10K		
1595	Caprimulgus tristigma		Freckled Nightjar	Caprimulgidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1599	Caracara lutosa		Guadalupe Caracara	Falconidae		nan	nan	nan	nan	nan	B10K		
1613	Carduelis carduelis	balcanica	European Goldfinch	Fringillidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1617	Carpococcyx radiceus		Bornean Ground Cuckoo	Cuculidae		nan	nan	nan	nan	nan	B10K		
1619	Carpococcyx viridis		Sumatran Ground Cuckoo	Cuculidae		nan	nan	nan	nan	nan	B10K		
1621	Carpodacus dubius		Chinese White-browed Rosefinch	Fringillidae		nan	nan	nan	nan	nan	B10K		
1635	Carpodacus stoliczkae		Pale Rosefinch	Fringillidae		nan	nan	nan	nan	nan	B10K		
1640	Carpodacus verreauxii		Sharpe's Rosefinch	Fringillidae		nan	nan	nan	nan	nan	B10K		
1642	Carpodacus waltoni		Pink-rumped Rosefinch	Fringillidae		nan	nan	nan	nan	nan	B10K		
1653	Caryothraustes celaeno		Crimson-collared Grosbeak	Cardinalidae		nan	nan	nan	nan	nan	B10K		
1659	Cassiculus melanicterus		Yellow-winged Cacique	Icteridae		nan	nan	nan	nan	nan	B10K		
1666	Catamenia inornata	inornata	Plain Seedeater	Thraupidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1680	Catharus guttatus	faxoni	Hermit Thrush	Turdidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1688	Ceblepyris caesius		Grey Cuckooshrike	Campephagidae		nan	nan	nan	nan	nan	B10K		
1689	Ceblepyris cinereus		Ashy Cuckooshrike	Campephagidae		nan	nan	nan	nan	nan	B10K		
1690	Ceblepyris graueri		Grauer's Cuckooshrike	Campephagidae		nan	nan	nan	nan	nan	B10K		
1691	Ceblepyris pectoralis		White-breasted Cuckooshrike	Campephagidae		nan	nan	nan	nan	nan	B10K		
1694	Cecropis badia		Rufous-bellied Swallow	Hirundinidae		nan	nan	nan	nan	nan	B10K		
1698	Cecropis senegalensis		Mosque Swallow	Hirundinidae		nan	nan	nan	nan	nan	B10K		
1699	Cecropis striolata	striolata	Striated Swallow	Hirundinidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1700	Celebesica abbotti		Pygmy Cuckooshrike	Campephagidae		nan	nan	nan	nan	nan	B10K		
1704	Celeus flavus	inornatus	Cream-colored Woodpecker	Picidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1709	Celeus ochraceus		Ochre-backed Woodpecker	Picidae		nan	nan	nan	nan	nan	B10K		
1711	Celeus torquatus	torquatus	Ringed Woodpecker	Picidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1718	Centropus anselli		Gabon Coucal	Cuculidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
1719	Centropus ateralbus		Pied Coucal	Cuculidae		nan	nan	nan	nan	nan	B10K		
1721	Centropus bernsteini		Lesser Black Coucal	Cuculidae		nan	nan	nan	nan	nan	B10K		
1722	Centropus celebensis		Bay Coucal	Cuculidae		nan	nan	nan	nan	nan	B10K		
1723	Centropus chalybeus		Biak Coucal	Cuculidae		nan	nan	nan	nan	nan	B10K		
1724	Centropus chlororhynchos		Green-billed Coucal	Cuculidae		nan	nan	nan	nan	nan	B10K		
1726	Centropus goliath		Goliath Coucal	Cuculidae		nan	nan	nan	nan	nan	B10K		
1728	Centropus leucogaster		Black-throated Coucal	Cuculidae		nan	nan	nan	nan	nan	B10K		
1729	Centropus melanops		Black-faced Coucal	Cuculidae		nan	nan	nan	nan	nan	B10K		
1730	Centropus menbeki		Greater Black Coucal	Cuculidae		nan	nan	nan	nan	nan	B10K		
1731	Centropus milo		Buff-headed Coucal	Cuculidae		nan	nan	nan	nan	nan	B10K		
1733	Centropus nigrorufus		Javan Coucal	Cuculidae		nan	nan	nan	nan	nan	B10K		
1735	Centropus rectunguis		Short-toed Coucal	Cuculidae		nan	nan	nan	nan	nan	B10K		
1739	Centropus superciliosus	burchellii	White-browed Coucal	Cuculidae	Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
1742	Centropus violaceus		Violaceous Coucal	Cuculidae		nan	nan	nan	nan	nan	B10K		
