available_samples_ready	common_name	desc	family	family_representative	family_representative_link	genome_notes	genus	infra_epithet	lab_work_status	marked_done	material_status	order_group	prefix	project_code	sample_count	scientific_name	sequencing_material_status_updated_at	sequencing_status	species_id	submitted_gals	taxon_group	taxon_id	taxon_uri	tissue_depleted	tissue_status	sequencing_status_simple	sequencing_status_dtol	sequencing_status_asg	sequencing_status_ergapi	sequencing_status_vgp	sequencing_status_blax	sequencing_status_durb	sequencing_status_rnd	sequencing_status_lawn	sequencing_status_berri	sequencing_status_meier	sequencing_status_misk	sample_collected	sample_acquired	in_progress
Yes	NOT_APPLICABLE	ACCEPTED	Plagiopylidae				Plagiopyla		[{'status': 'HIC_SUBMITTED', 'updated_at': '2023-02-07T20:00:23.417905'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2023-02-15T19:00:20.140234'}]			Plagiopylida	piPlaSpea	['ASG']	7	Plagiopyla sp. strain OYSTR		[{'updated_at': '2023-06-20T07:31:08.351162', 'name': 'HIC', 'status': 'COMPLETE'}, {'updated_at': '2023-05-12T08:23:03.067151', 'name': 'PACBIO', 'status': 'COMPLETE'}]	4504	UNIVERSITY OF BRITISH COLUMBIA	Ciliophora	2980485			Unk	in_progress		in_progress										ASG	ASG	ASG
Yes		ACCEPTED	Gnomoniaceae				Plagiostoma		[{'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-10-10T18:00:08.447631'}]			Diaporthales	grPlaAesc	['DTOL']	5	Plagiostoma aesculi		[{'updated_at': '2022-10-10T18:00:08.483843', 'name': 'PACBIO', 'status': 'IN_PROGRESS'}]	2103	ROYAL BOTANIC GARDENS KEW	Ascomycota	714545			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
No	Dentated Silk-moss	ACCEPTED	Plagiotheciaceae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%2890295%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Plagiothecium		[{'status': 'ASSIGNED_TO_LAB', 'updated_at': '2021-06-10T00:00:00'}]			Hypnales	cbPlaDent	['DTOL']	2	Plagiothecium denticulatum			888	ROYAL BOTANIC GARDEN EDINBURGH	Bryophyta	90295			Unk	sample_acquired	sample_acquired											DTOL	DTOL	
Yes	Scorched wing	ACCEPTED	Geometridae				Plagodis		[{'status': 'HIC_SUBMITTED', 'updated_at': '2021-11-25T21:23:17.481731'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2023-05-04T03:20:16.288298'}]			Lepidoptera	ilPlaDola	['DTOL']	5	Plagodis dolabraria		[{'updated_at': '2021-12-19T21:20:49.915788', 'name': 'HIC', 'status': 'COMPLETE'}, {'updated_at': '2023-08-28T08:05:34.304348', 'name': 'PACBIO', 'status': 'COMPLETE'}]	246	NATURAL HISTORY MUSEUM,UNIVERSITY OF OXFORD	Arthropoda	934889			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
Yes		ACCEPTED	Geometridae				Plagodis		[{'status': 'DNA_EXTRACTED', 'updated_at': '2023-06-07T03:00:30.524257'}, {'status': 'HIC_SUBMITTED', 'updated_at': '2023-05-31T19:00:09.517795'}]			Lepidoptera	ilPlaPulv	['DTOL']	2	Plagodis pulveraria		[{'updated_at': '2023-08-21T12:03:00.545351', 'name': 'HIC', 'status': 'COMPLETE'}]	6208	NATURAL HISTORY MUSEUM	Arthropoda	688490			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
No	citrus mealybug	ACCEPTED	Pseudococcidae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%28170843%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Planococcus		[{'status': 'HIC_SUBMITTED', 'updated_at': '2021-11-25T00:12:08.302078'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2021-11-24T23:54:09.891093'}, {'status': 'RNASEQ_SUBMITTED', 'updated_at': '2022-01-04T14:12:45.164303'}]			Hemiptera	ihPlaCitr	['DTOL']	18	Planococcus citri	2022-10-21 12:29:42	[{'updated_at': '2021-12-19T21:22:29.053878', 'name': 'HIC', 'status': 'COMPLETE'}, {'updated_at': '2022-09-07T12:43:19.615607', 'name': 'PACBIO', 'status': 'COMPLETE'}, {'updated_at': '2022-01-04T14:12:45.164303', 'name': 'RNASEQ', 'status': 'IN_PROGRESS'}]	682	SANGER INSTITUTE	Arthropoda	170843			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
No		ACCEPTED	Planorbidae				Planorbarius		[{'status': 'DNA_EXTRACTED', 'updated_at': '2021-11-25T20:50:56.765619'}]		RECOLLECTION_REQUIRED	Hygrophila	xgPlaCorn	['DTOL']	1	Planorbarius corneus			400	NATURAL HISTORY MUSEUM	Mollusca	240818		True	No	in_progress	in_progress											DTOL	DTOL	DTOL
No		ACCEPTED	Planorbidae				Planorbis		[{'status': 'DNA_EXTRACTED', 'updated_at': '2021-11-25T20:49:58.609527'}]		RECOLLECTION_REQUIRED	Hygrophila	xgPlaPlan	['DTOL']	1	Planorbis planorbis			406	NATURAL HISTORY MUSEUM	Mollusca	191805		True	No	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	Buck's-horn plantain	ACCEPTED	Plantaginaceae				Plantago		[{'status': 'HIC_SUBMITTED', 'updated_at': '2021-11-25T22:15:38.913126'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2021-11-24T23:50:39.061173'}, {'status': 'RNA_EXTRACTED', 'updated_at': '2022-07-11T16:10:33.92378'}]			Lamiales	daPlaCoro	['DTOL']	8	Plantago coronopus		[{'updated_at': '2022-01-20T04:04:45.798496', 'name': 'HIC', 'status': 'COMPLETE'}, {'updated_at': '2021-11-24T23:50:39.061173', 'name': 'PACBIO', 'status': 'IN_PROGRESS'}]	1798	ROYAL BOTANIC GARDENS KEW	Tracheophyta	101996		False	Yes	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	common plantain	ACCEPTED	Plantaginaceae				Plantago		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-10-04T10:54:34.674177'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-11-01T15:18:41.928654'}, {'status': 'RNA_EXTRACTED', 'updated_at': '2022-10-03T15:35:38.80945'}]			Lamiales	daPlaMajo	['DTOL']	4	Plantago major		[{'updated_at': '2022-10-04T11:42:54.563733', 'name': 'HIC', 'status': 'COMPLETE'}, {'updated_at': '2023-04-13T08:02:43.135302', 'name': 'PACBIO', 'status': 'COMPLETE'}]	2449	ROYAL BOTANIC GARDENS KEW	Tracheophyta	29818		False	Yes	in_progress	in_progress											DTOL	DTOL	DTOL
Yes		ACCEPTED	Plantaginaceae				Plantago		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-06-08T10:24:24.408791'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-12-13T04:20:19.071554'}, {'status': 'RNA_EXTRACTED', 'updated_at': '2022-09-07T14:05:11.504749'}]			Lamiales	daPlaMari	['DTOL']	4	Plantago maritima		[{'updated_at': '2022-06-08T10:30:13.483385', 'name': 'HIC', 'status': 'COMPLETE'}, {'updated_at': '2022-12-13T04:20:19.167064', 'name': 'PACBIO', 'status': 'IN_PROGRESS'}]	2440	ROYAL BOTANIC GARDENS KEW	Tracheophyta	197809		False	Yes	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	Eurasian spoonbill	ACCEPTED	Threskiornithidae				Platalea		[{'status': 'PACBIO_SUBMITTED', 'updated_at': '2023-03-01T04:20:07.677371'}, {'status': 'RNA_EXTRACTED', 'updated_at': '2023-08-18T13:02:29.015052'}, {'status': 'TISSUE_SUBSAMPLE', 'updated_at': '2023-02-22T13:35:31.797588'}]			Pelecaniformes	bPlaLeu	['DTOL']	10	Platalea leucorodia		[{'updated_at': '2023-03-01T04:20:07.7528', 'name': 'PACBIO', 'status': 'IN_PROGRESS'}]	4531	NATURAL HISTORY MUSEUM	Chordata	257867		False	Yes	in_progress	in_progress											DTOL	DTOL	DTOL
No		ACCEPTED	Chrysomelidae				Plateumaris		[{'status': 'DNA_EXTRACTED', 'updated_at': '2023-05-11T03:00:19.528925'}, {'status': 'TISSUE_SUBSAMPLE', 'updated_at': '2023-05-05T09:55:18.676996'}]			Coleoptera	icPlaBrac	['DTOL']	1	Plateumaris braccata			6290	NATURAL HISTORY MUSEUM	Arthropoda	462184		True	No	in_progress	in_progress											DTOL	DTOL	DTOL
Yes		ACCEPTED	Chrysomelidae				Plateumaris		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-12-07T20:00:14.581117'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-06-08T10:26:36.762105'}]			Coleoptera	icPlaSeri	['DTOL']	3	Plateumaris sericea		[{'updated_at': '2022-12-07T20:00:14.689663', 'name': 'HIC', 'status': 'IN_PROGRESS'}, {'updated_at': '2022-09-09T07:37:41.438441', 'name': 'PACBIO', 'status': 'COMPLETE'}]	2556	NATURAL HISTORY MUSEUM,UNIVERSITY OF OXFORD	Arthropoda	225723			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	European flounder	ACCEPTED	Pleuronectidae				Platichthys		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-10-04T10:54:47.825851'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-12-13T19:00:31.138508'}, {'status': 'RNA_EXTRACTED', 'updated_at': '2023-02-08T13:20:58.049482'}]			Pleuronectiformes	fPlaFle	['DTOL']	13	Platichthys flesus		[{'updated_at': '2022-10-04T11:44:10.327402', 'name': 'HIC', 'status': 'COMPLETE'}, {'updated_at': '2023-02-09T08:58:45.678003', 'name': 'PACBIO', 'status': 'COMPLETE'}]	3641	MARINE BIOLOGICAL ASSOCIATION,NATURAL HISTORY MUSEUM	Chordata	8260		False	Yes	in_progress	in_progress											DTOL	DTOL	DTOL
No	NA	ACCEPTED	Theridiidae				Platnickina		[{'status': 'HIC_SUBMITTED', 'updated_at': '2023-08-15T19:00:09.340249'}]			Araneae	qqPlaTinc	['DTOL']	1	Platnickina tincta		[{'updated_at': '2023-08-15T19:00:09.421625', 'name': 'HIC', 'status': 'IN_PROGRESS'}]	6401	UNIVERSITY OF OXFORD	Arthropoda	1686693		True	No	in_progress	in_progress											DTOL	DTOL	DTOL
No	Ant Woodlouse	ACCEPTED	Platyarthridae				Platyarthrus		[{'status': 'HIC_SUBMITTED', 'updated_at': '2023-01-25T20:00:14.688362'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-12-13T10:17:07.237396'}]			Isopoda	qmPlaHoff	['DTOL']	2	Platyarthrus hoffmannseggii		[{'updated_at': '2023-04-19T08:05:38.165185', 'name': 'HIC', 'status': 'COMPLETE'}, {'updated_at': '2022-12-13T10:17:07.320871', 'name': 'PACBIO', 'status': 'IN_PROGRESS'}]	4137	UNIVERSITY OF OXFORD	Arthropoda	1091202		True	No	in_progress	in_progress											DTOL	DTOL	DTOL
Yes		ACCEPTED	Chloropidae				Platycephala		[{'status': 'DNA_EXTRACTED', 'updated_at': '2023-06-07T03:00:29.874143'}, {'status': 'HIC_SUBMITTED', 'updated_at': '2023-05-31T19:00:18.090693'}, {'status': 'RNA_EXTRACTED', 'updated_at': '2023-06-09T12:50:22.429238'}]			Diptera	idPlaPlan	['DTOL']	4	Platycephala planifrons		[{'updated_at': '2023-08-14T12:04:42.907655', 'name': 'HIC', 'status': 'COMPLETE'}]	6206	NATURAL HISTORY MUSEUM	Arthropoda	2886735			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	White-footed hoverfly	ACCEPTED	Syrphidae				Platycheirus		[{'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-11-01T15:17:47.914592'}, {'status': 'RNA_EXTRACTED', 'updated_at': '2023-10-06T12:15:43.34059'}]			Diptera	idPlaAlba	['DTOL']	11	Platycheirus albimanus		[{'updated_at': '2022-11-01T15:17:47.951795', 'name': 'PACBIO', 'status': 'IN_PROGRESS'}]	117	NATURAL HISTORY MUSEUM,UNIVERSITY OF OXFORD	Arthropoda	414846			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
No	NA	ACCEPTED	Syrphidae				Platycheirus		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-06-08T10:24:24.685061'}]		RECOLLECTION_REQUIRED	Diptera	idPlaAmbi	['DTOL']	1	Platycheirus ambiguus	2022-11-08 17:02:03	[{'updated_at': '2022-06-14T03:00:12.326118', 'name': 'HIC', 'status': 'COMPLETE'}]	2219	UNIVERSITY OF OXFORD	Arthropoda	2680867			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
No		ACCEPTED	Syrphidae				Platycheirus		[{'status': 'PACBIO_SUBMITTED', 'updated_at': '2021-11-24T23:36:00.113502'}, {'status': 'TISSUE_SUBSAMPLE', 'updated_at': '2022-06-21T08:35:30.244421'}]		RECOLLECTION_REQUIRED	Diptera	idPlaAngu	['DTOL']	1	Platycheirus angustatus		[{'updated_at': '2021-11-24T23:36:00.113502', 'name': 'PACBIO', 'status': 'IN_PROGRESS'}]	1215	UNIVERSITY OF OXFORD	Arthropoda	1459865			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
No		ACCEPTED	Syrphidae				Platycheirus		[{'status': 'HIC_SUBMITTED', 'updated_at': '2023-07-13T15:59:02.934623'}]			Diptera	idPlaClyp	['DTOL']	4	Platycheirus clypeatus		[{'updated_at': '2023-10-04T08:08:51.102075', 'name': 'HIC', 'status': 'COMPLETE'}]	1093	SANGER INSTITUTE,UNIVERSITY OF OXFORD	Arthropoda	1124535			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
No	NA	ACCEPTED	Syrphidae				Platycheirus		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-06-08T10:24:24.961924'}]		RECOLLECTION_REQUIRED	Diptera	idPlaFulv	['DTOL']	1	Platycheirus fulviventris	2022-11-08 17:02:44	[{'updated_at': '2022-06-14T03:00:12.916052', 'name': 'HIC', 'status': 'COMPLETE'}]	2789	UNIVERSITY OF OXFORD	Arthropoda	1352493			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
No		ACCEPTED	Syrphidae				Platycheirus		[{'status': 'HIC_SUBMITTED', 'updated_at': '2023-05-23T19:00:42.293722'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2023-05-24T03:20:15.798515'}]			Diptera	idPlaGrad	['DTOL']	1	Platycheirus granditarsus		[{'updated_at': '2023-08-21T12:02:47.838026', 'name': 'HIC', 'status': 'COMPLETE'}, {'updated_at': '2023-05-24T03:20:15.870905', 'name': 'PACBIO', 'status': 'IN_PROGRESS'}]	6231	NATURAL HISTORY MUSEUM	Arthropoda	414853		True	No	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	NA	ACCEPTED	Syrphidae				Platycheirus		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-06-08T10:22:44.157579'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-06-08T10:26:35.550504'}, {'status': 'RNA_EXTRACTED', 'updated_at': '2023-06-09T12:50:26.105288'}]			Diptera	idPlaRosa	['DTOL']	4	Platycheirus rosarum	2023-02-21 14:42:08	[{'updated_at': '2023-08-14T12:04:43.327335', 'name': 'HIC', 'status': 'COMPLETE'}, {'updated_at': '2022-06-08T10:26:35.590831', 'name': 'PACBIO', 'status': 'IN_PROGRESS'}]	2897	NATURAL HISTORY MUSEUM,UNIVERSITY OF OXFORD	Arthropoda	1352472			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
No	NA	ACCEPTED	Syrphidae				Platycheirus		[{'status': 'HIC_SUBMITTED', 'updated_at': '2021-11-24T23:27:53.185273'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2021-11-24T23:54:14.700318'}]			Diptera	idPlaScut	['DTOL']	3	Platycheirus scutatus		[{'updated_at': '2021-12-19T21:22:36.429071', 'name': 'HIC', 'status': 'COMPLETE'}, {'updated_at': '2021-12-19T21:20:44.613194', 'name': 'PACBIO', 'status': 'COMPLETE'}]	1490	UNIVERSITY OF OXFORD	Arthropoda	1124539			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
No		ACCEPTED	Lycidae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%28195273%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Platycis		[{'status': 'HIC_SUBMITTED', 'updated_at': '2023-04-04T19:00:20.433593'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2023-04-05T03:20:17.868417'}]			Coleoptera	icPlaMinu	['DTOL']	3	Platycis minutus		[{'updated_at': '2023-07-13T16:11:15.237237', 'name': 'HIC', 'status': 'COMPLETE'}, {'updated_at': '2023-08-30T08:04:23.101917', 'name': 'PACBIO', 'status': 'COMPLETE'}]	152	UNIVERSITY OF OXFORD	Arthropoda	195273		True	No	in_progress	in_progress											DTOL	DTOL	DTOL
Yes		ACCEPTED	Platycnemididae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%28126231%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Platycnemis		[{'status': 'HIC_SUBMITTED', 'updated_at': '2021-11-25T00:03:13.152098'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2021-11-24T23:47:15.912075'}, {'status': 'RNA_EXTRACTED', 'updated_at': '2022-07-01T12:20:12.32428'}]			Odonata	ioPlaPenn	['DTOL']	15	Platycnemis pennipes		[{'updated_at': '2021-12-19T21:21:49.166255', 'name': 'HIC', 'status': 'COMPLETE'}, {'updated_at': '2021-12-19T21:20:04.683314', 'name': 'PACBIO', 'status': 'COMPLETE'}]	1745	NATURAL HISTORY MUSEUM	Arthropoda	126231			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
Yes			Leptosomatidae				Platycoma		[{'status': 'NOVEL', 'updated_at': '2023-10-13T10:47:36.62076'}]			Enoplida	nePlaCeph	['BLAX']	2	Platycoma cephalata			6928	SANGER INSTITUTE	Nematoda	3015056			Unk	sample_acquired					sample_acquired							BLAX	BLAX	
Yes		ACCEPTED	Merulinidae				Platygyra		[{'status': 'DNA_EXTRACTED', 'updated_at': '2023-02-23T15:25:02.104593'}, {'status': 'HIC_SUBMITTED', 'updated_at': '2023-10-09T19:00:07.84971'}, {'status': 'RNA_EXTRACTED', 'updated_at': '2023-10-20T12:34:04.439467'}]			Scleractinia	jaPlaDaed	['ASG']	10	Platygyra daedalea		[{'updated_at': '2023-10-09T19:00:07.920025', 'name': 'HIC', 'status': 'IN_PROGRESS'}]	3347	UNIVERSITY OF DERBY	Cnidaria	214987		False	Yes	in_progress		in_progress										ASG	ASG	ASG
No		ACCEPTED	Diapriidae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%282869172%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Platymischus		[{'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-11-17T04:20:12.030713'}]		RECOLLECTION_REQUIRED	Hymenoptera	iyPlaDila	['DTOL']	1	Platymischus dilatatus	2023-02-21 14:38:32	[{'updated_at': '2022-11-17T04:20:12.072795', 'name': 'PACBIO', 'status': 'IN_PROGRESS'}]	4662	NATURAL HISTORY MUSEUM	Arthropoda	2869172			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
No	Dumeril's clam worm	ACCEPTED	Nereididae				Platynereis		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-11-07T20:00:14.350536'}, {'status': 'RNA_EXTRACTED', 'updated_at': '2023-07-06T15:00:15.305918'}]			Phyllodocida	wpPlaDume	['DTOL']	3	Platynereis dumerilii		[{'updated_at': '2023-06-14T07:55:48.487654', 'name': 'HIC', 'status': 'COMPLETE'}]	3709	NATURAL HISTORY MUSEUM	Annelida	6359		False	Yes	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	(A ragworm)	ACCEPTED	Nereididae				Platynereis		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-06-08T10:23:59.470398'}]			Phyllodocida	wpPlaMass	['DTOL']	2	Platynereis massiliensis		[{'updated_at': '2022-06-08T10:23:59.5159', 'name': 'HIC', 'status': 'IN_PROGRESS'}]	3152	MARINE BIOLOGICAL ASSOCIATION	Annelida	1623346			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
No	Oak Pinhole Borer	ACCEPTED	Curculionidae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%28298138%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Platypus		[{'status': 'DNA_EXTRACTED', 'updated_at': '2022-06-28T15:25:26.955293'}, {'status': 'HIC_SUBMITTED', 'updated_at': '2022-06-08T10:22:41.965263'}]			Coleoptera	icPlaCyli	['DTOL']	5	Platypus cylindrus		[{'updated_at': '2022-06-08T10:29:30.822286', 'name': 'HIC', 'status': 'COMPLETE'}]	2836	NATURAL HISTORY MUSEUM,UNIVERSITY OF OXFORD	Arthropoda	298138			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	Cramp-Ball Fungus Weevil	ACCEPTED	Anthribidae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%281586622%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Platyrhinus		[{'status': 'HIC_SUBMITTED', 'updated_at': '2021-11-25T19:11:26.307738'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-12-06T19:00:10.993503'}]			Coleoptera	icPlaResi	['DTOL']	2	Platyrhinus resinosus		[{'updated_at': '2021-12-19T21:22:37.911971', 'name': 'HIC', 'status': 'COMPLETE'}, {'updated_at': '2022-12-06T19:00:11.079285', 'name': 'PACBIO', 'status': 'IN_PROGRESS'}]	2264	UNIVERSITY OF OXFORD	Arthropoda	1586622			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
No	NA	ACCEPTED	Platystomatidae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%28286505%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Platystoma		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-06-08T10:24:25.257298'}]		RECOLLECTION_REQUIRED	Diptera	idPlaSemi	['DTOL']	1	Platystoma seminationis	2022-11-10 11:38:24	[{'updated_at': '2022-06-14T03:00:13.513812', 'name': 'HIC', 'status': 'COMPLETE'}]	2355	UNIVERSITY OF OXFORD	Arthropoda	286505		True	No	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	NA	ACCEPTED	Anthribidae				Platystomos		[{'status': 'PACBIO_SUBMITTED', 'updated_at': '2023-01-17T04:20:14.797439'}]			Coleoptera	icPlaAlbi	['DTOL']	2	Platystomos albinus		[{'updated_at': '2023-04-17T08:04:56.678477', 'name': 'PACBIO', 'status': 'COMPLETE'}]	5087	UNIVERSITY OF OXFORD	Arthropoda	197009			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
No	Pygmy Backswimmer	ACCEPTED	Pleidae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%28280219%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Plea		[{'status': '10X_SUBMITTED', 'updated_at': '2021-11-24T23:42:51.106263'}, {'status': 'HIC_SUBMITTED', 'updated_at': '2021-11-24T23:21:02.610776'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2021-11-24T23:42:51.106263'}]			Hemiptera	ihPleMinu	['DTOL']	4	Plea minutissima		[{'updated_at': '2021-12-19T21:21:13.906668', 'name': 'HIC', 'status': 'COMPLETE'}, {'updated_at': '2021-11-24T23:42:51.106263', 'name': 'PACBIO', 'status': 'IN_PROGRESS'}, {'updated_at': '2021-12-19T21:22:48.731797', 'name': '10X', 'status': 'COMPLETE'}]	330	NATURAL HISTORY MUSEUM	Arthropoda	280219			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
No	Silver-studded blue	ACCEPTED	Lycaenidae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%28242267%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Plebejus		[{'status': 'DNA_EXTRACTED', 'updated_at': '2020-11-06T16:41:10.629226'}, {'status': 'RNASEQ_SUBMITTED', 'updated_at': '2022-01-04T14:12:28.86714'}]			Lepidoptera	ilPleArgu	['DTOL']	3	Plebejus argus		[{'updated_at': '2022-01-04T14:12:28.86714', 'name': 'RNASEQ', 'status': 'IN_PROGRESS'}]	657	SANGER INSTITUTE	Arthropoda	242267			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
No		ACCEPTED	Ichneumonidae				Plectiscus		[{'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-11-17T04:20:11.093982'}]			Hymenoptera	iyPleImpu	['DTOL']	2	Plectiscus impurator		[{'updated_at': '2022-11-17T04:20:11.131164', 'name': 'PACBIO', 'status': 'IN_PROGRESS'}]	3409	NATURAL HISTORY MUSEUM	Arthropoda	1634459			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
No		ACCEPTED	Polycentropodidae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%28161770%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Plectrocnemia		[{'status': 'DNA_EXTRACTED', 'updated_at': '2021-11-25T20:51:18.302955'}]		RECOLLECTION_REQUIRED	Trichoptera	iiPleCons	['DTOL']	1	Plectrocnemia conspersa	2022-07-21 15:33:22		404	NATURAL HISTORY MUSEUM	Arthropoda	161770		True	No	in_progress	in_progress											DTOL	DTOL	DTOL
No	Blue-bordered carpet	ACCEPTED	Geometridae				Plemyria		[{'status': '10X_SUBMITTED', 'updated_at': '2021-11-24T23:30:13.319282'}, {'status': 'HIC_SUBMITTED', 'updated_at': '2023-05-31T19:00:11.09806'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2021-11-24T23:30:13.319282'}, {'status': 'RNA_EXTRACTED', 'updated_at': '2023-06-09T12:50:24.278766'}]			Lepidoptera	ilPleRubi	['DTOL']	2	Plemyria rubiginata		[{'updated_at': '2023-08-14T12:04:39.255977', 'name': 'HIC', 'status': 'COMPLETE'}, {'updated_at': '2022-10-05T14:03:47.968398', 'name': 'PACBIO', 'status': 'COMPLETE'}, {'updated_at': '2021-12-19T21:24:09.070313', 'name': '10X', 'status': 'COMPLETE'}]	915	NATURAL HISTORY MUSEUM,UNIVERSITY OF OXFORD	Arthropoda	934957		True	No	in_progress	in_progress											DTOL	DTOL	DTOL
